" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,06-California,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,CA,CA Total Mig - US & For,271521,523042,14708943"
"97,CA,CA Total Mig - US,259085,500691,14017110"
"98,CA,CA Total Mig - Foreign,12436,22351,691833"
"06,CA,CA Non-Migrants,12434953,27732366,833035738"
"48,TX,TEXAS,30286,67309,1586155"
"04,AZ,ARIZONA,21810,44639,1052221"
"32,NV,NEVADA,20108,38770,952551"
"53,WA,WASHINGTON,18046,34919,1036838"
"41,OR,OREGON,14512,27063,765655"
"36,NY,NEW YORK,12718,17623,795115"
"57,FR,Foreign,12436,22351,691833"
"08,CO,COLORADO,11224,21920,727356"
"12,FL,FLORIDA,10364,18213,600596"
"17,IL,ILLINOIS,7816,13636,455699"
"51,VA,VIRGINIA,7131,14316,433480"
"49,UT,UTAH,6838,16383,293581"
"37,NC,NORTH CAROLINA,6817,14291,392515"
"13,GA,GEORGIA,6482,13332,322087"
"15,HI,HAWAII,5398,9357,330204"
"25,MA,MASSACHUSETTS,4836,7233,375588"
"16,ID,IDAHO,4576,9589,236005"
"42,PA,PENNSYLVANIA,4296,7189,256348"
"39,OH,OHIO,4021,7344,209840"
"29,MO,MISSOURI,3902,7549,192039"
"35,NM,NEW MEXICO,3754,7252,184171"
"47,TN,TENNESSEE,3740,7705,210949"
"34,NJ,NEW JERSEY,3687,6422,272138"
"24,MD,MARYLAND,3340,6003,200727"
"26,MI,MICHIGAN,3320,6030,162260"
"40,OK,OKLAHOMA,3294,6994,113620"
"27,MN,MINNESOTA,2912,5190,202372"
"18,IN,INDIANA,2871,5655,127877"
"22,LA,LOUISIANA,2406,4501,104721"
"05,AR,ARKANSAS,2370,5111,87548"
"55,WI,WISCONSIN,2362,4335,108499"
"20,KS,KANSAS,2268,4629,92008"
"45,SC,SOUTH CAROLINA,2261,4486,114450"
"30,MT,MONTANA,1834,3422,112606"
"19,IA,IOWA,1833,3463,75557"
"09,CT,CONNECTICUT,1753,3039,154590"
"01,AL,ALABAMA,1726,3556,83006"
"21,KY,KENTUCKY,1674,3335,80928"
"02,AK,ALASKA,1478,2743,57063"
"31,NE,NEBRASKA,1408,2903,59776"
"11,DC,DISTRICT OF COLUMBIA,1385,1658,82609"
"28,MS,MISSISSIPPI,1198,2434,47141"
"56,WY,WYOMING,914,1812,43621"
"33,NH,NEW HAMPSHIRE,710,1234,45226"
"46,SD,SOUTH DAKOTA,665,1231,35742"
"23,ME,MAINE,656,1128,35646"
"44,RI,RHODE ISLAND,585,1109,33637"
"38,ND,NORTH DAKOTA,447,779,17734"
"50,VT,VERMONT,372,599,21150"
"54,WV,WEST VIRGINIA,366,683,15647"
"10,DE,DELAWARE,315,575,20218"
