" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,45-SouthCarolina,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,SC,SC Total Mig - US & For,50931,97411,2162756"
"97,SC,SC Total Mig - US,49396,94533,2104701"
"98,SC,SC Total Mig - Foreign,1535,2878,58055"
"45,SC,SC Non-Migrants,1545082,3351054,78763715"
"37,NC,NORTH CAROLINA,10277,19274,433082"
"13,GA,GEORGIA,6304,12266,253146"
"12,FL,FLORIDA,4669,8693,213169"
"51,VA,VIRGINIA,2973,5645,128796"
"48,TX,TEXAS,2444,5196,115441"
"36,NY,NEW YORK,2199,3698,80141"
"06,CA,CALIFORNIA,1833,3393,82472"
"47,TN,TENNESSEE,1670,3420,89515"
"57,FR,Foreign,1535,2878,58055"
"42,PA,PENNSYLVANIA,1432,2665,58936"
"39,OH,OHIO,1385,2603,56567"
"24,MD,MARYLAND,1017,1803,39760"
"01,AL,ALABAMA,886,1901,43686"
"17,IL,ILLINOIS,836,1545,39659"
"34,NJ,NEW JERSEY,700,1248,25618"
"21,KY,KENTUCKY,665,1354,25721"
"53,WA,WASHINGTON,664,1374,30808"
"26,MI,MICHIGAN,640,1175,24330"
"08,CO,COLORADO,597,1145,24255"
"18,IN,INDIANA,594,1220,26881"
"04,AZ,ARIZONA,554,1144,27402"
"22,LA,LOUISIANA,538,1127,21595"
"25,MA,MASSACHUSETTS,532,892,22405"
"54,WV,WEST VIRGINIA,466,899,15556"
"29,MO,MISSOURI,457,900,18706"
"28,MS,MISSISSIPPI,427,894,18436"
"09,CT,CONNECTICUT,419,753,15659"
"15,HI,HAWAII,343,676,12919"
"40,OK,OKLAHOMA,336,739,12396"
"55,WI,WISCONSIN,308,566,12135"
"20,KS,KANSAS,275,624,12791"
"05,AR,ARKANSAS,263,562,12723"
"32,NV,NEVADA,244,463,11251"
"27,MN,MINNESOTA,233,459,10500"
"11,DC,DISTRICT OF COLUMBIA,204,281,7717"
"41,OR,OREGON,204,345,7421"
"02,AK,ALASKA,189,446,7441"
"19,IA,IOWA,177,373,7437"
"33,NH,NEW HAMPSHIRE,170,320,6327"
"49,UT,UTAH,167,370,7263"
"35,NM,NEW MEXICO,160,301,9194"
"23,ME,MAINE,154,256,5205"
"10,DE,DELAWARE,153,302,6508"
"44,RI,RHODE ISLAND,109,205,3606"
"31,NE,NEBRASKA,107,241,4698"
"16,ID,IDAHO,92,179,3993"
"50,VT,VERMONT,87,151,3075"
"56,WY,WYOMING,72,131,2422"
"30,MT,MONTANA,68,110,1924"
"46,SD,SOUTH DAKOTA,61,125,2492"
"38,ND,NORTH DAKOTA,42,81,1523"
