" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,31-Nebraska,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,NE,NE Total Mig - US & For,22410,42737,1037466"
"97,NE,NE Total Mig - US,21958,41848,1020867"
"98,NE,NE Total Mig - Foreign,452,889,16599"
"31,NE,NE Non-Migrants,673827,1477411,38778231"
"19,IA,IOWA,3057,5889,115085"
"48,TX,TEXAS,1837,3896,87927"
"08,CO,COLORADO,1810,3223,83719"
"20,KS,KANSAS,1458,2806,63671"
"06,CA,CALIFORNIA,1249,2199,51107"
"29,MO,MISSOURI,1086,1976,45548"
"46,SD,SOUTH DAKOTA,1045,1961,43575"
"04,AZ,ARIZONA,892,1609,50101"
"17,IL,ILLINOIS,780,1388,36207"
"12,FL,FLORIDA,734,1331,56662"
"27,MN,MINNESOTA,659,1256,33402"
"56,WY,WYOMING,550,1060,30025"
"53,WA,WASHINGTON,516,963,20631"
"57,FR,Foreign,452,889,16599"
"51,VA,VIRGINIA,393,801,22432"
"40,OK,OKLAHOMA,386,826,15584"
"37,NC,NORTH CAROLINA,324,645,15642"
"36,NY,NEW YORK,323,495,12415"
"13,GA,GEORGIA,321,671,16323"
"32,NV,NEVADA,297,543,13894"
"39,OH,OHIO,287,595,15987"
"55,WI,WISCONSIN,276,534,13203"
"41,OR,OREGON,255,466,10922"
"47,TN,TENNESSEE,255,507,12529"
"18,IN,INDIANA,241,484,12382"
"26,MI,MICHIGAN,215,388,13836"
"49,UT,UTAH,202,454,8536"
"05,AR,ARKANSAS,199,433,9790"
"42,PA,PENNSYLVANIA,196,382,10995"
"22,LA,LOUISIANA,182,368,8680"
"24,MD,MARYLAND,174,337,8528"
"35,NM,NEW MEXICO,168,343,8496"
"30,MT,MONTANA,153,276,5189"
"45,SC,SOUTH CAROLINA,152,292,8487"
"38,ND,NORTH DAKOTA,143,276,5483"
"21,KY,KENTUCKY,137,301,7396"
"16,ID,IDAHO,130,273,5587"
"01,AL,ALABAMA,121,251,6016"
"34,NJ,NEW JERSEY,105,180,5031"
"15,HI,HAWAII,104,193,4240"
"02,AK,ALASKA,100,188,4583"
"25,MA,MASSACHUSETTS,100,165,4527"
"28,MS,MISSISSIPPI,95,173,3271"
"09,CT,CONNECTICUT,70,138,3901"
"11,DC,DISTRICT OF COLUMBIA,52,59,1785"
"54,WV,WEST VIRGINIA,34,62,1656"
"23,ME,MAINE,26,57,1382"
"10,DE,DELAWARE,24,49,1753"
"33,NH,NEW HAMPSHIRE,21,39,1096"
"44,RI,RHODE ISLAND,13,26,1150"
"50,VT,VERMONT,11,21,499"
