" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,55-Wisconsin,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,WI,WI Total Mig - US & For,50092,87124,2487466"
"97,WI,WI Total Mig - US,49104,85500,2437855"
"98,WI,WI Total Mig - Foreign,988,1624,49611"
"55,WI,WI Non-Migrants,2262878,4784778,132889075"
"27,MN,MINNESOTA,7611,11846,299955"
"17,IL,ILLINOIS,7383,12519,331065"
"12,FL,FLORIDA,3056,5357,261182"
"06,CA,CALIFORNIA,2953,4734,132183"
"48,TX,TEXAS,2608,5244,134242"
"04,AZ,ARIZONA,2018,3316,107747"
"26,MI,MICHIGAN,1976,3736,97203"
"19,IA,IOWA,1497,2722,66503"
"08,CO,COLORADO,1467,2404,68415"
"37,NC,NORTH CAROLINA,1122,2061,57326"
"18,IN,INDIANA,1070,2055,51446"
"36,NY,NEW YORK,1064,1570,51327"
"13,GA,GEORGIA,1061,2030,50413"
"53,WA,WASHINGTON,1003,1697,44241"
"29,MO,MISSOURI,1001,1892,47260"
"57,FR,Foreign,988,1624,49611"
"47,TN,TENNESSEE,953,1885,43113"
"39,OH,OHIO,949,1813,73456"
"51,VA,VIRGINIA,809,1423,47859"
"42,PA,PENNSYLVANIA,649,1223,39285"
"32,NV,NEVADA,634,1047,29643"
"41,OR,OREGON,544,888,24971"
"45,SC,SOUTH CAROLINA,492,952,29205"
"25,MA,MASSACHUSETTS,464,708,23704"
"21,KY,KENTUCKY,422,799,20759"
"05,AR,ARKANSAS,410,816,16946"
"20,KS,KANSAS,408,822,18888"
"24,MD,MARYLAND,367,635,18054"
"40,OK,OKLAHOMA,355,744,15972"
"01,AL,ALABAMA,349,687,14540"
"28,MS,MISSISSIPPI,338,668,8964"
"31,NE,NEBRASKA,317,610,13635"
"22,LA,LOUISIANA,306,543,10953"
"35,NM,NEW MEXICO,303,535,14728"
"34,NJ,NEW JERSEY,297,556,21342"
"49,UT,UTAH,296,612,18412"
"46,SD,SOUTH DAKOTA,292,542,14609"
"02,AK,ALASKA,283,450,10003"
"38,ND,NORTH DAKOTA,253,432,9527"
"30,MT,MONTANA,251,424,11636"
"15,HI,HAWAII,244,399,10261"
"16,ID,IDAHO,211,388,10953"
"56,WY,WYOMING,209,366,23524"
"09,CT,CONNECTICUT,203,359,13701"
"11,DC,DISTRICT OF COLUMBIA,176,204,6906"
"33,NH,NEW HAMPSHIRE,104,196,6445"
"54,WV,WEST VIRGINIA,88,189,4301"
"23,ME,MAINE,84,144,4016"
"50,VT,VERMONT,60,103,2428"
"10,DE,DELAWARE,52,84,2405"
"44,RI,RHODE ISLAND,42,71,2203"
