" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,47-Tennessee,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,TN,TN Total Mig - US & For,70196,137842,3005585"
"97,TN,TN Total Mig - US,68939,135457,2954936"
"98,TN,TN Total Mig - Foreign,1257,2385,50649"
"47,TN,TN Non-Migrants,2197057,4766186,114057048"
"13,GA,GEORGIA,6483,12624,273256"
"12,FL,FLORIDA,5606,10329,264305"
"28,MS,MISSISSIPPI,5520,11612,208038"
"48,TX,TEXAS,4812,10054,239260"
"21,KY,KENTUCKY,4546,9532,154716"
"01,AL,ALABAMA,3649,7359,155490"
"37,NC,NORTH CAROLINA,3536,6714,158682"
"51,VA,VIRGINIA,3185,6241,145665"
"06,CA,CALIFORNIA,2810,5066,123877"
"17,IL,ILLINOIS,2257,4401,99181"
"39,OH,OHIO,2084,3991,88676"
"05,AR,ARKANSAS,1937,3945,71309"
"45,SC,SOUTH CAROLINA,1725,3435,80469"
"18,IN,INDIANA,1707,3437,63457"
"26,MI,MICHIGAN,1583,3109,59715"
"29,MO,MISSOURI,1507,2957,58695"
"36,NY,NEW YORK,1505,2524,54840"
"22,LA,LOUISIANA,1350,2714,47916"
"57,FR,Foreign,1257,2385,50649"
"04,AZ,ARIZONA,1068,2085,49829"
"53,WA,WASHINGTON,1033,2139,47047"
"08,CO,COLORADO,1018,1892,50070"
"42,PA,PENNSYLVANIA,1013,1899,46810"
"24,MD,MARYLAND,811,1519,35864"
"40,OK,OKLAHOMA,771,1536,31689"
"55,WI,WISCONSIN,591,1154,26963"
"20,KS,KANSAS,558,1228,25214"
"34,NJ,NEW JERSEY,533,991,40973"
"27,MN,MINNESOTA,510,1003,24412"
"25,MA,MASSACHUSETTS,503,793,22665"
"32,NV,NEVADA,490,832,21933"
"19,IA,IOWA,430,871,16418"
"41,OR,OREGON,395,729,18825"
"54,WV,WEST VIRGINIA,395,811,13605"
"49,UT,UTAH,316,711,15046"
"35,NM,NEW MEXICO,301,587,12740"
"31,NE,NEBRASKA,278,556,10647"
"09,CT,CONNECTICUT,270,503,17982"
"15,HI,HAWAII,246,520,9406"
"02,AK,ALASKA,213,453,8433"
"11,DC,DISTRICT OF COLUMBIA,190,235,9109"
"16,ID,IDAHO,170,391,7110"
"30,MT,MONTANA,163,318,7373"
"23,ME,MAINE,162,301,5872"
"33,NH,NEW HAMPSHIRE,133,255,6898"
"10,DE,DELAWARE,130,238,5692"
"56,WY,WYOMING,116,222,6272"
"46,SD,SOUTH DAKOTA,101,200,4017"
"44,RI,RHODE ISLAND,94,199,4171"
"38,ND,NORTH DAKOTA,71,141,2106"
"50,VT,VERMONT,64,101,2200"
