" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,10-Delaware,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,DE,DE Total Mig - US & For,13657,24597,734474"
"97,DE,DE Total Mig - US,13373,24075,721591"
"98,DE,DE Total Mig - Foreign,284,522,12883"
"10,DE,DE Non-Migrants,327251,682893,20796218"
"42,PA,PENNSYLVANIA,3063,5579,178309"
"24,MD,MARYLAND,2203,3811,94930"
"12,FL,FLORIDA,958,1713,67414"
"34,NJ,NEW JERSEY,912,1600,50703"
"51,VA,VIRGINIA,745,1287,39355"
"36,NY,NEW YORK,715,1185,32865"
"37,NC,NORTH CAROLINA,580,1126,33498"
"06,CA,CALIFORNIA,460,746,26073"
"48,TX,TEXAS,442,893,28151"
"13,GA,GEORGIA,348,681,16231"
"57,FR,Foreign,284,522,12883"
"45,SC,SOUTH CAROLINA,251,499,15707"
"39,OH,OHIO,204,416,10361"
"25,MA,MASSACHUSETTS,186,290,8064"
"17,IL,ILLINOIS,165,341,11794"
"04,AZ,ARIZONA,162,269,7692"
"47,TN,TENNESSEE,147,263,8599"
"09,CT,CONNECTICUT,116,186,6166"
"08,CO,COLORADO,110,200,5418"
"53,WA,WASHINGTON,107,181,5837"
"18,IN,INDIANA,99,194,5358"
"54,WV,WEST VIRGINIA,95,200,4447"
"26,MI,MICHIGAN,93,177,5899"
"32,NV,NEVADA,89,155,4299"
"11,DC,DISTRICT OF COLUMBIA,85,116,3981"
"21,KY,KENTUCKY,83,180,4044"
"29,MO,MISSOURI,76,133,5857"
"22,LA,LOUISIANA,70,126,3224"
"01,AL,ALABAMA,65,128,2934"
"15,HI,HAWAII,59,95,1768"
"41,OR,OREGON,49,85,2529"
"55,WI,WISCONSIN,49,102,2322"
"19,IA,IOWA,47,95,3375"
"27,MN,MINNESOTA,47,84,2825"
"23,ME,MAINE,46,91,2242"
"40,OK,OKLAHOMA,44,93,1806"
"33,NH,NEW HAMPSHIRE,41,76,4100"
"05,AR,ARKANSAS,40,76,1486"
"28,MS,MISSISSIPPI,39,72,1506"
"49,UT,UTAH,36,77,1387"
"02,AK,ALASKA,35,71,1189"
"20,KS,KANSAS,35,72,1484"
"35,NM,NEW MEXICO,32,59,1169"
"50,VT,VERMONT,28,50,869"
"30,MT,MONTANA,24,46,668"
"44,RI,RHODE ISLAND,23,28,1014"
"16,ID,IDAHO,19,39,682"
"46,SD,SOUTH DAKOTA,19,34,762"
"31,NE,NEBRASKA,18,31,874"
"56,WY,WYOMING,9,15,242"
"38,ND,NORTH DAKOTA,5,9,80"
