" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,12-Florida,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,FL,FL Total Mig - US & For,246296,452746,10538762"
"97,FL,FL Total Mig - US,237952,438085,10250475"
"98,FL,FL Total Mig - Foreign,8344,14661,288287"
"12,FL,FL Non-Migrants,6746979,13564536,379061075"
"13,GA,GEORGIA,26014,51894,1104322"
"36,NY,NEW YORK,19466,32177,687823"
"37,NC,NORTH CAROLINA,17252,33934,789244"
"48,TX,TEXAS,17236,35303,771078"
"06,CA,CALIFORNIA,12262,20292,568628"
"47,TN,TENNESSEE,10394,20808,463235"
"51,VA,VIRGINIA,9864,18620,454602"
"42,PA,PENNSYLVANIA,8423,14568,359923"
"39,OH,OHIO,8346,14632,385133"
"57,FR,Foreign,8344,14661,288287"
"01,AL,ALABAMA,7880,15773,305938"
"45,SC,SOUTH CAROLINA,7776,15096,348869"
"17,IL,ILLINOIS,7463,12735,346126"
"34,NJ,NEW JERSEY,7199,12364,318800"
"25,MA,MASSACHUSETTS,6358,10507,258777"
"26,MI,MICHIGAN,5958,10375,228671"
"18,IN,INDIANA,4925,8860,186579"
"24,MD,MARYLAND,4900,8525,235246"
"08,CO,COLORADO,4443,7905,206247"
"21,KY,KENTUCKY,3873,7292,145274"
"04,AZ,ARIZONA,3686,6540,187174"
"53,WA,WASHINGTON,3393,6206,151859"
"22,LA,LOUISIANA,3210,6038,120225"
"29,MO,MISSOURI,3181,5865,127989"
"09,CT,CONNECTICUT,3158,5525,160245"
"32,NV,NEVADA,2603,4379,112514"
"28,MS,MISSISSIPPI,2475,4825,90639"
"55,WI,WISCONSIN,2414,4237,115665"
"27,MN,MINNESOTA,1876,3234,97511"
"40,OK,OKLAHOMA,1867,3553,68725"
"05,AR,ARKANSAS,1702,3391,87070"
"33,NH,NEW HAMPSHIRE,1563,2628,64258"
"23,ME,MAINE,1531,2619,60418"
"20,KS,KANSAS,1410,2722,60325"
"54,WV,WEST VIRGINIA,1398,2572,46845"
"41,OR,OREGON,1335,2272,57889"
"15,HI,HAWAII,1218,2222,45854"
"19,IA,IOWA,1197,2153,46575"
"35,NM,NEW MEXICO,1156,2106,49891"
"44,RI,RHODE ISLAND,1133,1873,41613"
"49,UT,UTAH,1004,2052,53904"
"11,DC,DISTRICT OF COLUMBIA,738,896,35539"
"10,DE,DELAWARE,719,1252,35840"
"02,AK,ALASKA,691,1334,27083"
"50,VT,VERMONT,662,1079,26785"
"31,NE,NEBRASKA,659,1291,28801"
"16,ID,IDAHO,497,1006,20981"
"30,MT,MONTANA,455,834,22787"
"56,WY,WYOMING,375,664,18752"
"46,SD,SOUTH DAKOTA,353,589,12718"
"38,ND,NORTH DAKOTA,261,468,9484"
