" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,51-Virginia,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,VA,VA Total Mig - US & For,123732,236854,6999256"
"97,VA,VA Total Mig - US,117474,223758,6655802"
"98,VA,VA Total Mig - Foreign,6258,13096,343454"
"51,VA,VA Non-Migrants,2861228,6062838,197209211"
"37,NC,NORTH CAROLINA,13859,27494,706424"
"24,MD,MARYLAND,11367,19772,619055"
"12,FL,FLORIDA,9557,18362,621517"
"06,CA,CALIFORNIA,7449,13796,447461"
"48,TX,TEXAS,7093,15146,431473"
"57,FR,Foreign,6258,13096,343454"
"36,NY,NEW YORK,5979,9895,273467"
"13,GA,GEORGIA,5161,10565,282682"
"42,PA,PENNSYLVANIA,5043,9312,287163"
"11,DC,DISTRICT OF COLUMBIA,4886,6149,305750"
"45,SC,SOUTH CAROLINA,3844,7478,223201"
"47,TN,TENNESSEE,3783,7609,174868"
"54,WV,WEST VIRGINIA,2998,5997,134628"
"39,OH,OHIO,2729,5400,140750"
"34,NJ,NEW JERSEY,2571,4560,152329"
"17,IL,ILLINOIS,2511,4562,163794"
"08,CO,COLORADO,2102,4055,148071"
"53,WA,WASHINGTON,1984,4083,117256"
"25,MA,MASSACHUSETTS,1889,3051,117384"
"04,AZ,ARIZONA,1563,2957,98495"
"26,MI,MICHIGAN,1539,3144,82989"
"01,AL,ALABAMA,1470,3244,94131"
"21,KY,KENTUCKY,1352,2787,63787"
"18,IN,INDIANA,1230,2504,71462"
"29,MO,MISSOURI,1074,2194,71539"
"22,LA,LOUISIANA,1065,2151,51955"
"09,CT,CONNECTICUT,1047,2015,68622"
"15,HI,HAWAII,1015,2320,54705"
"32,NV,NEVADA,827,1569,54429"
"40,OK,OKLAHOMA,786,1715,40507"
"28,MS,MISSISSIPPI,772,1619,34369"
"27,MN,MINNESOTA,737,1429,45775"
"55,WI,WISCONSIN,719,1448,41744"
"20,KS,KANSAS,710,1662,39596"
"10,DE,DELAWARE,697,1300,44383"
"41,OR,OREGON,676,1245,37435"
"49,UT,UTAH,644,1472,46620"
"35,NM,NEW MEXICO,520,978,32734"
"05,AR,ARKANSAS,498,1039,23051"
"23,ME,MAINE,479,974,23828"
"19,IA,IOWA,464,931,22154"
"33,NH,NEW HAMPSHIRE,441,832,27487"
"02,AK,ALASKA,435,973,21399"
"44,RI,RHODE ISLAND,423,953,25559"
"16,ID,IDAHO,340,777,20346"
"31,NE,NEBRASKA,335,725,21725"
"30,MT,MONTANA,224,433,15590"
"50,VT,VERMONT,199,358,12164"
"46,SD,SOUTH DAKOTA,145,276,7847"
"56,WY,WYOMING,142,239,7044"
"38,ND,NORTH DAKOTA,101,209,5060"
