" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,23-Maine,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,ME,ME Total Mig - US & For,15836,26225,669210"
"97,ME,ME Total Mig - US,15363,25496,655563"
"98,ME,ME Total Mig - Foreign,473,729,13647"
"23,ME,ME Non-Migrants,514201,1041077,26616796"
"25,MA,MASSACHUSETTS,2094,2941,78219"
"12,FL,FLORIDA,1904,3243,112492"
"33,NH,NEW HAMPSHIRE,1855,2822,76808"
"36,NY,NEW YORK,835,1246,29013"
"06,CA,CALIFORNIA,789,1183,28896"
"51,VA,VIRGINIA,589,1142,27432"
"37,NC,NORTH CAROLINA,577,1064,22919"
"48,TX,TEXAS,552,1060,23268"
"57,FR,Foreign,473,729,13647"
"09,CT,CONNECTICUT,451,717,16878"
"42,PA,PENNSYLVANIA,412,739,18571"
"08,CO,COLORADO,342,542,17058"
"04,AZ,ARIZONA,319,555,13169"
"50,VT,VERMONT,313,441,9634"
"13,GA,GEORGIA,294,571,10813"
"53,WA,WASHINGTON,288,504,11325"
"45,SC,SOUTH CAROLINA,266,500,12100"
"24,MD,MARYLAND,255,498,13578"
"44,RI,RHODE ISLAND,213,315,6693"
"34,NJ,NEW JERSEY,209,332,16419"
"39,OH,OHIO,193,354,8488"
"17,IL,ILLINOIS,180,282,6753"
"47,TN,TENNESSEE,173,328,6049"
"41,OR,OREGON,159,231,6337"
"26,MI,MICHIGAN,151,285,6135"
"15,HI,HAWAII,119,211,4001"
"32,NV,NEVADA,115,198,4269"
"02,AK,ALASKA,114,196,4214"
"18,IN,INDIANA,114,210,3841"
"27,MN,MINNESOTA,111,193,4569"
"29,MO,MISSOURI,107,219,3818"
"21,KY,KENTUCKY,106,218,3559"
"01,AL,ALABAMA,104,194,4969"
"55,WI,WISCONSIN,100,188,4964"
"22,LA,LOUISIANA,95,160,2969"
"35,NM,NEW MEXICO,91,156,5075"
"49,UT,UTAH,91,174,2850"
"30,MT,MONTANA,73,121,2651"
"40,OK,OKLAHOMA,72,137,2166"
"11,DC,DISTRICT OF COLUMBIA,71,85,3168"
"05,AR,ARKANSAS,66,131,2620"
"19,IA,IOWA,65,139,2180"
"20,KS,KANSAS,60,114,1952"
"28,MS,MISSISSIPPI,55,118,2254"
"56,WY,WYOMING,50,95,2897"
"16,ID,IDAHO,39,72,1365"
"10,DE,DELAWARE,34,74,1987"
"54,WV,WEST VIRGINIA,34,64,2000"
"31,NE,NEBRASKA,33,76,1247"
"46,SD,SOUTH DAKOTA,18,34,536"
"38,ND,NORTH DAKOTA,13,24,394"
