" 2007- 2008 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,18-Indiana,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,IN,IN Total Mig - US & For,62389,116700,2967816"
"97,IN,IN Total Mig - US,61378,115025,2935129"
"98,IN,IN Total Mig - Foreign,1011,1675,32687"
"18,IN,IN Non-Migrants,2419663,5311303,130951550"
"17,IL,ILLINOIS,8965,16126,388705"
"12,FL,FLORIDA,5465,9572,396303"
"21,KY,KENTUCKY,5412,10004,190878"
"39,OH,OHIO,4746,8882,197337"
"26,MI,MICHIGAN,3721,7423,185137"
"48,TX,TEXAS,3510,7288,156615"
"06,CA,CALIFORNIA,3015,5221,131148"
"47,TN,TENNESSEE,2375,4546,101606"
"13,GA,GEORGIA,1823,3635,86812"
"37,NC,NORTH CAROLINA,1809,3563,86696"
"04,AZ,ARIZONA,1652,2979,83021"
"29,MO,MISSOURI,1334,2596,61787"
"51,VA,VIRGINIA,1303,2419,60371"
"36,NY,NEW YORK,1295,2187,52832"
"55,WI,WISCONSIN,1131,2268,52677"
"08,CO,COLORADO,1101,1864,48768"
"45,SC,SOUTH CAROLINA,1044,2066,56621"
"42,PA,PENNSYLVANIA,1016,1894,55649"
"57,FR,Foreign,1011,1675,32687"
"53,WA,WASHINGTON,848,1508,33685"
"01,AL,ALABAMA,752,1564,76067"
"27,MN,MINNESOTA,737,1466,38622"
"32,NV,NEVADA,602,1062,26828"
"19,IA,IOWA,590,1302,29814"
"24,MD,MARYLAND,520,909,23858"
"05,AR,ARKANSAS,505,1029,18928"
"22,LA,LOUISIANA,497,972,18787"
"40,OK,OKLAHOMA,494,999,17416"
"20,KS,KANSAS,483,987,21377"
"34,NJ,NEW JERSEY,474,893,34908"
"25,MA,MASSACHUSETTS,469,760,40323"
"28,MS,MISSISSIPPI,453,954,17754"
"41,OR,OREGON,413,706,16306"
"49,UT,UTAH,277,624,14125"
"35,NM,NEW MEXICO,270,517,14438"
"54,WV,WEST VIRGINIA,266,548,10120"
"09,CT,CONNECTICUT,246,420,13636"
"15,HI,HAWAII,236,433,8124"
"31,NE,NEBRASKA,193,440,8388"
"11,DC,DISTRICT OF COLUMBIA,186,211,7927"
"02,AK,ALASKA,176,330,6777"
"30,MT,MONTANA,136,272,5371"
"16,ID,IDAHO,131,288,5290"
"56,WY,WYOMING,122,243,5040"
"46,SD,SOUTH DAKOTA,121,229,6105"
"33,NH,NEW HAMPSHIRE,110,193,6104"
"38,ND,NORTH DAKOTA,90,158,3896"
"23,ME,MAINE,89,157,3994"
"10,DE,DELAWARE,70,122,3397"
"44,RI,RHODE ISLAND,57,104,2585"
"50,VT,VERMONT,48,92,2176"
