,State,Disaster Type,Start Year,End Year
211,FL,Flood,1990,1990.0
212,FL,Flood,1990,1990.0
213,FL,Flood,1990,1990.0
214,FL,Flood,1990,1990.0
215,FL,Flood,1990,1990.0
216,FL,Flood,1990,1990.0
217,TX,Storm,1990,1990.0
218,TX,Storm,1990,1990.0
219,TX,Storm,1990,1990.0
220,TX,Storm,1990,1990.0
221,TX,Storm,1990,1990.0
222,TX,Storm,1990,1990.0
223,TX,Storm,1990,1990.0
224,TX,Storm,1990,1990.0
225,TX,Storm,1990,1990.0
226,TX,Storm,1990,1990.0
227,TX,Storm,1990,1990.0
228,TX,Storm,1990,1990.0
229,TX,Storm,1990,1990.0
230,TX,Storm,1990,1990.0
231,TX,Storm,1990,1990.0
232,TX,Storm,1990,1990.0
233,TX,Storm,1990,1990.0
234,TX,Storm,1990,1990.0
235,TX,Storm,1990,1990.0
236,TX,Storm,1990,1990.0
237,TX,Storm,1990,1990.0
238,TX,Storm,1990,1990.0
239,TX,Storm,1990,1990.0
240,TX,Storm,1990,1990.0
241,TX,Storm,1990,1990.0
242,TX,Storm,1990,1990.0
243,TX,Storm,1990,1990.0
244,TX,Storm,1990,1990.0
245,TX,Storm,1990,1990.0
246,TX,Storm,1990,1990.0
247,TX,Storm,1990,1990.0
248,TX,Storm,1990,1990.0
249,TX,Storm,1990,1990.0
250,TX,Storm,1990,1990.0
251,TX,Storm,1990,1990.0
252,TX,Storm,1990,1990.0
253,TX,Storm,1990,1990.0
254,TX,Storm,1990,1990.0
255,TX,Storm,1990,1990.0
256,TX,Storm,1990,1990.0
257,TX,Storm,1990,1990.0
258,TX,Storm,1990,1990.0
259,TX,Storm,1990,1990.0
260,TX,Storm,1990,1990.0
261,TX,Storm,1990,1990.0
262,TX,Storm,1990,1990.0
263,TX,Storm,1990,1990.0
264,TX,Storm,1990,1990.0
265,TX,Storm,1990,1990.0
266,TX,Storm,1990,1990.0
267,TX,Storm,1990,1990.0
268,TX,Storm,1990,1990.0
269,TX,Storm,1990,1990.0
270,TX,Storm,1990,1990.0
271,TX,Storm,1990,1990.0
272,TX,Storm,1990,1990.0
273,TX,Storm,1990,1990.0
274,TX,Storm,1990,1990.0
275,TX,Storm,1990,1990.0
276,TX,Storm,1990,1990.0
277,TX,Storm,1990,1990.0
278,TX,Storm,1990,1990.0
279,TX,Storm,1990,1990.0
280,TX,Storm,1990,1990.0
281,AR,Flood,1990,1990.0
282,AR,Flood,1990,1990.0
283,AR,Flood,1990,1990.0
284,AR,Flood,1990,1990.0
285,AR,Flood,1990,1990.0
286,AR,Flood,1990,1990.0
287,AR,Flood,1990,1990.0
288,AR,Flood,1990,1990.0
289,AR,Flood,1990,1990.0
290,AR,Flood,1990,1990.0
291,AR,Flood,1990,1990.0
292,AR,Flood,1990,1990.0
293,AR,Flood,1990,1990.0
294,AR,Flood,1990,1990.0
295,AR,Flood,1990,1990.0
296,AR,Flood,1990,1990.0
297,AR,Flood,1990,1990.0
298,AR,Flood,1990,1990.0
299,AR,Flood,1990,1990.0
300,AR,Flood,1990,1990.0
301,AR,Flood,1990,1990.0
302,AR,Flood,1990,1990.0
303,AR,Flood,1990,1990.0
304,AR,Flood,1990,1990.0
305,AR,Flood,1990,1990.0
306,AR,Flood,1990,1990.0
307,AR,Flood,1990,1990.0
308,AR,Flood,1990,1990.0
309,AR,Flood,1990,1990.0
310,AR,Flood,1990,1990.0
311,AR,Flood,1990,1990.0
312,AR,Flood,1990,1990.0
313,AR,Flood,1990,1990.0
314,AR,Flood,1990,1990.0
315,AR,Flood,1990,1990.0
316,AR,Flood,1990,1990.0
317,AR,Flood,1990,1990.0
318,HI,Volcano,1983,1997.0
319,OK,Storm,1990,1990.0
320,OK,Storm,1990,1990.0
321,OK,Storm,1990,1990.0
322,OK,Storm,1990,1990.0
323,OK,Storm,1990,1990.0
324,OK,Storm,1990,1990.0
325,OK,Storm,1990,1990.0
326,OK,Storm,1990,1990.0
327,OK,Storm,1990,1990.0
328,OK,Storm,1990,1990.0
329,OK,Storm,1990,1990.0
330,OK,Storm,1990,1990.0
331,OK,Storm,1990,1990.0
332,OK,Storm,1990,1990.0
333,OK,Storm,1990,1990.0
334,OK,Storm,1990,1990.0
335,OK,Storm,1990,1990.0
336,OK,Storm,1990,1990.0
337,OK,Storm,1990,1990.0
338,OK,Storm,1990,1990.0
339,OK,Storm,1990,1990.0
340,OK,Storm,1990,1990.0
341,OK,Storm,1990,1990.0
342,OK,Storm,1990,1990.0
343,OK,Storm,1990,1990.0
344,OK,Storm,1990,1990.0
345,OK,Storm,1990,1990.0
346,OK,Storm,1990,1990.0
347,OK,Storm,1990,1990.0
348,OK,Storm,1990,1990.0
349,OK,Storm,1990,1990.0
350,OK,Storm,1990,1990.0
351,OK,Storm,1990,1990.0
352,OK,Storm,1990,1990.0
353,OK,Storm,1990,1990.0
354,OK,Storm,1990,1990.0
355,OK,Storm,1990,1990.0
356,OK,Storm,1990,1990.0
357,OK,Storm,1990,1990.0
358,MO,Flood,1990,1990.0
359,MO,Flood,1990,1990.0
360,MO,Flood,1990,1990.0
361,MO,Flood,1990,1990.0
362,MO,Flood,1990,1990.0
363,MO,Flood,1990,1990.0
364,MO,Flood,1990,1990.0
365,MO,Flood,1990,1990.0
366,MO,Flood,1990,1990.0
367,MO,Flood,1990,1990.0
368,IA,Flood,1990,1990.0
369,IA,Flood,1990,1990.0
370,IA,Flood,1990,1990.0
371,IA,Flood,1990,1990.0
372,IA,Flood,1990,1990.0
373,IA,Flood,1990,1990.0
374,IA,Flood,1990,1990.0
375,IA,Flood,1990,1990.0
376,IA,Flood,1990,1990.0
377,IA,Flood,1990,1990.0
378,IA,Flood,1990,1990.0
379,IA,Flood,1990,1990.0
380,IA,Flood,1990,1990.0
381,IA,Flood,1990,1990.0
382,IA,Flood,1990,1990.0
383,IA,Flood,1990,1990.0
384,IA,Flood,1990,1990.0
385,IA,Flood,1990,1990.0
386,IA,Flood,1990,1990.0
387,IA,Flood,1990,1990.0
388,IA,Flood,1990,1990.0
389,IA,Flood,1990,1990.0
390,IA,Flood,1990,1990.0
391,IA,Flood,1990,1990.0
392,IA,Flood,1990,1990.0
393,IA,Flood,1990,1990.0
394,IA,Flood,1990,1990.0
395,IA,Flood,1990,1990.0
396,IA,Flood,1990,1990.0
397,IA,Flood,1990,1990.0
398,IA,Flood,1990,1990.0
399,IA,Flood,1990,1990.0
400,IA,Flood,1990,1990.0
401,IA,Flood,1990,1990.0
402,IA,Flood,1990,1990.0
403,IA,Flood,1990,1990.0
404,IA,Flood,1990,1990.0
405,IA,Flood,1990,1990.0
406,IA,Flood,1990,1990.0
407,IN,Storm,1990,1990.0
408,IN,Storm,1990,1990.0
409,IN,Storm,1990,1990.0
410,IN,Storm,1990,1990.0
411,IN,Storm,1990,1990.0
412,IN,Storm,1990,1990.0
413,IN,Storm,1990,1990.0
414,IN,Storm,1990,1990.0
415,IN,Storm,1990,1990.0
416,IN,Storm,1990,1990.0
417,IN,Storm,1990,1990.0
418,IN,Storm,1990,1990.0
419,IN,Storm,1990,1990.0
420,IN,Storm,1990,1990.0
421,IN,Storm,1990,1990.0
422,IN,Storm,1990,1990.0
423,IN,Storm,1990,1990.0
424,IN,Storm,1990,1990.0
425,IN,Storm,1990,1990.0
426,IN,Storm,1990,1990.0
427,IN,Storm,1990,1990.0
428,IN,Storm,1990,1990.0
429,IN,Storm,1990,1990.0
430,IN,Storm,1990,1990.0
431,IN,Storm,1990,1990.0
432,IN,Storm,1990,1990.0
433,IN,Storm,1990,1990.0
434,IN,Storm,1990,1990.0
435,IN,Storm,1990,1990.0
436,IN,Storm,1990,1990.0
437,OH,Storm,1990,1990.0
438,OH,Storm,1990,1990.0
439,OH,Storm,1990,1990.0
440,OH,Storm,1990,1990.0
441,OH,Storm,1990,1990.0
442,OH,Storm,1990,1990.0
443,OH,Storm,1990,1990.0
444,OH,Storm,1990,1990.0
445,OH,Storm,1990,1990.0
446,OH,Storm,1990,1990.0
447,OH,Storm,1990,1990.0
448,OH,Storm,1990,1990.0
449,OH,Storm,1990,1990.0
450,OH,Storm,1990,1990.0
451,OH,Storm,1990,1990.0
452,OH,Storm,1990,1990.0
453,OH,Storm,1990,1990.0
454,OH,Storm,1990,1990.0
455,OH,Storm,1990,1990.0
456,OH,Storm,1990,1990.0
457,OH,Storm,1990,1990.0
458,OH,Storm,1990,1990.0
459,OH,Storm,1990,1990.0
460,OH,Storm,1990,1990.0
461,OH,Storm,1990,1990.0
462,IL,Storm,1990,1990.0
463,IL,Storm,1990,1990.0
464,IL,Storm,1990,1990.0
465,IL,Storm,1990,1990.0
466,IL,Storm,1990,1990.0
467,IL,Storm,1990,1990.0
468,IL,Storm,1990,1990.0
469,IL,Storm,1990,1990.0
470,IL,Storm,1990,1990.0
471,IL,Storm,1990,1990.0
472,IL,Storm,1990,1990.0
473,IL,Storm,1990,1990.0
474,IL,Storm,1990,1990.0
475,IL,Storm,1990,1990.0
476,IL,Storm,1990,1990.0
477,IL,Storm,1990,1990.0
478,CA,Fire,1990,1990.0
479,CA,Fire,1990,1990.0
480,CA,Fire,1990,1990.0
481,CA,Fire,1990,1990.0
482,NE,Storm,1990,1990.0
483,NE,Storm,1990,1990.0
484,NE,Storm,1990,1990.0
485,NE,Storm,1990,1990.0
486,NE,Storm,1990,1990.0
487,NE,Storm,1990,1990.0
488,NE,Storm,1990,1990.0
489,NE,Storm,1990,1990.0
490,NE,Storm,1990,1990.0
491,NE,Storm,1990,1990.0
492,NE,Storm,1990,1990.0
493,NE,Storm,1990,1990.0
494,NE,Storm,1990,1990.0
495,NE,Storm,1990,1990.0
496,NE,Storm,1990,1990.0
497,NE,Storm,1990,1990.0
498,NE,Storm,1990,1990.0
499,NE,Storm,1990,1990.0
500,NE,Storm,1990,1990.0
501,NE,Storm,1990,1990.0
502,NE,Storm,1990,1990.0
503,NE,Storm,1990,1990.0
504,NE,Storm,1990,1990.0
505,WI,Storm,1990,1990.0
506,WI,Storm,1990,1990.0
507,WI,Storm,1990,1990.0
508,WI,Storm,1990,1990.0
509,WI,Storm,1990,1990.0
510,WI,Storm,1990,1990.0
511,WI,Storm,1990,1990.0
512,WI,Storm,1990,1990.0
513,WI,Storm,1990,1990.0
514,WI,Storm,1990,1990.0
515,WI,Storm,1990,1990.0
516,WI,Storm,1990,1990.0
517,WI,Storm,1990,1990.0
518,WI,Storm,1990,1990.0
519,WI,Storm,1990,1990.0
520,WI,Storm,1990,1990.0
521,WI,Storm,1990,1990.0
522,VT,Flood,1990,1990.0
523,VT,Flood,1990,1990.0
524,VT,Flood,1990,1990.0
525,VT,Flood,1990,1990.0
526,VT,Flood,1990,1990.0
527,NH,Flood,1990,1990.0
528,NH,Flood,1990,1990.0
529,NH,Flood,1990,1990.0
530,NH,Flood,1990,1990.0
531,NH,Flood,1990,1990.0
532,NH,Flood,1990,1990.0
533,NH,Flood,1990,1990.0
534,NH,Flood,1990,1990.0
535,IL,Tornado,1990,1990.0
536,IL,Tornado,1990,1990.0
537,IL,Tornado,1990,1990.0
538,WI,Flood,1990,1990.0
539,IA,Flood,1990,1990.0
540,IA,Flood,1990,1990.0
541,IA,Flood,1990,1990.0
542,IA,Flood,1990,1990.0
543,IA,Flood,1990,1990.0
544,IA,Flood,1990,1990.0
545,IA,Flood,1990,1990.0
546,IA,Flood,1990,1990.0
547,IA,Flood,1990,1990.0
548,IA,Flood,1990,1990.0
549,IA,Flood,1990,1990.0
550,IA,Flood,1990,1990.0
551,IA,Flood,1990,1990.0
552,IA,Flood,1990,1990.0
553,IA,Flood,1990,1990.0
554,IA,Flood,1990,1990.0
555,IA,Flood,1990,1990.0
556,GA,Flood,1990,1990.0
557,GA,Flood,1990,1990.0
558,GA,Flood,1990,1990.0
559,GA,Flood,1990,1990.0
560,GA,Flood,1990,1990.0
561,GA,Flood,1990,1990.0
562,GA,Flood,1990,1990.0
563,GA,Flood,1990,1990.0
564,GA,Flood,1990,1990.0
565,SC,Flood,1990,1990.0
566,SC,Flood,1990,1990.0
567,SC,Flood,1990,1990.0
568,SC,Flood,1990,1990.0
569,SC,Flood,1990,1990.0
570,SC,Flood,1990,1990.0
571,SC,Flood,1990,1990.0
572,SC,Flood,1990,1990.0
573,SC,Flood,1990,1990.0
574,SC,Flood,1990,1990.0
575,SC,Flood,1990,1990.0
576,SC,Flood,1990,1990.0
577,SC,Flood,1990,1990.0
578,WA,Flood,1990,1990.0
579,WA,Flood,1990,1990.0
580,WA,Flood,1990,1990.0
581,WA,Flood,1990,1990.0
582,WA,Flood,1990,1990.0
583,WA,Flood,1990,1990.0
584,WA,Flood,1990,1990.0
585,WA,Flood,1990,1990.0
586,WA,Flood,1990,1990.0
587,WA,Flood,1990,1990.0
588,WA,Flood,1990,1990.0
589,WA,Flood,1990,1990.0
590,WA,Flood,1990,1990.0
591,WA,Flood,1990,1990.0
592,WA,Flood,1990,1990.0
593,WA,Flood,1990,1990.0
594,WA,Flood,1990,1990.0
595,WA,Flood,1990,1990.0
596,WA,Flood,1990,1990.0
597,PW,Typhoon,1990,1990.0
598,AZ,Flood,1990,1990.0
599,AZ,Flood,1990,1990.0
600,AZ,Flood,1990,1990.0
601,AZ,Flood,1990,1990.0
602,AZ,Flood,1990,1990.0
603,AZ,Flood,1990,1990.0
604,AZ,Flood,1990,1990.0
605,AZ,Flood,1990,1990.0
606,IN,Flood,1990,1990.0
607,FM,Typhoon,1990,1990.0
608,FM,Typhoon,1990,1990.0
609,GU,Typhoon,1990,1990.0
610,MS,Storm,1990,1991.0
611,MS,Storm,1990,1991.0
612,MS,Storm,1990,1991.0
613,MS,Storm,1990,1991.0
614,MS,Storm,1990,1991.0
615,MS,Storm,1990,1991.0
616,MS,Storm,1990,1991.0
617,MS,Storm,1990,1991.0
618,MS,Storm,1990,1991.0
619,MS,Storm,1990,1991.0
620,MS,Storm,1990,1991.0
621,MS,Storm,1990,1991.0
622,TN,Flood,1990,1991.0
623,TN,Flood,1990,1991.0
624,TN,Flood,1990,1991.0
625,TN,Flood,1990,1991.0
626,TN,Flood,1990,1991.0
627,TN,Flood,1990,1991.0
628,TN,Flood,1990,1991.0
629,TN,Flood,1990,1991.0
630,TN,Flood,1990,1991.0
631,TN,Flood,1990,1991.0
632,TN,Flood,1990,1991.0
633,TN,Flood,1990,1991.0
634,TN,Flood,1990,1991.0
635,TN,Flood,1990,1991.0
636,TN,Flood,1990,1991.0
637,TN,Flood,1990,1991.0
638,TN,Flood,1990,1991.0
639,TN,Flood,1990,1991.0
640,TN,Flood,1990,1991.0
641,TN,Flood,1990,1991.0
642,TN,Flood,1990,1991.0
643,TN,Flood,1990,1991.0
644,AL,Flood,1990,1991.0
645,AL,Flood,1990,1991.0
646,AL,Flood,1990,1991.0
647,AL,Flood,1990,1991.0
648,AL,Flood,1990,1991.0
649,AL,Flood,1990,1991.0
650,AL,Flood,1990,1991.0
651,AL,Flood,1990,1991.0
652,AL,Flood,1990,1991.0
653,AL,Flood,1990,1991.0
654,AL,Flood,1990,1991.0
655,AL,Flood,1990,1991.0
656,IN,Flood,1990,1991.0
657,IN,Flood,1990,1991.0
658,IN,Flood,1990,1991.0
659,IN,Flood,1990,1991.0
660,IN,Flood,1990,1991.0
661,IN,Flood,1990,1991.0
662,IN,Flood,1990,1991.0
663,IN,Flood,1990,1991.0
664,IN,Flood,1990,1991.0
665,IN,Flood,1990,1991.0
666,IN,Flood,1990,1991.0
667,IN,Flood,1990,1991.0
668,IN,Flood,1990,1991.0
669,IN,Flood,1990,1991.0
670,IN,Flood,1990,1991.0
671,IN,Flood,1990,1991.0
672,IN,Flood,1990,1991.0
673,IN,Flood,1990,1991.0
674,IN,Flood,1990,1991.0
675,IN,Flood,1990,1991.0
676,IN,Flood,1990,1991.0
677,IN,Flood,1990,1991.0
678,IN,Flood,1990,1991.0
679,IN,Flood,1990,1991.0
680,IN,Flood,1990,1991.0
681,IN,Flood,1990,1991.0
682,IN,Flood,1990,1991.0
683,IN,Flood,1990,1991.0
684,IN,Flood,1990,1991.0
685,IN,Flood,1990,1991.0
686,IN,Flood,1990,1991.0
687,IN,Flood,1990,1991.0
688,IN,Flood,1990,1991.0
689,IN,Flood,1990,1991.0
690,IN,Flood,1990,1991.0
691,IN,Flood,1990,1991.0
692,IN,Flood,1990,1991.0
693,IN,Flood,1990,1991.0
694,IN,Flood,1990,1991.0
695,IN,Flood,1990,1991.0
696,IN,Flood,1990,1991.0
697,IN,Flood,1990,1991.0
698,IN,Flood,1990,1991.0
699,IN,Flood,1990,1991.0
700,IN,Flood,1990,1991.0
701,IN,Flood,1990,1991.0
702,IN,Flood,1990,1991.0
703,IN,Flood,1990,1991.0
704,IN,Flood,1990,1991.0
705,IN,Flood,1990,1991.0
706,IN,Flood,1990,1991.0
707,IN,Flood,1990,1991.0
708,IN,Flood,1990,1991.0
709,IN,Flood,1990,1991.0
710,IN,Flood,1990,1991.0
711,IN,Flood,1990,1991.0
712,IN,Flood,1990,1991.0
713,IN,Flood,1990,1991.0
714,IN,Flood,1990,1991.0
715,IN,Flood,1990,1991.0
716,IN,Flood,1990,1991.0
717,IN,Flood,1990,1991.0
718,IN,Flood,1990,1991.0
719,IN,Flood,1990,1991.0
720,IN,Flood,1990,1991.0
721,IN,Flood,1990,1991.0
722,IN,Flood,1990,1991.0
723,IN,Flood,1990,1991.0
724,IN,Flood,1990,1991.0
725,IN,Flood,1990,1991.0
726,IN,Flood,1990,1991.0
727,IN,Flood,1990,1991.0
728,IN,Flood,1990,1991.0
729,FM,Typhoon,1990,1990.0
730,KY,Flood,1990,1991.0
731,KY,Flood,1990,1991.0
732,KY,Flood,1990,1991.0
733,KY,Flood,1990,1991.0
734,KY,Flood,1990,1991.0
735,KY,Flood,1990,1991.0
736,KY,Flood,1990,1991.0
737,KY,Flood,1990,1991.0
738,KY,Flood,1990,1991.0
739,KY,Flood,1990,1991.0
740,KY,Flood,1990,1991.0
741,KY,Flood,1990,1991.0
742,KY,Flood,1990,1991.0
743,KY,Flood,1990,1991.0
744,KY,Flood,1990,1991.0
745,KY,Flood,1990,1991.0
746,KY,Flood,1990,1991.0
747,KY,Flood,1990,1991.0
748,KY,Flood,1990,1991.0
749,CA,Winter,1990,1991.0
750,CA,Winter,1990,1991.0
751,CA,Winter,1990,1991.0
752,CA,Winter,1990,1991.0
753,CA,Winter,1990,1991.0
754,CA,Winter,1990,1991.0
755,CA,Winter,1990,1991.0
756,CA,Winter,1990,1991.0
757,CA,Winter,1990,1991.0
758,CA,Winter,1990,1991.0
759,CA,Winter,1990,1991.0
760,CA,Winter,1990,1991.0
761,CA,Winter,1990,1991.0
762,CA,Winter,1990,1991.0
763,CA,Winter,1990,1991.0
764,CA,Winter,1990,1991.0
765,CA,Winter,1990,1991.0
766,CA,Winter,1990,1991.0
767,CA,Winter,1990,1991.0
768,CA,Winter,1990,1991.0
769,CA,Winter,1990,1991.0
770,CA,Winter,1990,1991.0
771,CA,Winter,1990,1991.0
772,CA,Winter,1990,1991.0
773,CA,Winter,1990,1991.0
774,CA,Winter,1990,1991.0
775,CA,Winter,1990,1991.0
776,CA,Winter,1990,1991.0
777,CA,Winter,1990,1991.0
778,CA,Winter,1990,1991.0
779,CA,Winter,1990,1991.0
780,CA,Winter,1990,1991.0
781,CA,Winter,1990,1991.0
782,MS,Flood,1991,1991.0
783,MS,Flood,1991,1991.0
784,MS,Flood,1991,1991.0
785,MS,Flood,1991,1991.0
786,MS,Flood,1991,1991.0
787,MS,Flood,1991,1991.0
788,MS,Flood,1991,1991.0
789,MS,Flood,1991,1991.0
790,MS,Flood,1991,1991.0
791,MS,Flood,1991,1991.0
792,MS,Flood,1991,1991.0
793,MS,Flood,1991,1991.0
794,MS,Flood,1991,1991.0
795,MS,Flood,1991,1991.0
796,MS,Flood,1991,1991.0
797,MS,Flood,1991,1991.0
798,MS,Flood,1991,1991.0
799,MS,Flood,1991,1991.0
800,WA,Flood,1990,1990.0
801,WA,Flood,1990,1990.0
802,WA,Flood,1990,1990.0
803,WA,Flood,1990,1990.0
804,WA,Flood,1990,1990.0
805,WA,Flood,1990,1990.0
806,WA,Flood,1990,1990.0
807,WA,Flood,1990,1990.0
808,WA,Flood,1990,1990.0
809,WA,Flood,1990,1990.0
810,GA,Flood,1991,1991.0
811,GA,Flood,1991,1991.0
812,GA,Flood,1991,1991.0
813,GA,Flood,1991,1991.0
814,GA,Flood,1991,1991.0
815,GA,Flood,1991,1991.0
816,GA,Flood,1991,1991.0
817,GA,Flood,1991,1991.0
