" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,56-Wyoming,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,WY,WY Total Mig - US & For,14108,27342,700713"
"97,WY,WY Total Mig - US,13740,26729,688535"
"98,WY,WY Total Mig - Foreign,368,613,12178"
"56,WY,WY Non-Migrants,197498,418455,13419426"
"08,CO,COLORADO,1768,3299,76319"
"06,CA,CALIFORNIA,914,1812,43621"
"30,MT,MONTANA,872,1590,36609"
"49,UT,UTAH,870,2010,39114"
"48,TX,TEXAS,717,1428,33699"
"26,MI,MICHIGAN,697,1300,22279"
"46,SD,SOUTH DAKOTA,653,1265,26513"
"31,NE,NEBRASKA,550,1060,30025"
"16,ID,IDAHO,513,1157,22434"
"04,AZ,ARIZONA,494,975,21148"
"53,WA,WASHINGTON,419,825,18218"
"12,FL,FLORIDA,375,664,18752"
"57,FR,Foreign,368,613,12178"
"32,NV,NEVADA,344,719,17452"
"41,OR,OREGON,318,620,11041"
"27,MN,MINNESOTA,253,438,9633"
"29,MO,MISSOURI,216,480,7230"
"17,IL,ILLINOIS,215,374,26894"
"55,WI,WISCONSIN,209,366,23524"
"20,KS,KANSAS,205,398,8717"
"39,OH,OHIO,205,419,7843"
"35,NM,NEW MEXICO,199,442,9401"
"40,OK,OKLAHOMA,198,402,17266"
"42,PA,PENNSYLVANIA,197,332,13097"
"37,NC,NORTH CAROLINA,159,289,6756"
"38,ND,NORTH DAKOTA,155,304,7355"
"36,NY,NEW YORK,154,234,12270"
"13,GA,GEORGIA,153,312,8789"
"02,AK,ALASKA,144,340,7665"
"19,IA,IOWA,144,262,6016"
"51,VA,VIRGINIA,142,239,7044"
"18,IN,INDIANA,122,243,5040"
"47,TN,TENNESSEE,116,222,6272"
"22,LA,LOUISIANA,101,214,4974"
"21,KY,KENTUCKY,93,171,2914"
"25,MA,MASSACHUSETTS,91,122,3341"
"05,AR,ARKANSAS,84,195,3543"
"24,MD,MARYLAND,75,130,3838"
"01,AL,ALABAMA,72,122,2753"
"45,SC,SOUTH CAROLINA,72,131,2422"
"15,HI,HAWAII,71,115,3431"
"28,MS,MISSISSIPPI,68,145,3162"
"34,NJ,NEW JERSEY,64,122,6823"
"09,CT,CONNECTICUT,52,79,33613"
"23,ME,MAINE,50,95,2897"
"33,NH,NEW HAMPSHIRE,47,76,1339"
"50,VT,VERMONT,46,65,1893"
"54,WV,WEST VIRGINIA,31,76,1658"
"11,DC,DISTRICT OF COLUMBIA,19,28,1519"
"10,DE,DELAWARE,9,15,242"
"44,RI,RHODE ISLAND,5,8,136"
