" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,15-Hawaii,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,HI,HI Total Mig - US & For,26452,48734,1173903"
"97,HI,HI Total Mig - US,23630,43865,1082942"
"98,HI,HI Total Mig - Foreign,2822,4869,90961"
"15,HI,HI Non-Migrants,495681,1002939,27232139"
"06,CA,CALIFORNIA,5398,9357,330204"
"57,FR,Foreign,2822,4869,90961"
"53,WA,WASHINGTON,1638,3103,77857"
"48,TX,TEXAS,1582,3225,56469"
"12,FL,FLORIDA,1218,2222,45854"
"51,VA,VIRGINIA,1015,2320,54705"
"32,NV,NEVADA,821,1517,33744"
"36,NY,NEW YORK,772,1194,41185"
"04,AZ,ARIZONA,744,1405,36539"
"41,OR,OREGON,732,1217,25016"
"08,CO,COLORADO,679,1215,31770"
"37,NC,NORTH CAROLINA,643,1404,24182"
"17,IL,ILLINOIS,553,989,22613"
"13,GA,GEORGIA,511,1108,19369"
"24,MD,MARYLAND,453,867,22256"
"26,MI,MICHIGAN,437,714,12271"
"42,PA,PENNSYLVANIA,425,640,15006"
"39,OH,OHIO,411,673,14077"
"49,UT,UTAH,366,770,15345"
"45,SC,SOUTH CAROLINA,343,676,12919"
"02,AK,ALASKA,316,684,13353"
"25,MA,MASSACHUSETTS,297,427,11833"
"29,MO,MISSOURI,291,613,10959"
"34,NJ,NEW JERSEY,286,455,12014"
"47,TN,TENNESSEE,246,520,9406"
"55,WI,WISCONSIN,244,399,10261"
"40,OK,OKLAHOMA,241,572,7700"
"01,AL,ALABAMA,240,532,9574"
"18,IN,INDIANA,236,433,8124"
"27,MN,MINNESOTA,231,355,10869"
"09,CT,CONNECTICUT,200,322,9254"
"20,KS,KANSAS,197,470,7685"
"21,KY,KENTUCKY,185,415,5441"
"35,NM,NEW MEXICO,183,306,8503"
"22,LA,LOUISIANA,180,377,7262"
"16,ID,IDAHO,175,318,5842"
"23,ME,MAINE,119,211,4001"
"19,IA,IOWA,116,188,3800"
"05,AR,ARKANSAS,111,234,3445"
"30,MT,MONTANA,109,178,4209"
"31,NE,NEBRASKA,104,193,4240"
"44,RI,RHODE ISLAND,95,204,4968"
"28,MS,MISSISSIPPI,85,176,2516"
"33,NH,NEW HAMPSHIRE,85,127,3141"
"10,DE,DELAWARE,59,95,1768"
"11,DC,DISTRICT OF COLUMBIA,58,97,3926"
"56,WY,WYOMING,44,74,1811"
"50,VT,VERMONT,43,60,1197"
"54,WV,WEST VIRGINIA,42,75,1402"
"46,SD,SOUTH DAKOTA,41,76,1708"
"38,ND,NORTH DAKOTA,30,63,1349"
