" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,13-Georgia,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,GA,GA Total Mig - US & For,147734,280520,6082726"
"97,GA,GA Total Mig - US,127210,255728,5826448"
"98,GA,GA Total Mig - Foreign,20524,24792,256278"
"13,GA,GA Non-Migrants,3141948,7071562,178282560"
"12,FL,FLORIDA,26014,51894,1104322"
"57,FR,Foreign,20524,24792,256278"
"36,NY,NEW YORK,8636,17628,362482"
"01,AL,ALABAMA,7426,14694,293799"
"37,NC,NORTH CAROLINA,7176,14229,317276"
"47,TN,TENNESSEE,6483,12624,273256"
"06,CA,CALIFORNIA,6482,13332,322087"
"45,SC,SOUTH CAROLINA,6304,12266,253146"
"48,TX,TEXAS,6181,13070,340936"
"51,VA,VIRGINIA,5161,10565,282682"
"39,OH,OHIO,3916,7530,183788"
"26,MI,MICHIGAN,3756,7475,151807"
"34,NJ,NEW JERSEY,3563,7466,185820"
"17,IL,ILLINOIS,3456,6855,197482"
"42,PA,PENNSYLVANIA,3182,6294,165841"
"24,MD,MARYLAND,3014,6109,159569"
"22,LA,LOUISIANA,2032,4107,78023"
"18,IN,INDIANA,1823,3635,86812"
"28,MS,MISSISSIPPI,1790,3616,58690"
"25,MA,MASSACHUSETTS,1698,3305,88112"
"21,KY,KENTUCKY,1593,3388,74101"
"29,MO,MISSOURI,1504,3030,71731"
"53,WA,WASHINGTON,1374,2987,66170"
"04,AZ,ARIZONA,1282,2604,63319"
"08,CO,COLORADO,1254,2528,60488"
"09,CT,CONNECTICUT,1220,2503,81704"
"55,WI,WISCONSIN,1061,2030,50413"
"40,OK,OKLAHOMA,859,1853,36015"
"27,MN,MINNESOTA,837,1605,46216"
"05,AR,ARKANSAS,761,1600,34777"
"20,KS,KANSAS,744,1663,39765"
"32,NV,NEVADA,702,1357,32726"
"15,HI,HAWAII,540,1247,22419"
"02,AK,ALASKA,503,1206,18854"
"19,IA,IOWA,449,818,19687"
"41,OR,OREGON,431,869,22343"
"11,DC,DISTRICT OF COLUMBIA,428,627,23411"
"35,NM,NEW MEXICO,422,806,17136"
"54,WV,WEST VIRGINIA,401,715,14780"
"49,UT,UTAH,378,865,20314"
"10,DE,DELAWARE,348,681,16231"
"44,RI,RHODE ISLAND,344,727,16021"
"31,NE,NEBRASKA,321,671,16323"
"23,ME,MAINE,294,571,10813"
"33,NH,NEW HAMPSHIRE,289,557,14148"
"16,ID,IDAHO,170,378,6183"
"50,VT,VERMONT,161,257,6527"
"30,MT,MONTANA,130,255,4017"
"56,WY,WYOMING,120,230,4581"
"46,SD,SOUTH DAKOTA,99,207,5432"
"38,ND,NORTH DAKOTA,98,199,3873"
