" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,11-DistrictofColumbia,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,DC,DC Total Mig - US & For,27102,35808,1375829"
"97,DC,DC Total Mig - US,25470,33803,1330180"
"98,DC,DC Total Mig - Foreign,1632,2005,45649"
"11,DC,DC Non-Migrants,208523,349940,15294284"
"24,MD,MARYLAND,7580,12114,357955"
"51,VA,VIRGINIA,4886,6149,305750"
"57,FR,Foreign,1632,2005,45649"
"36,NY,NEW YORK,1595,1892,104213"
"06,CA,CALIFORNIA,1385,1658,82609"
"42,PA,PENNSYLVANIA,935,1072,44742"
"25,MA,MASSACHUSETTS,812,914,43314"
"12,FL,FLORIDA,738,896,35539"
"37,NC,NORTH CAROLINA,670,849,29476"
"48,TX,TEXAS,622,773,36215"
"17,IL,ILLINOIS,599,702,32148"
"34,NJ,NEW JERSEY,562,643,29060"
"39,OH,OHIO,448,511,17656"
"13,GA,GEORGIA,429,562,22687"
"26,MI,MICHIGAN,366,426,16560"
"09,CT,CONNECTICUT,312,352,15896"
"53,WA,WASHINGTON,252,301,11864"
"08,CO,COLORADO,235,274,13655"
"27,MN,MINNESOTA,215,237,8637"
"45,SC,SOUTH CAROLINA,204,281,7717"
"29,MO,MISSOURI,197,228,7374"
"47,TN,TENNESSEE,190,235,9109"
"18,IN,INDIANA,186,211,7927"
"55,WI,WISCONSIN,176,204,6906"
"04,AZ,ARIZONA,166,204,7294"
"22,LA,LOUISIANA,127,162,6184"
"41,OR,OREGON,125,141,4402"
"21,KY,KENTUCKY,100,123,5573"
"01,AL,ALABAMA,98,122,3751"
"44,RI,RHODE ISLAND,97,105,4062"
"33,NH,NEW HAMPSHIRE,89,100,4077"
"10,DE,DELAWARE,85,116,3981"
"19,IA,IOWA,84,98,4118"
"50,VT,VERMONT,82,97,3136"
"54,WV,WEST VIRGINIA,82,105,3617"
"20,KS,KANSAS,74,91,2423"
"23,ME,MAINE,71,85,3168"
"35,NM,NEW MEXICO,66,92,3829"
"32,NV,NEVADA,62,77,2528"
"40,OK,OKLAHOMA,58,80,3473"
"49,UT,UTAH,58,82,2969"
"15,HI,HAWAII,55,80,2943"
"28,MS,MISSISSIPPI,54,68,2326"
"31,NE,NEBRASKA,52,59,1785"
"05,AR,ARKANSAS,50,59,1747"
"30,MT,MONTANA,41,48,1265"
"16,ID,IDAHO,30,32,1193"
"02,AK,ALASKA,27,40,1503"
"46,SD,SOUTH DAKOTA,19,23,602"
"56,WY,WYOMING,17,21,1001"
"38,ND,NORTH DAKOTA,7,9,220"
