" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,37-NorthCarolina,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,NC,NC Total Mig - US & For,144936,285159,7128987"
"97,NC,NC Total Mig - US,139205,274996,6961700"
"98,NC,NC Total Mig - Foreign,5731,10163,167287"
"37,NC,NC Non-Migrants,3175506,7017341,175121985"
"12,FL,FLORIDA,17252,33934,789244"
"51,VA,VIRGINIA,13859,27494,706424"
"36,NY,NEW YORK,12935,25636,610061"
"45,SC,SOUTH CAROLINA,10277,19274,433082"
"13,GA,GEORGIA,7480,15024,358324"
"06,CA,CALIFORNIA,6817,14291,392515"
"42,PA,PENNSYLVANIA,6162,11416,315030"
"34,NJ,NEW JERSEY,5874,12409,344015"
"57,FR,Foreign,5731,10163,167287"
"48,TX,TEXAS,5531,11682,273902"
"39,OH,OHIO,5503,10016,286639"
"24,MD,MARYLAND,5382,10741,289473"
"26,MI,MICHIGAN,4016,7805,194791"
"47,TN,TENNESSEE,3536,6714,158682"
"25,MA,MASSACHUSETTS,3106,6203,211995"
"17,IL,ILLINOIS,2695,5095,181585"
"09,CT,CONNECTICUT,2026,3986,150709"
"18,IN,INDIANA,1809,3563,86696"
"04,AZ,ARIZONA,1729,3502,83600"
"01,AL,ALABAMA,1638,3393,77300"
"54,WV,WEST VIRGINIA,1520,2813,56098"
"21,KY,KENTUCKY,1498,3081,66334"
"08,CO,COLORADO,1481,2912,74088"
"53,WA,WASHINGTON,1356,2773,57462"
"29,MO,MISSOURI,1278,2504,60461"
"55,WI,WISCONSIN,1122,2061,57326"
"22,LA,LOUISIANA,1115,2242,49811"
"27,MN,MINNESOTA,880,1732,61145"
"33,NH,NEW HAMPSHIRE,813,1631,54751"
"28,MS,MISSISSIPPI,790,1612,30380"
"32,NV,NEVADA,736,1469,35258"
"20,KS,KANSAS,732,1548,39096"
"40,OK,OKLAHOMA,731,1584,29765"
"15,HI,HAWAII,618,1397,26561"
"11,DC,DISTRICT OF COLUMBIA,614,977,30459"
"05,AR,ARKANSAS,596,1249,28213"
"10,DE,DELAWARE,580,1126,33498"
"23,ME,MAINE,577,1064,22919"
"44,RI,RHODE ISLAND,569,1205,25583"
"19,IA,IOWA,568,1044,30830"
"41,OR,OREGON,561,1028,21627"
"49,UT,UTAH,458,1077,21620"
"35,NM,NEW MEXICO,450,866,21105"
"50,VT,VERMONT,444,797,18392"
"02,AK,ALASKA,373,845,15623"
"31,NE,NEBRASKA,324,645,15642"
"16,ID,IDAHO,215,477,10054"
"30,MT,MONTANA,182,314,6920"
"56,WY,WYOMING,156,277,5881"
"46,SD,SOUTH DAKOTA,130,254,6091"
"38,ND,NORTH DAKOTA,111,214,4640"
