" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,09-Connecticut,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,CT,CT Total Mig - US & For,38072,66078,2838352"
"97,CT,CT Total Mig - US,35489,62445,2729731"
"98,CT,CT Total Mig - Foreign,2583,3633,108621"
"09,CT,CT Non-Migrants,1345270,2781620,112353473"
"36,NY,NEW YORK,9259,16662,892124"
"25,MA,MASSACHUSETTS,4291,6635,260403"
"12,FL,FLORIDA,3158,5525,160245"
"57,FR,Foreign,2583,3633,108621"
"34,NJ,NEW JERSEY,1819,3200,172294"
"06,CA,CALIFORNIA,1753,3039,154590"
"42,PA,PENNSYLVANIA,1280,2163,77428"
"44,RI,RHODE ISLAND,1269,2154,66087"
"51,VA,VIRGINIA,1047,2015,68622"
"26,MI,MICHIGAN,958,2204,144763"
"37,NC,NORTH CAROLINA,893,1619,43155"
"48,TX,TEXAS,824,1537,70611"
"17,IL,ILLINOIS,774,1401,105299"
"13,GA,GEORGIA,757,1506,51294"
"24,MD,MARYLAND,640,1150,53012"
"33,NH,NEW HAMPSHIRE,616,943,30031"
"39,OH,OHIO,553,994,48945"
"23,ME,MAINE,451,717,16878"
"45,SC,SOUTH CAROLINA,419,753,15659"
"53,WA,WASHINGTON,392,740,31851"
"50,VT,VERMONT,371,559,17176"
"04,AZ,ARIZONA,354,623,18913"
"08,CO,COLORADO,352,635,23101"
"47,TN,TENNESSEE,270,503,17982"
"27,MN,MINNESOTA,261,487,32490"
"18,IN,INDIANA,246,420,13636"
"29,MO,MISSOURI,209,349,15852"
"55,WI,WISCONSIN,203,359,13701"
"11,DC,DISTRICT OF COLUMBIA,195,247,13552"
"32,NV,NEVADA,159,231,8423"
"21,KY,KENTUCKY,143,269,8634"
"41,OR,OREGON,138,229,5914"
"01,AL,ALABAMA,137,269,5126"
"15,HI,HAWAII,136,263,8366"
"22,LA,LOUISIANA,126,210,5696"
"10,DE,DELAWARE,116,186,6166"
"49,UT,UTAH,111,219,5504"
"19,IA,IOWA,110,212,8748"
"20,KS,KANSAS,103,192,7965"
"40,OK,OKLAHOMA,99,171,6082"
"35,NM,NEW MEXICO,82,134,4120"
"31,NE,NEBRASKA,70,138,3901"
"28,MS,MISSISSIPPI,57,104,2131"
"05,AR,ARKANSAS,50,79,2540"
"54,WV,WEST VIRGINIA,48,86,2546"
"16,ID,IDAHO,43,83,2179"
"02,AK,ALASKA,42,73,1646"
"30,MT,MONTANA,36,51,1216"
"38,ND,NORTH DAKOTA,25,34,646"
"46,SD,SOUTH DAKOTA,24,45,1068"
"56,WY,WYOMING,20,28,1417"
