" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,39-Ohio,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,OH,OH Total Mig - US & For,80999,148739,3726473"
"97,OH,OH Total Mig - US,76338,142417,3628944"
"98,OH,OH Total Mig - Foreign,4661,6322,97528"
"39,OH,OH Non-Migrants,4492815,9232948,240698201"
"12,FL,FLORIDA,8346,14632,385133"
"26,MI,MICHIGAN,5973,11227,284557"
"21,KY,KENTUCKY,5283,9574,207553"
"42,PA,PENNSYLVANIA,4886,8735,225262"
"18,IN,INDIANA,4746,8882,197337"
"57,FR,Foreign,4661,6322,97528"
"06,CA,CALIFORNIA,4021,7344,209840"
"36,NY,NEW YORK,3283,5750,157502"
"17,IL,ILLINOIS,3228,6035,197972"
"48,TX,TEXAS,3110,6213,160376"
"37,NC,NORTH CAROLINA,2957,5644,128559"
"54,WV,WEST VIRGINIA,2915,5479,93774"
"51,VA,VIRGINIA,2729,5400,140750"
"13,GA,GEORGIA,2563,5110,101905"
"47,TN,TENNESSEE,2084,3991,88676"
"04,AZ,ARIZONA,1628,2920,68623"
"45,SC,SOUTH CAROLINA,1385,2603,56567"
"24,MD,MARYLAND,1301,2416,72455"
"34,NJ,NEW JERSEY,1299,2541,79775"
"29,MO,MISSOURI,1093,2056,54751"
"08,CO,COLORADO,1086,1966,59262"
"55,WI,WISCONSIN,949,1813,73456"
"01,AL,ALABAMA,908,1850,35929"
"25,MA,MASSACHUSETTS,895,1593,67444"
"53,WA,WASHINGTON,862,1672,41440"
"32,NV,NEVADA,797,1313,28959"
"27,MN,MINNESOTA,776,1421,48085"
"09,CT,CONNECTICUT,552,1114,41262"
"40,OK,OKLAHOMA,511,1062,21621"
"19,IA,IOWA,510,981,26030"
"22,LA,LOUISIANA,496,932,22954"
"20,KS,KANSAS,481,992,24331"
"49,UT,UTAH,461,1043,21843"
"28,MS,MISSISSIPPI,398,855,12954"
"41,OR,OREGON,386,687,20464"
"35,NM,NEW MEXICO,366,728,23109"
"05,AR,ARKANSAS,358,738,24131"
"15,HI,HAWAII,345,676,13107"
"31,NE,NEBRASKA,287,595,15987"
"33,NH,NEW HAMPSHIRE,249,422,12625"
"11,DC,DISTRICT OF COLUMBIA,220,290,10957"
"02,AK,ALASKA,218,433,8704"
"16,ID,IDAHO,205,465,8744"
"10,DE,DELAWARE,204,416,10361"
"23,ME,MAINE,193,354,8488"
"44,RI,RHODE ISLAND,175,330,9286"
"30,MT,MONTANA,160,264,5232"
"50,VT,VERMONT,123,199,5202"
"38,ND,NORTH DAKOTA,121,246,5276"
"46,SD,SOUTH DAKOTA,115,226,5996"
"56,WY,WYOMING,101,189,4337"
