" 2007- 2008 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,16-Idaho,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"96,ID,ID Total Mig - US & For,25708,53219,1141855"
"97,ID,ID Total Mig - US,24964,51916,1123550"
"98,ID,ID Total Mig - Foreign,744,1303,18305"
"16,ID,ID Non-Migrants,505181,1174039,27049279"
"06,CA,CALIFORNIA,4576,9589,236005"
"53,WA,WASHINGTON,4167,7967,175134"
"49,UT,UTAH,2218,5489,92591"
"41,OR,OREGON,2108,4240,82880"
"32,NV,NEVADA,1274,2710,56887"
"04,AZ,ARIZONA,1247,2686,57402"
"30,MT,MONTANA,966,1883,34044"
"08,CO,COLORADO,808,1692,40309"
"48,TX,TEXAS,794,1790,36469"
"57,FR,Foreign,744,1303,18305"
"56,WY,WYOMING,579,1173,25249"
"12,FL,FLORIDA,497,1006,20981"
"02,AK,ALASKA,450,951,19882"
"51,VA,VIRGINIA,340,777,20346"
"17,IL,ILLINOIS,266,502,13941"
"26,MI,MICHIGAN,262,477,9369"
"35,NM,NEW MEXICO,253,558,11964"
"39,OH,OHIO,240,505,12647"
"37,NC,NORTH CAROLINA,235,525,11844"
"36,NY,NEW YORK,233,407,10907"
"27,MN,MINNESOTA,228,427,10460"
"29,MO,MISSOURI,227,464,8627"
"55,WI,WISCONSIN,211,388,10953"
"42,PA,PENNSYLVANIA,204,391,10960"
"13,GA,GEORGIA,203,455,8171"
"15,HI,HAWAII,179,367,9284"
"20,KS,KANSAS,170,395,6796"
"47,TN,TENNESSEE,170,391,7110"
"24,MD,MARYLAND,140,280,6400"
"40,OK,OKLAHOMA,138,259,5257"
"18,IN,INDIANA,131,288,5290"
"31,NE,NEBRASKA,130,273,5587"
"46,SD,SOUTH DAKOTA,125,220,4404"
"19,IA,IOWA,123,276,4884"
"21,KY,KENTUCKY,115,255,4383"
"05,AR,ARKANSAS,105,235,4116"
"22,LA,LOUISIANA,105,186,5147"
"38,ND,NORTH DAKOTA,104,201,4760"
"25,MA,MASSACHUSETTS,94,172,3999"
"45,SC,SOUTH CAROLINA,92,179,3993"
"01,AL,ALABAMA,79,170,3123"
"28,MS,MISSISSIPPI,64,128,1928"
"09,CT,CONNECTICUT,62,108,4399"
"34,NJ,NEW JERSEY,59,125,5618"
"33,NH,NEW HAMPSHIRE,41,78,1583"
"23,ME,MAINE,39,72,1365"
"50,VT,VERMONT,33,69,2844"
"54,WV,WEST VIRGINIA,27,49,1000"
"10,DE,DELAWARE,19,39,682"
"11,DC,DISTRICT OF COLUMBIA,18,21,987"
"44,RI,RHODE ISLAND,16,28,590"
