" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,33-NewHampshire,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,NH,NH Total Mig - US & For,22045,36837,1106743"
"97,NH,NH Total Mig - US,21610,36113,1084770"
"98,NH,NH Total Mig - Foreign,435,724,21973"
"33,NH,NH Non-Migrants,503209,1054557,33029856"
"25,MA,MASSACHUSETTS,5631,8449,278309"
"12,FL,FLORIDA,2398,4102,133766"
"23,ME,MAINE,1961,3315,96124"
"50,VT,VERMONT,1306,2174,45958"
"36,NY,NEW YORK,1062,1689,47407"
"06,CA,CALIFORNIA,939,1372,40494"
"37,NC,NORTH CAROLINA,853,1726,51108"
"51,VA,VIRGINIA,576,1071,29558"
"09,CT,CONNECTICUT,534,880,28918"
"48,TX,TEXAS,524,1039,29587"
"42,PA,PENNSYLVANIA,465,820,26567"
"57,FR,Foreign,435,724,21973"
"04,AZ,ARIZONA,400,701,19436"
"45,SC,SOUTH CAROLINA,371,693,19148"
"08,CO,COLORADO,336,494,14852"
"13,GA,GEORGIA,324,605,16965"
"34,NJ,NEW JERSEY,322,563,19872"
"44,RI,RHODE ISLAND,303,456,12909"
"24,MD,MARYLAND,284,469,15783"
"17,IL,ILLINOIS,252,424,16120"
"39,OH,OHIO,245,514,14920"
"53,WA,WASHINGTON,222,377,15152"
"47,TN,TENNESSEE,217,435,10044"
"32,NV,NEVADA,154,248,6361"
"26,MI,MICHIGAN,140,275,6572"
"41,OR,OREGON,129,194,6086"
"29,MO,MISSOURI,125,252,5701"
"18,IN,INDIANA,117,234,6181"
"21,KY,KENTUCKY,104,204,4525"
"49,UT,UTAH,102,180,3789"
"27,MN,MINNESOTA,101,200,6871"
"35,NM,NEW MEXICO,90,150,5476"
"55,WI,WISCONSIN,89,171,5052"
"15,HI,HAWAII,85,124,2639"
"01,AL,ALABAMA,78,159,4478"
"11,DC,DISTRICT OF COLUMBIA,77,83,2904"
"30,MT,MONTANA,76,108,2799"
"22,LA,LOUISIANA,71,123,2419"
"40,OK,OKLAHOMA,66,140,2211"
"20,KS,KANSAS,59,110,5232"
"02,AK,ALASKA,55,90,1658"
"05,AR,ARKANSAS,55,110,2495"
"19,IA,IOWA,51,107,3363"
"10,DE,DELAWARE,42,75,2294"
"54,WV,WEST VIRGINIA,40,81,1770"
"16,ID,IDAHO,39,79,4863"
"31,NE,NEBRASKA,37,75,1675"
"56,WY,WYOMING,37,61,1451"
"28,MS,MISSISSIPPI,31,46,975"
"46,SD,SOUTH DAKOTA,23,41,1458"
"38,ND,NORTH DAKOTA,12,25,480"
