" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 15-Hawaii,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,HI,HI Total Mig - US & For,26208,52492,1130679"
"97,HI,HI Total Mig - US,24463,49188,1063319"
"98,HI,HI Total Mig - Foreign,1745,3304,67360"
"15,HI,HI Non-Migrants,473367,969022,25554451"
"06,CA,CALIFORNIA,5264,9315,229384"
"48,TX,TEXAS,1872,4244,78266"
"53,WA,WASHINGTON,1836,3764,89242"
"57,FR,Foreign,1745,3304,67360"
"32,NV,NEVADA,1551,3022,82095"
"12,FL,FLORIDA,1243,2531,53576"
"51,VA,VIRGINIA,1107,2833,62396"
"41,OR,OREGON,893,1576,30090"
"04,AZ,ARIZONA,812,1564,38995"
"08,CO,COLORADO,748,1462,33031"
"37,NC,NORTH CAROLINA,652,1602,27609"
"36,NY,NEW YORK,605,982,20138"
"13,GA,GEORGIA,564,1320,22438"
"17,IL,ILLINOIS,524,999,20894"
"24,MD,MARYLAND,461,1043,23444"
"49,UT,UTAH,397,872,15787"
"02,AK,ALASKA,360,853,15128"
"42,PA,PENNSYLVANIA,358,620,13934"
"39,OH,OHIO,323,609,11060"
"29,MO,MISSOURI,310,682,10870"
"45,SC,SOUTH CAROLINA,304,691,11653"
"47,TN,TENNESSEE,271,619,10786"
"26,MI,MICHIGAN,262,428,8863"
"25,MA,MASSACHUSETTS,258,411,9170"
"01,AL,ALABAMA,234,568,10412"
"40,OK,OKLAHOMA,232,541,8199"
"35,NM,NEW MEXICO,224,431,9394"
"34,NJ,NEW JERSEY,202,339,7536"
"16,ID,IDAHO,193,396,12820"
"27,MN,MINNESOTA,190,355,7540"
"18,IN,INDIANA,182,317,6236"
"21,KY,KENTUCKY,174,385,5203"
"22,LA,LOUISIANA,174,363,5987"
"55,WI,WISCONSIN,173,325,6287"
"20,KS,KANSAS,167,406,6439"
"09,CT,CONNECTICUT,161,304,7062"
"30,MT,MONTANA,127,230,5400"
"23,ME,MAINE,122,272,5150"
"05,AR,ARKANSAS,121,271,4131"
"28,MS,MISSISSIPPI,112,256,3787"
"19,IA,IOWA,105,199,3908"
"31,NE,NEBRASKA,105,202,3498"
"33,NH,NEW HAMPSHIRE,101,176,8094"
"44,RI,RHODE ISLAND,76,189,4348"
"11,DC,DISTRICT OF COLUMBIA,72,139,4797"
"38,ND,NORTH DAKOTA,56,107,2028"
"54,WV,WEST VIRGINIA,45,81,1450"
"56,WY,WYOMING,41,92,1447"
"10,DE,DELAWARE,38,88,1268"
"46,SD,SOUTH DAKOTA,36,74,1139"
"50,VT,VERMONT,25,40,912"
