" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,48-Texas,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,TX,TX Total Mig - US & For,174691,357094,8460955"
"97,TX,TX Total Mig - US,165976,340178,8018668"
"98,TX,TX Total Mig - Foreign,8715,16916,442288"
"48,TX,TX Non-Migrants,7420752,17291946,410962138"
"06,CA,CALIFORNIA,16969,31890,877751"
"22,LA,LOUISIANA,16592,36900,467359"
"12,FL,FLORIDA,10578,20741,534321"
"40,OK,OKLAHOMA,9460,20205,446859"
"57,FR,Foreign,8715,16916,442288"
"08,CO,COLORADO,6777,14144,413089"
"13,GA,GEORGIA,6441,13895,322149"
"04,AZ,ARIZONA,6130,12178,294705"
"35,NM,NEW MEXICO,5784,12351,237325"
"51,VA,VIRGINIA,5611,11440,311611"
"05,AR,ARKANSAS,5197,10820,214877"
"17,IL,ILLINOIS,5173,10241,281985"
"37,NC,NORTH CAROLINA,4945,10584,255669"
"36,NY,NEW YORK,4930,8047,230742"
"53,WA,WASHINGTON,4554,9213,262017"
"29,MO,MISSOURI,3910,7931,174500"
"47,TN,TENNESSEE,3850,8029,190022"
"20,KS,KANSAS,3190,7147,143822"
"39,OH,OHIO,2981,6099,157209"
"32,NV,NEVADA,2703,5165,142430"
"42,PA,PENNSYLVANIA,2642,5220,158401"
"01,AL,ALABAMA,2620,5863,125950"
"24,MD,MARYLAND,2487,4896,157501"
"26,MI,MICHIGAN,2473,5129,120828"
"28,MS,MISSISSIPPI,2433,5298,86390"
"18,IN,INDIANA,2280,4680,95532"
"27,MN,MINNESOTA,1991,4289,100666"
"45,SC,SOUTH CAROLINA,1976,4152,96553"
"34,NJ,NEW JERSEY,1872,3666,132858"
"21,KY,KENTUCKY,1767,3909,77719"
"55,WI,WISCONSIN,1674,3480,88621"
"41,OR,OREGON,1669,3138,76655"
"25,MA,MASSACHUSETTS,1639,2805,96662"
"49,UT,UTAH,1538,3671,83074"
"19,IA,IOWA,1368,2938,57231"
"15,HI,HAWAII,1329,2657,61606"
"31,NE,NEBRASKA,1173,2530,58210"
"02,AK,ALASKA,1143,2459,58851"
"16,ID,IDAHO,840,1828,35623"
"09,CT,CONNECTICUT,820,1649,64823"
"56,WY,WYOMING,718,1551,33957"
"30,MT,MONTANA,601,1262,29280"
"11,DC,DISTRICT OF COLUMBIA,588,769,37283"
"46,SD,SOUTH DAKOTA,490,1008,20554"
"54,WV,WEST VIRGINIA,401,910,17725"
"38,ND,NORTH DAKOTA,379,828,12814"
"23,ME,MAINE,333,676,15545"
"33,NH,NEW HAMPSHIRE,322,664,26127"
"10,DE,DELAWARE,286,547,14582"
"44,RI,RHODE ISLAND,210,448,11287"
"50,VT,VERMONT,139,238,7318"
