" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 02-Alaska,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,AK,AK Total Mig - US & For,15520,31111,659293"
"97,AK,AK Total Mig - US,14954,30016,637436"
"98,AK,AK Total Mig - Foreign,566,1095,21857"
"02,AK,AK Non-Migrants,227683,490179,13802387"
"53,WA,WASHINGTON,1968,3546,86325"
"06,CA,CALIFORNIA,1310,2347,46345"
"48,TX,TEXAS,1136,2536,57007"
"41,OR,OREGON,963,1678,37781"
"04,AZ,ARIZONA,690,1351,28443"
"12,FL,FLORIDA,684,1401,27140"
"57,FR,Foreign,566,1095,21857"
"08,CO,COLORADO,553,1080,27439"
"32,NV,NEVADA,456,788,20396"
"16,ID,IDAHO,454,949,20461"
"51,VA,VIRGINIA,392,897,19547"
"37,NC,NORTH CAROLINA,379,919,15350"
"13,GA,GEORGIA,347,789,12953"
"30,MT,MONTANA,346,675,17157"
"49,UT,UTAH,286,629,12798"
"35,NM,NEW MEXICO,281,610,12459"
"36,NY,NEW YORK,264,468,8404"
"27,MN,MINNESOTA,259,443,12452"
"15,HI,HAWAII,253,486,11046"
"40,OK,OKLAHOMA,245,604,11731"
"17,IL,ILLINOIS,224,469,9370"
"29,MO,MISSOURI,212,500,8167"
"26,MI,MICHIGAN,211,404,7999"
"39,OH,OHIO,200,431,7507"
"47,TN,TENNESSEE,185,394,8017"
"01,AL,ALABAMA,176,456,9207"
"55,WI,WISCONSIN,171,301,6222"
"05,AR,ARKANSAS,166,353,6841"
"45,SC,SOUTH CAROLINA,160,392,6595"
"42,PA,PENNSYLVANIA,159,309,5767"
"24,MD,MARYLAND,151,312,7215"
"20,KS,KANSAS,145,330,5305"
"56,WY,WYOMING,136,282,7235"
"21,KY,KENTUCKY,132,287,4416"
"22,LA,LOUISIANA,127,287,4896"
"18,IN,INDIANA,120,246,4987"
"34,NJ,NEW JERSEY,115,222,4667"
"38,ND,NORTH DAKOTA,113,258,4877"
"31,NE,NEBRASKA,104,211,4755"
"46,SD,SOUTH DAKOTA,101,237,4813"
"25,MA,MASSACHUSETTS,100,155,3764"
"28,MS,MISSISSIPPI,90,228,4270"
"23,ME,MAINE,88,177,3229"
"19,IA,IOWA,66,134,2566"
"54,WV,WEST VIRGINIA,51,103,1976"
"50,VT,VERMONT,43,78,1734"
"33,NH,NEW HAMPSHIRE,42,81,1958"
"09,CT,CONNECTICUT,35,59,1081"
"10,DE,DELAWARE,28,55,755"
"11,DC,DISTRICT OF COLUMBIA,22,40,1290"
"44,RI,RHODE ISLAND,15,29,722"
