" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 13-Georgia,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,GA,GA Total Mig - US & For,103619,210749,5097937"
"97,GA,GA Total Mig - US,100208,203875,4953309"
"98,GA,GA Total Mig - Foreign,3411,6874,144628"
"13,GA,GA Non-Migrants,2967362,6729695,166591124"
"12,FL,FLORIDA,15895,30826,885933"
"01,AL,ALABAMA,7386,15791,303128"
"48,TX,TEXAS,7177,15936,378408"
"37,NC,NORTH CAROLINA,6919,14301,371453"
"45,SC,SOUTH CAROLINA,6542,13036,326751"
"47,TN,TENNESSEE,6286,12624,297557"
"06,CA,CALIFORNIA,4786,8839,217608"
"51,VA,VIRGINIA,4273,8847,228519"
"36,NY,NEW YORK,4065,7220,166384"
"57,FR,Foreign,3411,6874,144628"
"22,LA,LOUISIANA,3219,7069,86051"
"17,IL,ILLINOIS,2577,5033,134015"
"39,OH,OHIO,2298,4750,115063"
"42,PA,PENNSYLVANIA,1976,3939,101849"
"24,MD,MARYLAND,1904,3672,91187"
"21,KY,KENTUCKY,1782,4216,85685"
"28,MS,MISSISSIPPI,1631,3591,60801"
"26,MI,MICHIGAN,1559,3068,72291"
"08,CO,COLORADO,1545,3167,90505"
"34,NJ,NEW JERSEY,1416,2738,74963"
"53,WA,WASHINGTON,1412,2978,82414"
"04,AZ,ARIZONA,1368,2753,72584"
"29,MO,MISSOURI,1331,2919,73409"
"18,IN,INDIANA,1301,2784,59416"
"25,MA,MASSACHUSETTS,1127,1974,58980"
"40,OK,OKLAHOMA,921,2182,34674"
"20,KS,KANSAS,794,1945,41520"
"32,NV,NEVADA,745,1425,32899"
"27,MN,MINNESOTA,694,1401,45723"
"05,AR,ARKANSAS,681,1504,30412"
"09,CT,CONNECTICUT,680,1365,56701"
"55,WI,WISCONSIN,667,1399,34964"
"15,HI,HAWAII,582,1357,24145"
"41,OR,OREGON,463,824,23698"
"49,UT,UTAH,409,944,21971"
"11,DC,DISTRICT OF COLUMBIA,405,522,20042"
"35,NM,NEW MEXICO,402,799,17663"
"02,AK,ALASKA,384,824,13698"
"19,IA,IOWA,379,866,20007"
"54,WV,WEST VIRGINIA,345,706,12220"
"31,NE,NEBRASKA,264,556,12957"
"10,DE,DELAWARE,263,511,13395"
"23,ME,MAINE,199,408,7563"
"33,NH,NEW HAMPSHIRE,199,409,12961"
"16,ID,IDAHO,190,441,8332"
"44,RI,RHODE ISLAND,174,301,8332"
"30,MT,MONTANA,167,306,7161"
"56,WY,WYOMING,120,230,4697"
"46,SD,SOUTH DAKOTA,114,242,5226"
"50,VT,VERMONT,101,173,4238"
"38,ND,NORTH DAKOTA,91,164,3155"
