"WYOMING INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Wyoming (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"56.0","96.0","WY","WY Total Mig - US & For","12423.0","23611.0","598911.0"
"56.0","97.0","WY","WY Total Mig - US","12259.0","23253.0","591319.0"
"56.0","98.0","WY","WY Total Mig - Foreign","164.0","358.0","7592.0"
"56.0","56.0","WY","WY Non-Migrants","205519.0","438928.0","12906517.0"
"56.0","8.0","CO","COLORADO","1699.0","3237.0","72550.0"
"56.0","49.0","UT","UTAH","830.0","1866.0","32504.0"
"56.0","6.0","CA","CALIFORNIA","764.0","1431.0","43370.0"
"56.0","30.0","MT","MONTANA","730.0","1376.0","29658.0"
"56.0","48.0","TX","TEXAS","655.0","1340.0","30728.0"
"56.0","12.0","FL","FLORIDA","628.0","902.0","20837.0"
"56.0","16.0","ID","IDAHO","545.0","1196.0","21673.0"
"56.0","4.0","AZ","ARIZONA","469.0","979.0","19066.0"
"56.0","31.0","NE","NEBRASKA","448.0","894.0","39052.0"
"56.0","46.0","SD","SOUTH DAKOTA","420.0","740.0","14268.0"
"56.0","26.0","MI","MICHIGAN","374.0","632.0","11224.0"
"56.0","53.0","WA","WASHINGTON","374.0","721.0","13027.0"
"56.0","41.0","OR","OREGON","290.0","584.0","14882.0"
"56.0","32.0","NV","NEVADA","281.0","577.0","12297.0"
"56.0","17.0","IL","ILLINOIS","223.0","361.0","12135.0"
"56.0","27.0","MN","MINNESOTA","217.0","374.0","10137.0"
"56.0","29.0","MO","MISSOURI","179.0","379.0","6889.0"
"56.0","35.0","NM","NEW MEXICO","177.0","332.0","7783.0"
"56.0","55.0","WI","WISCONSIN","166.0","258.0","6169.0"
"56.0","57.0","FR","Foreign","164.0","358.0","7592.0"
"56.0","42.0","PA","PENNSYLVANIA","163.0","270.0","19500.0"
"56.0","36.0","NY","NEW YORK","162.0","235.0","5905.0"
"56.0","39.0","OH","OHIO","162.0","270.0","7634.0"
"56.0","20.0","KS","KANSAS","161.0","312.0","7439.0"
"56.0","13.0","GA","GEORGIA","153.0","270.0","6004.0"
"56.0","38.0","ND","NORTH DAKOTA","145.0","299.0","6420.0"
"56.0","40.0","OK","OKLAHOMA","145.0","332.0","6840.0"
"56.0","37.0","NC","NORTH CAROLINA","138.0","272.0","4997.0"
"56.0","18.0","IN","INDIANA","134.0","224.0","4741.0"
"56.0","19.0","IA","IOWA","124.0","221.0","4560.0"
"56.0","51.0","VA","VIRGINIA","123.0","282.0","7086.0"
"56.0","2.0","AK","ALASKA","119.0","228.0","5949.0"
"56.0","47.0","TN","TENNESSEE","110.0","188.0","3475.0"
"56.0","1.0","AL","ALABAMA","97.0","185.0","37888.0"
"56.0","22.0","LA","LOUISIANA","96.0","209.0","5586.0"
"56.0","5.0","AR","ARKANSAS","80.0","151.0","3962.0"
"56.0","45.0","SC","SOUTH CAROLINA","79.0","154.0","3367.0"
"56.0","25.0","MA","MASSACHUSETTS","73.0","97.0","2587.0"
"56.0","24.0","MD","MARYLAND","69.0","115.0","3060.0"
"56.0","34.0","NJ","NEW JERSEY","68.0","113.0","2653.0"
"56.0","21.0","KY","KENTUCKY","63.0","122.0","2277.0"
"56.0","15.0","HI","HAWAII","53.0","90.0","2058.0"
"56.0","9.0","CT","CONNECTICUT","50.0","60.0","11038.0"
"56.0","28.0","MS","MISSISSIPPI","47.0","106.0","1695.0"
"56.0","33.0","NH","NEW HAMPSHIRE","43.0","57.0","1336.0"
"56.0","50.0","VT","VERMONT","40.0","55.0","972.0"
"56.0","23.0","ME","MAINE","28.0","41.0","1050.0"
"56.0","11.0","DC","DISTRICT OF COLUMBIA","27.0","43.0","1500.0"
"56.0","54.0","WV","WEST VIRGINIA","24.0","47.0","925.0"
"56.0","10.0","DE","DELAWARE","8.0","20.0","444.0"
"56.0","44.0","RI","RHODE ISLAND","6.0","6.0","122.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
