"NEVADA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Nevada (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"32.0","96.0","NV","NV Total Mig - US & For","48464.0","93605.0","1976128.0"
"32.0","97.0","NV","NV Total Mig - US","47545.0","91923.0","1937268.0"
"32.0","98.0","NV","NV Total Mig - Foreign","919.0","1682.0","38860.0"
"32.0","32.0","NV","NV Non-Migrants","937701.0","2043554.0","49701977.0"
"32.0","6.0","CA","CALIFORNIA","13642.0","26229.0","511430.0"
"32.0","48.0","TX","TEXAS","3292.0","6742.0","151312.0"
"32.0","4.0","AZ","ARIZONA","3059.0","6084.0","134332.0"
"32.0","12.0","FL","FLORIDA","2645.0","4364.0","111373.0"
"32.0","53.0","WA","WASHINGTON","2179.0","4389.0","95017.0"
"32.0","49.0","UT","UTAH","2001.0","4599.0","84538.0"
"32.0","8.0","CO","COLORADO","1702.0","3399.0","77611.0"
"32.0","41.0","OR","OREGON","1495.0","2830.0","52352.0"
"32.0","17.0","IL","ILLINOIS","1111.0","1957.0","44409.0"
"32.0","36.0","NY","NEW YORK","1083.0","1728.0","42576.0"
"32.0","16.0","ID","IDAHO","996.0","2109.0","39081.0"
"32.0","57.0","FR","Foreign","919.0","1682.0","38860.0"
"32.0","26.0","MI","MICHIGAN","842.0","1557.0","30179.0"
"32.0","15.0","HI","HAWAII","813.0","1449.0","27484.0"
"32.0","35.0","NM","NEW MEXICO","806.0","1669.0","36308.0"
"32.0","39.0","OH","OHIO","776.0","1396.0","32947.0"
"32.0","51.0","VA","VIRGINIA","737.0","1489.0","39848.0"
"32.0","13.0","GA","GEORGIA","717.0","1362.0","26466.0"
"32.0","42.0","PA","PENNSYLVANIA","712.0","1401.0","30486.0"
"32.0","37.0","NC","NORTH CAROLINA","612.0","1200.0","24841.0"
"32.0","29.0","MO","MISSOURI","552.0","1087.0","24440.0"
"32.0","40.0","OK","OKLAHOMA","490.0","1023.0","16771.0"
"32.0","27.0","MN","MINNESOTA","448.0","836.0","18787.0"
"32.0","34.0","NJ","NEW JERSEY","438.0","790.0","20232.0"
"32.0","47.0","TN","TENNESSEE","437.0","894.0","19909.0"
"32.0","18.0","IN","INDIANA","435.0","816.0","16651.0"
"32.0","55.0","WI","WISCONSIN","422.0","736.0","15018.0"
"32.0","30.0","MT","MONTANA","415.0","807.0","17072.0"
"32.0","24.0","MD","MARYLAND","398.0","770.0","19481.0"
"32.0","22.0","LA","LOUISIANA","327.0","611.0","12024.0"
"32.0","25.0","MA","MASSACHUSETTS","316.0","519.0","12309.0"
"32.0","45.0","SC","SOUTH CAROLINA","307.0","617.0","19759.0"
"32.0","31.0","NE","NEBRASKA","299.0","627.0","13062.0"
"32.0","2.0","AK","ALASKA","296.0","583.0","11933.0"
"32.0","20.0","KS","KANSAS","288.0","576.0","11245.0"
"32.0","56.0","WY","WYOMING","281.0","577.0","12297.0"
"32.0","5.0","AR","ARKANSAS","277.0","564.0","10663.0"
"32.0","21.0","KY","KENTUCKY","271.0","507.0","10742.0"
"32.0","19.0","IA","IOWA","247.0","469.0","9379.0"
"32.0","1.0","AL","ALABAMA","239.0","503.0","11341.0"
"32.0","28.0","MS","MISSISSIPPI","189.0","373.0","6260.0"
"32.0","9.0","CT","CONNECTICUT","180.0","310.0","7988.0"
"32.0","38.0","ND","NORTH DAKOTA","156.0","315.0","5596.0"
"32.0","46.0","SD","SOUTH DAKOTA","146.0","276.0","5735.0"
"32.0","33.0","NH","NEW HAMPSHIRE","89.0","156.0","2895.0"
"32.0","54.0","WV","WEST VIRGINIA","81.0","139.0","2660.0"
"32.0","23.0","ME","MAINE","78.0","125.0","1797.0"
"32.0","10.0","DE","DELAWARE","62.0","103.0","2255.0"
"32.0","11.0","DC","DISTRICT OF COLUMBIA","62.0","77.0","2348.0"
"32.0","44.0","RI","RHODE ISLAND","61.0","108.0","2591.0"
"32.0","50.0","VT","VERMONT","38.0","76.0","1438.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
