"OKLAHOMA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Oklahoma (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"40.0","96.0","OK","OK Total Mig - US & For","37344.0","76269.0","1493893.0"
"40.0","97.0","OK","OK Total Mig - US","36286.0","74127.0","1453164.0"
"40.0","98.0","OK","OK Total Mig - Foreign","1058.0","2142.0","40729.0"
"40.0","40.0","OK","OK Non-Migrants","1217993.0","2730619.0","63143115.0"
"40.0","48.0","TX","TEXAS","9407.0","19174.0","430274.0"
"40.0","5.0","AR","ARKANSAS","2531.0","5250.0","79931.0"
"40.0","6.0","CA","CALIFORNIA","2240.0","4297.0","74054.0"
"40.0","20.0","KS","KANSAS","2069.0","4390.0","69308.0"
"40.0","12.0","FL","FLORIDA","1966.0","3400.0","68995.0"
"40.0","29.0","MO","MISSOURI","1666.0","3409.0","59190.0"
"40.0","8.0","CO","COLORADO","1387.0","2801.0","58296.0"
"40.0","57.0","FR","Foreign","1058.0","2142.0","40729.0"
"40.0","13.0","GA","GEORGIA","909.0","1883.0","33127.0"
"40.0","4.0","AZ","ARIZONA","872.0","1805.0","37172.0"
"40.0","37.0","NC","NORTH CAROLINA","842.0","1772.0","31620.0"
"40.0","53.0","WA","WASHINGTON","785.0","1699.0","30089.0"
"40.0","17.0","IL","ILLINOIS","716.0","1399.0","32899.0"
"40.0","51.0","VA","VIRGINIA","679.0","1469.0","34047.0"
"40.0","47.0","TN","TENNESSEE","645.0","1373.0","22394.0"
"40.0","22.0","LA","LOUISIANA","633.0","1390.0","31315.0"
"40.0","36.0","NY","NEW YORK","628.0","1173.0","19755.0"
"40.0","42.0","PA","PENNSYLVANIA","583.0","1179.0","31062.0"
"40.0","35.0","NM","NEW MEXICO","560.0","1157.0","21509.0"
"40.0","39.0","OH","OHIO","492.0","1049.0","19861.0"
"40.0","26.0","MI","MICHIGAN","437.0","835.0","12383.0"
"40.0","32.0","NV","NEVADA","411.0","817.0","19134.0"
"40.0","1.0","AL","ALABAMA","389.0","878.0","15709.0"
"40.0","18.0","IN","INDIANA","380.0","836.0","14080.0"
"40.0","41.0","OR","OREGON","360.0","698.0","12670.0"
"40.0","21.0","KY","KENTUCKY","352.0","806.0","14016.0"
"40.0","45.0","SC","SOUTH CAROLINA","352.0","729.0","15271.0"
"40.0","28.0","MS","MISSISSIPPI","300.0","639.0","12803.0"
"40.0","19.0","IA","IOWA","298.0","609.0","10785.0"
"40.0","27.0","MN","MINNESOTA","287.0","599.0","13053.0"
"40.0","31.0","NE","NEBRASKA","283.0","611.0","9629.0"
"40.0","24.0","MD","MARYLAND","278.0","573.0","13371.0"
"40.0","2.0","AK","ALASKA","269.0","604.0","12232.0"
"40.0","15.0","HI","HAWAII","256.0","629.0","9493.0"
"40.0","55.0","WI","WISCONSIN","255.0","544.0","9994.0"
"40.0","49.0","UT","UTAH","212.0","495.0","8779.0"
"40.0","34.0","NJ","NEW JERSEY","177.0","353.0","6841.0"
"40.0","25.0","MA","MASSACHUSETTS","172.0","267.0","6688.0"
"40.0","16.0","ID","IDAHO","156.0","356.0","5263.0"
"40.0","38.0","ND","NORTH DAKOTA","153.0","300.0","6634.0"
"40.0","30.0","MT","MONTANA","150.0","316.0","6134.0"
"40.0","56.0","WY","WYOMING","145.0","332.0","6840.0"
"40.0","46.0","SD","SOUTH DAKOTA","120.0","256.0","4255.0"
"40.0","9.0","CT","CONNECTICUT","116.0","205.0","6870.0"
"40.0","54.0","WV","WEST VIRGINIA","100.0","224.0","4434.0"
"40.0","23.0","ME","MAINE","67.0","141.0","2333.0"
"40.0","11.0","DC","DISTRICT OF COLUMBIA","54.0","76.0","2364.0"
"40.0","10.0","DE","DELAWARE","52.0","110.0","2096.0"
"40.0","33.0","NH","NEW HAMPSHIRE","47.0","99.0","2612.0"
"40.0","44.0","RI","RHODE ISLAND","29.0","75.0","959.0"
"40.0","50.0","VT","VERMONT","19.0","46.0","543.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
