"ALABAMA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Alabama (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"1.0","96.0","AL","AL Total Mig - US & For","44602.0","90322.0","1832368.0"
"1.0","97.0","AL","AL Total Mig - US","43563.0","88001.0","1787617.0"
"1.0","98.0","AL","AL Total Mig - Foreign","1039.0","2321.0","44751.0"
"1.0","1.0","AL","AL Non-Migrants","1591968.0","3593492.0","80792924.0"
"1.0","13.0","GA","GEORGIA","8309.0","16164.0","278141.0"
"1.0","12.0","FL","FLORIDA","6569.0","12064.0","247705.0"
"1.0","47.0","TN","TENNESSEE","3572.0","7073.0","148378.0"
"1.0","48.0","TX","TEXAS","3438.0","7745.0","157219.0"
"1.0","28.0","MS","MISSISSIPPI","2492.0","5292.0","93731.0"
"1.0","37.0","NC","NORTH CAROLINA","1671.0","3557.0","73360.0"
"1.0","6.0","CA","CALIFORNIA","1427.0","2654.0","57938.0"
"1.0","51.0","VA","VIRGINIA","1355.0","3028.0","72899.0"
"1.0","22.0","LA","LOUISIANA","1292.0","2614.0","54471.0"
"1.0","57.0","FR","Foreign","1039.0","2321.0","44751.0"
"1.0","45.0","SC","SOUTH CAROLINA","938.0","1956.0","45683.0"
"1.0","36.0","NY","NEW YORK","889.0","1720.0","30771.0"
"1.0","39.0","OH","OHIO","843.0","1746.0","33094.0"
"1.0","26.0","MI","MICHIGAN","833.0","1701.0","28560.0"
"1.0","17.0","IL","ILLINOIS","767.0","1501.0","32344.0"
"1.0","21.0","KY","KENTUCKY","742.0","1640.0","31331.0"
"1.0","8.0","CO","COLORADO","703.0","1509.0","33763.0"
"1.0","18.0","IN","INDIANA","583.0","1169.0","21910.0"
"1.0","53.0","WA","WASHINGTON","555.0","1184.0","24098.0"
"1.0","29.0","MO","MISSOURI","537.0","1131.0","24490.0"
"1.0","42.0","PA","PENNSYLVANIA","493.0","979.0","23050.0"
"1.0","24.0","MD","MARYLAND","461.0","885.0","21603.0"
"1.0","5.0","AR","ARKANSAS","455.0","972.0","18039.0"
"1.0","4.0","AZ","ARIZONA","454.0","921.0","18241.0"
"1.0","40.0","OK","OKLAHOMA","414.0","882.0","15871.0"
"1.0","20.0","KS","KANSAS","327.0","766.0","14172.0"
"1.0","34.0","NJ","NEW JERSEY","281.0","558.0","11521.0"
"1.0","15.0","HI","HAWAII","277.0","674.0","11902.0"
"1.0","2.0","AK","ALASKA","249.0","620.0","11909.0"
"1.0","25.0","MA","MASSACHUSETTS","243.0","433.0","12300.0"
"1.0","55.0","WI","WISCONSIN","241.0","481.0","9846.0"
"1.0","32.0","NV","NEVADA","214.0","418.0","9517.0"
"1.0","35.0","NM","NEW MEXICO","179.0","397.0","9178.0"
"1.0","27.0","MN","MINNESOTA","165.0","365.0","7736.0"
"1.0","19.0","IA","IOWA","163.0","326.0","6954.0"
"1.0","49.0","UT","UTAH","157.0","392.0","7089.0"
"1.0","41.0","OR","OREGON","137.0","267.0","4335.0"
"1.0","31.0","NE","NEBRASKA","134.0","315.0","7112.0"
"1.0","9.0","CT","CONNECTICUT","127.0","231.0","6970.0"
"1.0","54.0","WV","WEST VIRGINIA","121.0","253.0","4632.0"
"1.0","11.0","DC","DISTRICT OF COLUMBIA","113.0","152.0","5793.0"
"1.0","56.0","WY","WYOMING","97.0","185.0","37888.0"
"1.0","30.0","MT","MONTANA","93.0","194.0","3677.0"
"1.0","23.0","ME","MAINE","82.0","163.0","3431.0"
"1.0","16.0","ID","IDAHO","76.0","167.0","3127.0"
"1.0","46.0","SD","SOUTH DAKOTA","73.0","121.0","3049.0"
"1.0","33.0","NH","NEW HAMPSHIRE","63.0","100.0","1979.0"
"1.0","38.0","ND","NORTH DAKOTA","56.0","126.0","2649.0"
"1.0","10.0","DE","DELAWARE","45.0","97.0","1834.0"
"1.0","50.0","VT","VERMONT","34.0","73.0","1479.0"
"1.0","44.0","RI","RHODE ISLAND","24.0","40.0","847.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
