"NEW MEXICO INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into New Mexico (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"35.0","96.0","NM","NM Total Mig - US & For","29683.0","59600.0","1197024.0"
"35.0","97.0","NM","NM Total Mig - US","28793.0","57568.0","1159211.0"
"35.0","98.0","NM","NM Total Mig - Foreign","890.0","2032.0","37814.0"
"35.0","35.0","NM","NM Non-Migrants","705657.0","1523327.0","32711479.0"
"35.0","48.0","TX","TEXAS","5572.0","11858.0","213202.0"
"35.0","4.0","AZ","ARIZONA","3584.0","8186.0","112592.0"
"35.0","6.0","CA","CALIFORNIA","3020.0","5700.0","126694.0"
"35.0","8.0","CO","COLORADO","2403.0","4838.0","92818.0"
"35.0","12.0","FL","FLORIDA","1579.0","3013.0","60088.0"
"35.0","57.0","FR","Foreign","890.0","2032.0","37814.0"
"35.0","32.0","NV","NEVADA","830.0","1765.0","35577.0"
"35.0","53.0","WA","WASHINGTON","709.0","1282.0","30589.0"
"35.0","36.0","NY","NEW YORK","610.0","1011.0","34970.0"
"35.0","17.0","IL","ILLINOIS","576.0","990.0","26167.0"
"35.0","40.0","OK","OKLAHOMA","523.0","1090.0","18261.0"
"35.0","49.0","UT","UTAH","522.0","1254.0","19262.0"
"35.0","39.0","OH","OHIO","481.0","837.0","20908.0"
"35.0","51.0","VA","VIRGINIA","481.0","946.0","29793.0"
"35.0","26.0","MI","MICHIGAN","468.0","870.0","19600.0"
"35.0","13.0","GA","GEORGIA","462.0","907.0","19278.0"
"35.0","41.0","OR","OREGON","442.0","740.0","15091.0"
"35.0","37.0","NC","NORTH CAROLINA","439.0","879.0","17435.0"
"35.0","42.0","PA","PENNSYLVANIA","358.0","599.0","16406.0"
"35.0","20.0","KS","KANSAS","349.0","734.0","12091.0"
"35.0","29.0","MO","MISSOURI","346.0","630.0","14459.0"
"35.0","47.0","TN","TENNESSEE","312.0","602.0","13810.0"
"35.0","27.0","MN","MINNESOTA","291.0","475.0","13443.0"
"35.0","55.0","WI","WISCONSIN","288.0","459.0","10143.0"
"35.0","2.0","AK","ALASKA","276.0","577.0","14506.0"
"35.0","18.0","IN","INDIANA","271.0","491.0","11418.0"
"35.0","25.0","MA","MASSACHUSETTS","268.0","430.0","13689.0"
"35.0","24.0","MD","MARYLAND","261.0","482.0","14218.0"
"35.0","16.0","ID","IDAHO","213.0","478.0","8134.0"
"35.0","5.0","AR","ARKANSAS","207.0","421.0","7811.0"
"35.0","34.0","NJ","NEW JERSEY","205.0","338.0","12883.0"
"35.0","22.0","LA","LOUISIANA","203.0","418.0","8332.0"
"35.0","15.0","HI","HAWAII","195.0","389.0","7969.0"
"35.0","56.0","WY","WYOMING","191.0","377.0","7126.0"
"35.0","31.0","NE","NEBRASKA","176.0","363.0","7611.0"
"35.0","45.0","SC","SOUTH CAROLINA","175.0","371.0","7402.0"
"35.0","19.0","IA","IOWA","174.0","319.0","10371.0"
"35.0","30.0","MT","MONTANA","174.0","335.0","6565.0"
"35.0","1.0","AL","ALABAMA","166.0","382.0","9289.0"
"35.0","21.0","KY","KENTUCKY","160.0","304.0","5653.0"
"35.0","28.0","MS","MISSISSIPPI","138.0","257.0","5016.0"
"35.0","46.0","SD","SOUTH DAKOTA","116.0","242.0","4264.0"
"35.0","9.0","CT","CONNECTICUT","101.0","163.0","4142.0"
"35.0","23.0","ME","MAINE","91.0","147.0","3285.0"
"35.0","33.0","NH","NEW HAMPSHIRE","67.0","97.0","2743.0"
"35.0","11.0","DC","DISTRICT OF COLUMBIA","61.0","81.0","3530.0"
"35.0","38.0","ND","NORTH DAKOTA","61.0","118.0","3033.0"
"35.0","50.0","VT","VERMONT","60.0","92.0","2499.0"
"35.0","54.0","WV","WEST VIRGINIA","59.0","97.0","2028.0"
"35.0","10.0","DE","DELAWARE","42.0","77.0","1601.0"
"35.0","44.0","RI","RHODE ISLAND","37.0","57.0","1416.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
