"KANSAS INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Kansas (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"20.0","96.0","KS","KS Total Mig - US & For","36858.0","76658.0","1498642.0"
"20.0","97.0","KS","KS Total Mig - US","35765.0","74019.0","1453200.0"
"20.0","98.0","KS","KS Total Mig - Foreign","1093.0","2639.0","45442.0"
"20.0","20.0","KS","KS Non-Migrants","1031316.0","2279431.0","57351801.0"
"20.0","29.0","MO","MISSOURI","8691.0","15725.0","356359.0"
"20.0","48.0","TX","TEXAS","3251.0","7367.0","132045.0"
"20.0","40.0","OK","OKLAHOMA","2112.0","4616.0","67292.0"
"20.0","6.0","CA","CALIFORNIA","2050.0","4298.0","74906.0"
"20.0","8.0","CO","COLORADO","1816.0","3804.0","69996.0"
"20.0","12.0","FL","FLORIDA","1312.0","2586.0","44341.0"
"20.0","31.0","NE","NEBRASKA","1155.0","2185.0","43603.0"
"20.0","57.0","FR","Foreign","1093.0","2639.0","45442.0"
"20.0","17.0","IL","ILLINOIS","1075.0","2049.0","45875.0"
"20.0","13.0","GA","GEORGIA","917.0","2285.0","39203.0"
"20.0","4.0","AZ","ARIZONA","891.0","1860.0","31626.0"
"20.0","19.0","IA","IOWA","756.0","1433.0","37720.0"
"20.0","37.0","NC","NORTH CAROLINA","670.0","1639.0","29012.0"
"20.0","51.0","VA","VIRGINIA","652.0","1557.0","37752.0"
"20.0","36.0","NY","NEW YORK","648.0","1394.0","27214.0"
"20.0","53.0","WA","WASHINGTON","645.0","1381.0","24393.0"
"20.0","26.0","MI","MICHIGAN","630.0","1339.0","30314.0"
"20.0","39.0","OH","OHIO","630.0","1326.0","28603.0"
"20.0","47.0","TN","TENNESSEE","630.0","1473.0","26986.0"
"20.0","5.0","AR","ARKANSAS","569.0","1187.0","21922.0"
"20.0","27.0","MN","MINNESOTA","441.0","832.0","17539.0"
"20.0","18.0","IN","INDIANA","436.0","926.0","20486.0"
"20.0","1.0","AL","ALABAMA","386.0","957.0","17293.0"
"20.0","21.0","KY","KENTUCKY","381.0","1000.0","15288.0"
"20.0","42.0","PA","PENNSYLVANIA","361.0","745.0","18991.0"
"20.0","35.0","NM","NEW MEXICO","346.0","792.0","12353.0"
"20.0","55.0","WI","WISCONSIN","346.0","694.0","14008.0"
"20.0","32.0","NV","NEVADA","334.0","656.0","11797.0"
"20.0","22.0","LA","LOUISIANA","319.0","771.0","16183.0"
"20.0","41.0","OR","OREGON","300.0","570.0","11298.0"
"20.0","45.0","SC","SOUTH CAROLINA","298.0","702.0","13109.0"
"20.0","15.0","HI","HAWAII","254.0","666.0","10607.0"
"20.0","24.0","MD","MARYLAND","250.0","564.0","12296.0"
"20.0","49.0","UT","UTAH","230.0","568.0","7934.0"
"20.0","34.0","NJ","NEW JERSEY","206.0","411.0","11861.0"
"20.0","28.0","MS","MISSISSIPPI","204.0","433.0","7086.0"
"20.0","46.0","SD","SOUTH DAKOTA","197.0","408.0","8476.0"
"20.0","25.0","MA","MASSACHUSETTS","186.0","344.0","10901.0"
"20.0","56.0","WY","WYOMING","174.0","319.0","5798.0"
"20.0","2.0","AK","ALASKA","167.0","449.0","7258.0"
"20.0","38.0","ND","NORTH DAKOTA","151.0","316.0","6132.0"
"20.0","16.0","ID","IDAHO","145.0","337.0","4565.0"
"20.0","30.0","MT","MONTANA","119.0","206.0","2804.0"
"20.0","9.0","CT","CONNECTICUT","114.0","222.0","6314.0"
"20.0","54.0","WV","WEST VIRGINIA","66.0","152.0","2258.0"
"20.0","23.0","ME","MAINE","60.0","130.0","1581.0"
"20.0","11.0","DC","DISTRICT OF COLUMBIA","51.0","71.0","2444.0"
"20.0","10.0","DE","DELAWARE","44.0","93.0","2963.0"
"20.0","33.0","NH","NEW HAMPSHIRE","43.0","78.0","2200.0"
"20.0","44.0","RI","RHODE ISLAND","30.0","53.0","1309.0"
"20.0","50.0","VT","VERMONT","26.0","50.0","905.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
