"RHODE ISLAND INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Rhode Island (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"44.0","96.0","RI","RI Total Mig - US & For","11797.0","19952.0","543437.0"
"44.0","97.0","RI","RI Total Mig - US","11474.0","19234.0","526323.0"
"44.0","98.0","RI","RI Total Mig - Foreign","323.0","718.0","17114.0"
"44.0","44.0","RI","RI Non-Migrants","401279.0","805894.0","22947594.0"
"44.0","25.0","MA","MASSACHUSETTS","3705.0","5820.0","166076.0"
"44.0","9.0","CT","CONNECTICUT","1057.0","1645.0","50827.0"
"44.0","36.0","NY","NEW YORK","1031.0","1644.0","48878.0"
"44.0","12.0","FL","FLORIDA","978.0","1695.0","32888.0"
"44.0","6.0","CA","CALIFORNIA","540.0","1005.0","30580.0"
"44.0","51.0","VA","VIRGINIA","354.0","750.0","20765.0"
"44.0","42.0","PA","PENNSYLVANIA","351.0","564.0","14656.0"
"44.0","34.0","NJ","NEW JERSEY","343.0","556.0","19910.0"
"44.0","57.0","FR","Foreign","323.0","718.0","17114.0"
"44.0","33.0","NH","NEW HAMPSHIRE","253.0","367.0","9938.0"
"44.0","37.0","NC","NORTH CAROLINA","245.0","457.0","8062.0"
"44.0","48.0","TX","TEXAS","232.0","451.0","9200.0"
"44.0","13.0","GA","GEORGIA","216.0","387.0","8606.0"
"44.0","24.0","MD","MARYLAND","181.0","322.0","9861.0"
"44.0","17.0","IL","ILLINOIS","168.0","309.0","11423.0"
"44.0","23.0","ME","MAINE","167.0","283.0","5999.0"
"44.0","39.0","OH","OHIO","144.0","233.0","7789.0"
"44.0","53.0","WA","WASHINGTON","133.0","266.0","6647.0"
"44.0","4.0","AZ","ARIZONA","118.0","189.0","5908.0"
"44.0","8.0","CO","COLORADO","102.0","165.0","4475.0"
"44.0","45.0","SC","SOUTH CAROLINA","91.0","169.0","3582.0"
"44.0","50.0","VT","VERMONT","82.0","125.0","3458.0"
"44.0","26.0","MI","MICHIGAN","81.0","140.0","6008.0"
"44.0","32.0","NV","NEVADA","69.0","128.0","2798.0"
"44.0","47.0","TN","TENNESSEE","69.0","153.0","2991.0"
"44.0","29.0","MO","MISSOURI","62.0","123.0","3134.0"
"44.0","18.0","IN","INDIANA","56.0","114.0","2940.0"
"44.0","15.0","HI","HAWAII","53.0","144.0","3282.0"
"44.0","27.0","MN","MINNESOTA","48.0","82.0","1775.0"
"44.0","11.0","DC","DISTRICT OF COLUMBIA","46.0","53.0","2382.0"
"44.0","21.0","KY","KENTUCKY","45.0","76.0","1405.0"
"44.0","22.0","LA","LOUISIANA","45.0","90.0","1598.0"
"44.0","55.0","WI","WISCONSIN","44.0","65.0","1656.0"
"44.0","41.0","OR","OREGON","37.0","54.0","1959.0"
"44.0","1.0","AL","ALABAMA","34.0","63.0","1991.0"
"44.0","35.0","NM","NEW MEXICO","29.0","49.0","1337.0"
"44.0","49.0","UT","UTAH","28.0","46.0","1351.0"
"44.0","10.0","DE","DELAWARE","27.0","49.0","1035.0"
"44.0","40.0","OK","OKLAHOMA","26.0","60.0","1088.0"
"44.0","20.0","KS","KANSAS","24.0","46.0","960.0"
"44.0","19.0","IA","IOWA","23.0","40.0","678.0"
"44.0","28.0","MS","MISSISSIPPI","23.0","59.0","1592.0"
"44.0","31.0","NE","NEBRASKA","20.0","34.0","761.0"
"44.0","54.0","WV","WEST VIRGINIA","19.0","30.0","484.0"
"44.0","5.0","AR","ARKANSAS","18.0","39.0","1072.0"
"44.0","2.0","AK","ALASKA","17.0","30.0","754.0"
"44.0","30.0","MT","MONTANA","12.0","17.0","519.0"
"44.0","16.0","ID","IDAHO","10.0","14.0","452.0"
"44.0","38.0","ND","NORTH DAKOTA","d","d","d"
"44.0","46.0","SD","SOUTH DAKOTA","d","d","d"
"44.0","56.0","WY","WYOMING","d","d","d"
"d - Data has been suppressed to prevent disclosure.","","","","","",""
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
