"NEBRASKA INFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Inflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Destination into Nebraska (State Code)","Origin from","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"31.0","96.0","NE","NE Total Mig - US & For","19743.0","38607.0","744213.0"
"31.0","97.0","NE","NE Total Mig - US","19397.0","37845.0","729142.0"
"31.0","98.0","NE","NE Total Mig - Foreign","346.0","762.0","15071.0"
"31.0","31.0","NE","NE Non-Migrants","681638.0","1500364.0","37543831.0"
"31.0","19.0","IA","IOWA","2921.0","5385.0","100117.0"
"31.0","8.0","CO","COLORADO","1425.0","2726.0","52901.0"
"31.0","6.0","CA","CALIFORNIA","1383.0","2844.0","49789.0"
"31.0","48.0","TX","TEXAS","1304.0","2774.0","53621.0"
"31.0","20.0","KS","KANSAS","1225.0","2382.0","45382.0"
"31.0","29.0","MO","MISSOURI","897.0","1713.0","33430.0"
"31.0","46.0","SD","SOUTH DAKOTA","846.0","1565.0","26269.0"
"31.0","12.0","FL","FLORIDA","828.0","1490.0","24462.0"
"31.0","17.0","IL","ILLINOIS","692.0","1233.0","29811.0"
"31.0","4.0","AZ","ARIZONA","629.0","1225.0","21210.0"
"31.0","27.0","MN","MINNESOTA","602.0","1043.0","23662.0"
"31.0","56.0","WY","WYOMING","492.0","1001.0","18277.0"
"31.0","53.0","WA","WASHINGTON","383.0","714.0","16742.0"
"31.0","57.0","FR","Foreign","346.0","762.0","15071.0"
"31.0","55.0","WI","WISCONSIN","342.0","657.0","15834.0"
"31.0","13.0","GA","GEORGIA","314.0","623.0","11467.0"
"31.0","26.0","MI","MICHIGAN","314.0","638.0","14421.0"
"31.0","51.0","VA","VIRGINIA","302.0","680.0","17129.0"
"31.0","32.0","NV","NEVADA","296.0","607.0","9349.0"
"31.0","37.0","NC","NORTH CAROLINA","273.0","593.0","11353.0"
"31.0","40.0","OK","OKLAHOMA","273.0","569.0","9167.0"
"31.0","39.0","OH","OHIO","268.0","516.0","12395.0"
"31.0","36.0","NY","NEW YORK","261.0","434.0","11710.0"
"31.0","47.0","TN","TENNESSEE","225.0","452.0","6106.0"
"31.0","18.0","IN","INDIANA","220.0","443.0","8735.0"
"31.0","42.0","PA","PENNSYLVANIA","198.0","379.0","8366.0"
"31.0","49.0","UT","UTAH","193.0","471.0","5593.0"
"31.0","41.0","OR","OREGON","185.0","348.0","5961.0"
"31.0","5.0","AR","ARKANSAS","182.0","394.0","5675.0"
"31.0","24.0","MD","MARYLAND","160.0","312.0","8005.0"
"31.0","38.0","ND","NORTH DAKOTA","159.0","317.0","5905.0"
"31.0","35.0","NM","NEW MEXICO","155.0","325.0","6250.0"
"31.0","1.0","AL","ALABAMA","134.0","312.0","4862.0"
"31.0","30.0","MT","MONTANA","124.0","240.0","4208.0"
"31.0","22.0","LA","LOUISIANA","123.0","257.0","4761.0"
"31.0","16.0","ID","IDAHO","119.0","297.0","4217.0"
"31.0","34.0","NJ","NEW JERSEY","115.0","202.0","6998.0"
"31.0","28.0","MS","MISSISSIPPI","114.0","220.0","3538.0"
"31.0","25.0","MA","MASSACHUSETTS","112.0","174.0","4515.0"
"31.0","15.0","HI","HAWAII","109.0","245.0","4657.0"
"31.0","21.0","KY","KENTUCKY","105.0","200.0","3049.0"
"31.0","45.0","SC","SOUTH CAROLINA","103.0","225.0","3974.0"
"31.0","2.0","AK","ALASKA","84.0","191.0","4048.0"
"31.0","9.0","CT","CONNECTICUT","52.0","83.0","3443.0"
"31.0","23.0","ME","MAINE","29.0","62.0","2153.0"
"31.0","54.0","WV","WEST VIRGINIA","28.0","58.0","1150.0"
"31.0","44.0","RI","RHODE ISLAND","23.0","65.0","1010.0"
"31.0","10.0","DE","DELAWARE","22.0","53.0","411.0"
"31.0","11.0","DC","DISTRICT OF COLUMBIA","22.0","46.0","1587.0"
"31.0","33.0","NH","NEW HAMPSHIRE","21.0","41.0","1098.0"
"31.0","50.0","VT","VERMONT","11.0","21.0","371.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
