"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 56-WYOMING,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,WY,WY Total Mig - US & For,12512,24179,571509"
"97,WY,WY Total Mig - US,12170,23606,562932"
"98,WY,WY Total Mig - Foreign,342,573,8577"
"56,WY,WY Non-Migrants,183927,396360,10520233"
"08,CO,COLORADO,1714,3234,73160"
"06,CA,CALIFORNIA,902,1781,38833"
"30,MT,MONTANA,809,1565,51250"
"49,UT,UTAH,800,1800,32973"
"48,TX,TEXAS,673,1398,28017"
"46,SD,SOUTH DAKOTA,531,998,16897"
"31,NE,NEBRASKA,521,981,19001"
"04,AZ,ARIZONA,459,889,31806"
"16,ID,IDAHO,444,943,21619"
"53,WA,WASHINGTON,421,857,15844"
"57,FR,Foreign,342,573,8577"
"32,NV,NEVADA,312,622,16796"
"12,FL,FLORIDA,298,551,11397"
"41,OR,OREGON,265,523,9930"
"17,IL,ILLINOIS,234,404,12693"
"27,MN,MINNESOTA,212,361,7299"
"35,NM,NEW MEXICO,204,422,10861"
"40,OK,OKLAHOMA,190,407,7146"
"39,OH,OHIO,178,333,10383"
"26,MI,MICHIGAN,173,318,7758"
"38,ND,NORTH DAKOTA,169,322,6417"
"37,NC,NORTH CAROLINA,160,288,5666"
"55,WI,WISCONSIN,160,270,14928"
"29,MO,MISSOURI,158,300,6146"
"42,PA,PENNSYLVANIA,158,299,5856"
"20,KS,KANSAS,154,316,6148"
"36,NY,NEW YORK,152,231,7483"
"22,LA,LOUISIANA,148,325,7001"
"51,VA,VIRGINIA,142,258,5949"
"19,IA,IOWA,137,225,4294"
"02,AK,ALASKA,122,258,5250"
"18,IN,INDIANA,121,239,4975"
"13,GA,GEORGIA,118,209,7335"
"47,TN,TENNESSEE,100,197,10620"
"05,AR,ARKANSAS,84,163,2767"
"24,MD,MARYLAND,74,130,8629"
"25,MA,MASSACHUSETTS,73,97,3035"
"45,SC,SOUTH CAROLINA,72,110,2048"
"28,MS,MISSISSIPPI,68,157,2618"
"34,NJ,NEW JERSEY,66,108,665"
"01,AL,ALABAMA,64,135,2372"
"21,KY,KENTUCKY,63,109,1936"
"15,HI,HAWAII,51,100,2486"
"09,CT,CONNECTICUT,49,78,2415"
"23,ME,MAINE,46,79,2296"
"50,VT,VERMONT,34,58,1112"
"54,WV,WEST VIRGINIA,30,65,1202"
"33,NH,NEW HAMPSHIRE,25,33,861"
"11,DC,DISTRICT OF COLUMBIA,12,25,775"
"10,DE,DELAWARE,10,20,5532"
"44,RI,RHODE ISLAND,10,15,448"
"44,,,,,"
