"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 12-FLORIDA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,FL,FL Total Mig - US & For,292303,545329,16908477"
"97,FL,FL Total Mig - US,277984,521112,16464687"
"98,FL,FL Total Mig - Foreign,14319,24217,443791"
"12,FL,FL Non-Migrants,6265425,12822584,340480831"
"36,NY,NEW YORK,39962,76947,2157904"
"34,NJ,NEW JERSEY,17568,34398,1301886"
"13,GA,GEORGIA,16945,32599,975865"
"57,FR,Foreign,14319,24217,443791"
"39,OH,OHIO,13767,24323,940183"
"42,PA,PENNSYLVANIA,13272,23738,912849"
"06,CA,CALIFORNIA,12834,24303,706279"
"25,MA,MASSACHUSETTS,11998,21698,733440"
"48,TX,TEXAS,11615,23014,612730"
"26,MI,MICHIGAN,11400,19895,622711"
"51,VA,VIRGINIA,11270,21716,701816"
"17,IL,ILLINOIS,10733,19632,897191"
"37,NC,NORTH CAROLINA,10057,19293,487456"
"24,MD,MARYLAND,7697,14371,585589"
"09,CT,CONNECTICUT,7030,13166,519620"
"18,IN,INDIANA,6708,11957,431474"
"47,TN,TENNESSEE,5897,10975,302985"
"01,AL,ALABAMA,5701,10923,249706"
"22,LA,LOUISIANA,5454,10857,198800"
"45,SC,SOUTH CAROLINA,4994,9418,224979"
"08,CO,COLORADO,3744,6841,184920"
"55,WI,WISCONSIN,3722,6503,325367"
"21,KY,KENTUCKY,3649,6884,185914"
"29,MO,MISSOURI,3589,6614,221194"
"28,MS,MISSISSIPPI,3145,6335,106392"
"33,NH,NEW HAMPSHIRE,2817,4924,158396"
"27,MN,MINNESOTA,2751,4898,246568"
"04,AZ,ARIZONA,2708,4964,126476"
"53,WA,WASHINGTON,2621,4973,153435"
"44,RI,RHODE ISLAND,2529,4759,136161"
"23,ME,MAINE,2221,3794,106313"
"32,NV,NEVADA,2086,3789,93390"
"40,OK,OKLAHOMA,1614,3220,68783"
"20,KS,KANSAS,1530,2936,86068"
"54,WV,WEST VIRGINIA,1484,2639,72777"
"05,AR,ARKANSAS,1365,2625,56563"
"19,IA,IOWA,1273,2253,78971"
"15,HI,HAWAII,1211,2472,51084"
"10,DE,DELAWARE,1122,2095,68336"
"41,OR,OREGON,1095,1883,43638"
"35,NM,NEW MEXICO,1007,1929,43914"
"50,VT,VERMONT,1006,1640,44273"
"31,NE,NEBRASKA,873,1674,46267"
"49,UT,UTAH,813,1712,34288"
"02,AK,ALASKA,730,1462,26901"
"11,DC,DISTRICT OF COLUMBIA,611,862,69011"
"16,ID,IDAHO,411,838,16012"
"30,MT,MONTANA,381,662,15323"
"46,SD,SOUTH DAKOTA,358,589,13938"
"56,WY,WYOMING,321,591,10560"
"38,ND,NORTH DAKOTA,295,529,9990"
"38,,,,,"
