"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 17-ILLINOIS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,IL,IL Total Mig - US & For,108029,188551,5089451"
"97,IL,IL Total Mig - US,99148,177346,4942723"
"98,IL,IL Total Mig - Foreign,8881,11205,146728"
"17,IL,IL Non-Migrants,4559290,10100720,278207947"
"57,FR,Foreign,8881,11205,146728"
"18,IN,INDIANA,8340,15096,335314"
"06,CA,CALIFORNIA,7524,14100,446432"
"55,WI,WISCONSIN,7011,11840,305558"
"29,MO,MISSOURI,6886,12249,288204"
"12,FL,FLORIDA,6678,11783,292150"
"26,MI,MICHIGAN,6371,10292,334969"
"48,TX,TEXAS,5342,10533,282504"
"39,OH,OHIO,4504,7413,244598"
"19,IA,IOWA,4126,7168,169944"
"36,NY,NEW YORK,3418,5461,237448"
"04,AZ,ARIZONA,2567,4468,118048"
"27,MN,MINNESOTA,2366,4113,118206"
"13,GA,GEORGIA,2343,4551,119258"
"51,VA,VIRGINIA,2308,4387,126536"
"37,NC,NORTH CAROLINA,2094,3961,97659"
"42,PA,PENNSYLVANIA,2045,3465,128056"
"08,CO,COLORADO,2029,3463,97077"
"47,TN,TENNESSEE,1975,3776,80444"
"34,NJ,NEW JERSEY,1766,3481,141228"
"25,MA,MASSACHUSETTS,1551,2410,103827"
"21,KY,KENTUCKY,1512,2845,76002"
"22,LA,LOUISIANA,1508,2844,49988"
"53,WA,WASHINGTON,1329,2435,62889"
"24,MD,MARYLAND,1216,2183,88165"
"20,KS,KANSAS,1165,2209,54883"
"32,NV,NEVADA,1060,1941,46253"
"28,MS,MISSISSIPPI,1012,2183,26461"
"01,AL,ALABAMA,829,1627,35735"
"05,AR,ARKANSAS,819,1688,32892"
"45,SC,SOUTH CAROLINA,743,1367,32902"
"31,NE,NEBRASKA,723,1335,35249"
"40,OK,OKLAHOMA,722,1396,26277"
"09,CT,CONNECTICUT,653,1173,52151"
"41,OR,OREGON,558,939,25316"
"35,NM,NEW MEXICO,462,781,70131"
"49,UT,UTAH,448,907,19028"
"15,HI,HAWAII,445,851,16334"
"11,DC,DISTRICT OF COLUMBIA,419,517,24041"
"33,NH,NEW HAMPSHIRE,252,446,16509"
"54,WV,WEST VIRGINIA,246,459,10584"
"16,ID,IDAHO,214,443,8366"
"30,MT,MONTANA,203,333,5211"
"02,AK,ALASKA,201,352,7688"
"46,SD,SOUTH DAKOTA,195,338,7414"
"38,ND,NORTH DAKOTA,187,347,7416"
"23,ME,MAINE,175,280,6436"
"44,RI,RHODE ISLAND,174,296,10869"
"10,DE,DELAWARE,172,372,10366"
"56,WY,WYOMING,144,261,5523"
"50,VT,VERMONT,118,188,4186"
"50,,,,,"
