"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 34-NEWJERSEY,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NJ,NJ Total Mig - US & For,85196,153847,5333579"
"97,NJ,NJ Total Mig - US,80561,147037,5190136"
"98,NJ,NJ Total Mig - Foreign,4635,6810,143444"
"34,NJ,NJ Non-Migrants,3188299,6915124,231424747"
"36,NY,NEW YORK,29686,56345,2210772"
"42,PA,PENNSYLVANIA,13757,24186,757031"
"12,FL,FLORIDA,6223,10835,273523"
"57,FR,Foreign,4635,6810,143444"
"06,CA,CALIFORNIA,3721,6706,281656"
"51,VA,VIRGINIA,2451,4342,141893"
"25,MA,MASSACHUSETTS,2171,3611,143801"
"24,MD,MARYLAND,2018,3604,126080"
"48,TX,TEXAS,1924,3783,138107"
"37,NC,NORTH CAROLINA,1837,3355,81237"
"09,CT,CONNECTICUT,1640,3121,142922"
"17,IL,ILLINOIS,1426,2732,130981"
"13,GA,GEORGIA,1390,2717,72661"
"39,OH,OHIO,1086,1921,74067"
"10,DE,DELAWARE,971,1734,69748"
"26,MI,MICHIGAN,916,1690,56074"
"45,SC,SOUTH CAROLINA,663,1141,25372"
"04,AZ,ARIZONA,639,1133,35554"
"08,CO,COLORADO,564,933,39559"
"22,LA,LOUISIANA,550,998,19532"
"47,TN,TENNESSEE,459,825,25076"
"53,WA,WASHINGTON,445,838,25517"
"18,IN,INDIANA,428,731,23803"
"29,MO,MISSOURI,388,667,24650"
"44,RI,RHODE ISLAND,354,573,17963"
"27,MN,MINNESOTA,348,632,25823"
"32,NV,NEVADA,345,549,15531"
"11,DC,DISTRICT OF COLUMBIA,331,447,21757"
"33,NH,NEW HAMPSHIRE,320,548,17518"
"21,KY,KENTUCKY,305,566,15348"
"55,WI,WISCONSIN,283,474,20090"
"20,KS,KANSAS,280,569,19641"
"01,AL,ALABAMA,261,500,11689"
"15,HI,HAWAII,239,430,14846"
"23,ME,MAINE,229,375,9522"
"40,OK,OKLAHOMA,219,379,7367"
"50,VT,VERMONT,192,262,7762"
"41,OR,OREGON,186,296,8974"
"28,MS,MISSISSIPPI,183,382,5891"
"05,AR,ARKANSAS,152,291,7773"
"54,WV,WEST VIRGINIA,146,255,5975"
"35,NM,NEW MEXICO,144,276,7605"
"49,UT,UTAH,143,304,6583"
"31,NE,NEBRASKA,109,209,6285"
"19,IA,IOWA,106,173,5626"
"02,AK,ALASKA,90,199,3421"
"30,MT,MONTANA,66,96,1769"
"16,ID,IDAHO,60,105,2143"
"56,WY,WYOMING,43,72,1424"
"46,SD,SOUTH DAKOTA,40,65,1157"
"38,ND,NORTH DAKOTA,34,62,1039"
"38,,,,,"
