"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 11-DISTRICTOFCOLUMBIA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,DC,DC Total Mig - US & For,25758,34601,1301310"
"97,DC,DC Total Mig - US,23833,32302,1252688"
"98,DC,DC Total Mig - Foreign,1925,2299,48622"
"11,DC,DC Non-Migrants,198053,340333,13218637"
"24,MD,MARYLAND,6841,11221,314961"
"51,VA,VIRGINIA,4597,5873,300730"
"57,FR,Foreign,1925,2299,48622"
"36,NY,NEW YORK,1567,1867,100157"
"06,CA,CALIFORNIA,1199,1451,71963"
"42,PA,PENNSYLVANIA,915,1058,39195"
"25,MA,MASSACHUSETTS,826,970,44440"
"12,FL,FLORIDA,668,911,36311"
"48,TX,TEXAS,662,853,30999"
"37,NC,NORTH CAROLINA,564,747,41498"
"34,NJ,NEW JERSEY,556,652,25763"
"17,IL,ILLINOIS,515,615,26499"
"39,OH,OHIO,440,529,24144"
"13,GA,GEORGIA,408,541,19403"
"26,MI,MICHIGAN,319,350,10955"
"09,CT,CONNECTICUT,301,349,14286"
"53,WA,WASHINGTON,259,318,10846"
"22,LA,LOUISIANA,235,308,8219"
"08,CO,COLORADO,215,254,9223"
"28,MS,MISSISSIPPI,195,233,5499"
"27,MN,MINNESOTA,187,204,6763"
"47,TN,TENNESSEE,168,198,8019"
"29,MO,MISSOURI,165,204,19706"
"55,WI,WISCONSIN,157,173,5168"
"45,SC,SOUTH CAROLINA,156,243,6262"
"18,IN,INDIANA,144,157,5044"
"04,AZ,ARIZONA,143,199,6455"
"41,OR,OREGON,125,139,4752"
"33,NH,NEW HAMPSHIRE,94,100,3523"
"01,AL,ALABAMA,92,135,4605"
"20,KS,KANSAS,91,108,2883"
"21,KY,KENTUCKY,89,101,3346"
"23,ME,MAINE,78,90,2517"
"35,NM,NEW MEXICO,76,111,3043"
"10,DE,DELAWARE,73,93,3531"
"15,HI,HAWAII,70,129,3978"
"44,RI,RHODE ISLAND,70,79,4464"
"19,IA,IOWA,64,75,2051"
"54,WV,WEST VIRGINIA,64,86,2180"
"50,VT,VERMONT,60,64,1405"
"32,NV,NEVADA,56,76,2714"
"49,UT,UTAH,49,64,1391"
"31,NE,NEBRASKA,48,58,1389"
"40,OK,OKLAHOMA,45,60,1355"
"05,AR,ARKANSAS,41,49,1719"
"02,AK,ALASKA,36,54,2271"
"16,ID,IDAHO,33,47,1254"
"30,MT,MONTANA,23,32,670"
"46,SD,SOUTH DAKOTA,23,29,3708"
"56,WY,WYOMING,16,23,749"
"38,ND,NORTH DAKOTA,15,22,681"
"38,,,,,"
