"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 24-MARYLAND,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MD,MD Total Mig - US & For,82411,146784,4004007"
"97,MD,MD Total Mig - US,77007,137899,3860732"
"98,MD,MD Total Mig - Foreign,5404,8885,143276"
"24,MD,MD Non-Migrants,2043781,4345477,138499377"
"51,VA,VIRGINIA,12751,22808,706938"
"11,DC,DISTRICT OF COLUMBIA,9850,18575,478264"
"42,PA,PENNSYLVANIA,7308,11644,330835"
"36,NY,NEW YORK,5646,9668,257555"
"57,FR,Foreign,5404,8885,143276"
"12,FL,FLORIDA,4369,7733,218291"
"06,CA,CALIFORNIA,3579,6730,205451"
"34,NJ,NEW JERSEY,3055,5374,180409"
"37,NC,NORTH CAROLINA,2855,5216,126486"
"48,TX,TEXAS,2822,5558,168154"
"10,DE,DELAWARE,2273,4201,98687"
"13,GA,GEORGIA,1916,3647,99595"
"39,OH,OHIO,1854,2983,84643"
"25,MA,MASSACHUSETTS,1538,2525,91226"
"54,WV,WEST VIRGINIA,1486,2617,54364"
"17,IL,ILLINOIS,1389,2407,97632"
"26,MI,MICHIGAN,1107,1809,48280"
"45,SC,SOUTH CAROLINA,1047,1904,38527"
"22,LA,LOUISIANA,961,1850,35304"
"09,CT,CONNECTICUT,827,1419,54417"
"53,WA,WASHINGTON,815,1639,39224"
"47,TN,TENNESSEE,723,1312,33989"
"08,CO,COLORADO,721,1389,42857"
"04,AZ,ARIZONA,675,1298,33454"
"18,IN,INDIANA,539,871,25788"
"29,MO,MISSOURI,534,959,25919"
"15,HI,HAWAII,525,1206,26659"
"01,AL,ALABAMA,456,895,19384"
"27,MN,MINNESOTA,413,667,20783"
"55,WI,WISCONSIN,407,697,20661"
"21,KY,KENTUCKY,378,694,17139"
"28,MS,MISSISSIPPI,374,784,14132"
"40,OK,OKLAHOMA,319,634,13268"
"44,RI,RHODE ISLAND,311,537,15222"
"32,NV,NEVADA,305,562,17172"
"33,NH,NEW HAMPSHIRE,294,478,14268"
"20,KS,KANSAS,288,541,13187"
"23,ME,MAINE,270,481,11563"
"49,UT,UTAH,263,521,11505"
"35,NM,NEW MEXICO,250,474,11818"
"41,OR,OREGON,239,383,9131"
"19,IA,IOWA,225,372,9776"
"05,AR,ARKANSAS,196,346,6794"
"50,VT,VERMONT,177,265,6570"
"02,AK,ALASKA,160,327,6707"
"31,NE,NEBRASKA,153,284,5819"
"16,ID,IDAHO,97,194,3646"
"30,MT,MONTANA,78,120,2619"
"46,SD,SOUTH DAKOTA,72,116,2378"
"56,WY,WYOMING,59,101,2415"
"38,ND,NORTH DAKOTA,58,84,1828"
"38,,,,,"
