"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 27-MINNESOTA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MN,MN Total Mig - US & For,46566,82577,2126316"
"97,MN,MN Total Mig - US,44021,79387,2085224"
"98,MN,MN Total Mig - Foreign,2545,3190,41092"
"27,MN,MN Non-Migrants,1921508,4176438,119710367"
"55,WI,WISCONSIN,7704,12233,300459"
"38,ND,NORTH DAKOTA,3467,5707,132182"
"06,CA,CALIFORNIA,3043,5774,191527"
"17,IL,ILLINOIS,2717,5244,142827"
"19,IA,IOWA,2653,4560,108220"
"57,FR,Foreign,2545,3190,41092"
"48,TX,TEXAS,2075,4514,92306"
"12,FL,FLORIDA,1770,3138,87641"
"46,SD,SOUTH DAKOTA,1683,2836,58486"
"04,AZ,ARIZONA,1414,2523,67740"
"26,MI,MICHIGAN,1238,2190,61412"
"08,CO,COLORADO,1204,2195,59578"
"36,NY,NEW YORK,1042,1842,56171"
"29,MO,MISSOURI,868,1652,44507"
"53,WA,WASHINGTON,864,1699,40431"
"39,OH,OHIO,816,1551,45245"
"34,NJ,NEW JERSEY,793,1490,51754"
"18,IN,INDIANA,737,1442,35470"
"51,VA,VIRGINIA,696,1312,43337"
"31,NE,NEBRASKA,676,1306,31963"
"37,NC,NORTH CAROLINA,660,1305,32438"
"42,PA,PENNSYLVANIA,585,1094,33905"
"13,GA,GEORGIA,557,1100,30087"
"20,KS,KANSAS,530,1059,28440"
"25,MA,MASSACHUSETTS,503,841,32459"
"32,NV,NEVADA,445,804,19231"
"41,OR,OREGON,418,741,16318"
"47,TN,TENNESSEE,396,801,25754"
"22,LA,LOUISIANA,376,743,11077"
"30,MT,MONTANA,376,604,10880"
"24,MD,MARYLAND,349,621,23469"
"40,OK,OKLAHOMA,278,530,10444"
"09,CT,CONNECTICUT,255,508,28243"
"49,UT,UTAH,246,517,12887"
"02,AK,ALASKA,235,418,8318"
"05,AR,ARKANSAS,227,463,10002"
"21,KY,KENTUCKY,226,453,10101"
"35,NM,NEW MEXICO,220,410,10421"
"45,SC,SOUTH CAROLINA,213,424,8258"
"01,AL,ALABAMA,209,435,9915"
"28,MS,MISSISSIPPI,198,424,6488"
"15,HI,HAWAII,175,298,6923"
"16,ID,IDAHO,173,345,8045"
"56,WY,WYOMING,144,256,5978"
"11,DC,DISTRICT OF COLUMBIA,129,173,8688"
"33,NH,NEW HAMPSHIRE,102,199,8398"
"23,ME,MAINE,99,171,4596"
"44,RI,RHODE ISLAND,69,124,3508"
"50,VT,VERMONT,59,91,2611"
"54,WV,WEST VIRGINIA,59,117,3107"
"10,DE,DELAWARE,50,110,2978"
"10,,,,,"
