"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 41-OREGON,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,OR,OR Total Mig - US & For,57196,104915,2581355"
"97,OR,OR Total Mig - US,55694,102605,2534788"
"98,OR,OR Total Mig - Foreign,1502,2310,46567"
"41,OR,OR Non-Migrants,1223789,2619595,65885997"
"06,CA,CALIFORNIA,17571,34897,986167"
"53,WA,WASHINGTON,10231,18179,398408"
"04,AZ,ARIZONA,2377,4429,98873"
"16,ID,IDAHO,1967,4000,65928"
"48,TX,TEXAS,1821,3516,84614"
"32,NV,NEVADA,1682,3200,70031"
"08,CO,COLORADO,1506,2573,63460"
"57,FR,Foreign,1502,2310,46567"
"12,FL,FLORIDA,1256,2143,52059"
"36,NY,NEW YORK,987,1569,45508"
"49,UT,UTAH,980,2052,34761"
"02,AK,ALASKA,929,1603,35244"
"30,MT,MONTANA,913,1553,26259"
"17,IL,ILLINOIS,890,1505,45592"
"15,HI,HAWAII,800,1442,33162"
"26,MI,MICHIGAN,764,1264,29121"
"27,MN,MINNESOTA,716,1127,32010"
"39,OH,OHIO,692,1094,30231"
"51,VA,VIRGINIA,616,1160,33282"
"42,PA,PENNSYLVANIA,586,969,23767"
"25,MA,MASSACHUSETTS,556,812,23819"
"37,NC,NORTH CAROLINA,556,935,22395"
"55,WI,WISCONSIN,555,889,20756"
"35,NM,NEW MEXICO,503,867,18981"
"13,GA,GEORGIA,489,887,25725"
"29,MO,MISSOURI,473,874,21543"
"18,IN,INDIANA,416,715,15194"
"24,MD,MARYLAND,395,653,22664"
"22,LA,LOUISIANA,379,640,10361"
"34,NJ,NEW JERSEY,356,598,21102"
"20,KS,KANSAS,335,557,13358"
"40,OK,OKLAHOMA,330,632,10506"
"47,TN,TENNESSEE,308,530,10660"
"56,WY,WYOMING,281,470,9430"
"19,IA,IOWA,267,444,11648"
"31,NE,NEBRASKA,222,389,9868"
"05,AR,ARKANSAS,203,401,6939"
"45,SC,SOUTH CAROLINA,196,341,8890"
"09,CT,CONNECTICUT,184,304,9064"
"21,KY,KENTUCKY,177,337,7811"
"01,AL,ALABAMA,160,303,7321"
"23,ME,MAINE,152,241,5421"
"28,MS,MISSISSIPPI,134,266,4293"
"33,NH,NEW HAMPSHIRE,134,240,6268"
"46,SD,SOUTH DAKOTA,133,248,4138"
"50,VT,VERMONT,131,179,3489"
"38,ND,NORTH DAKOTA,122,198,4389"
"11,DC,DISTRICT OF COLUMBIA,99,126,4193"
"44,RI,RHODE ISLAND,65,97,2703"
"54,WV,WEST VIRGINIA,50,78,1296"
"10,DE,DELAWARE,49,79,2089"
"10,,,,,"
