"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 23-MAINE,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,ME,ME Total Mig - US & For,15528,27641,697311"
"97,ME,ME Total Mig - US,14875,26654,684964"
"98,ME,ME Total Mig - Foreign,653,987,12347"
"23,ME,ME Non-Migrants,490335,1017333,24134103"
"25,MA,MASSACHUSETTS,2705,4699,129348"
"33,NH,NEW HAMPSHIRE,2021,3398,81796"
"12,FL,FLORIDA,1486,2611,59517"
"36,NY,NEW YORK,945,1619,50226"
"09,CT,CONNECTICUT,789,1384,56032"
"57,FR,Foreign,653,987,12347"
"06,CA,CALIFORNIA,647,1144,31928"
"51,VA,VIRGINIA,575,1186,31291"
"42,PA,PENNSYLVANIA,421,817,22720"
"34,NJ,NEW JERSEY,393,730,31495"
"48,TX,TEXAS,359,730,12626"
"50,VT,VERMONT,356,578,12705"
"37,NC,NORTH CAROLINA,346,671,12740"
"24,MD,MARYLAND,293,561,15685"
"44,RI,RHODE ISLAND,281,492,10882"
"08,CO,COLORADO,255,451,9711"
"39,OH,OHIO,213,388,11437"
"13,GA,GEORGIA,204,419,9412"
"04,AZ,ARIZONA,202,351,6334"
"53,WA,WASHINGTON,194,365,7409"
"17,IL,ILLINOIS,176,312,11452"
"26,MI,MICHIGAN,141,241,-2669"
"45,SC,SOUTH CAROLINA,141,250,5364"
"22,LA,LOUISIANA,120,233,4939"
"41,OR,OREGON,108,182,3198"
"47,TN,TENNESSEE,107,215,4879"
"27,MN,MINNESOTA,95,174,3511"
"55,WI,WISCONSIN,94,183,4876"
"02,AK,ALASKA,91,181,3457"
"18,IN,INDIANA,87,145,3091"
"21,KY,KENTUCKY,86,170,3442"
"35,NM,NEW MEXICO,78,132,2449"
"29,MO,MISSOURI,77,150,3647"
"15,HI,HAWAII,73,153,3093"
"32,NV,NEVADA,69,120,2785"
"28,MS,MISSISSIPPI,61,122,2212"
"01,AL,ALABAMA,58,133,2130"
"40,OK,OKLAHOMA,53,114,1841"
"20,KS,KANSAS,52,100,1575"
"49,UT,UTAH,49,100,1728"
"11,DC,DISTRICT OF COLUMBIA,48,61,2531"
"10,DE,DELAWARE,44,92,1954"
"19,IA,IOWA,43,73,1600"
"54,WV,WEST VIRGINIA,42,80,1888"
"30,MT,MONTANA,39,68,1645"
"16,ID,IDAHO,38,61,1036"
"31,NE,NEBRASKA,34,64,1405"
"05,AR,ARKANSAS,30,50,810"
"56,WY,WYOMING,24,42,688"
"46,SD,SOUTH DAKOTA,18,28,609"
"38,ND,NORTH DAKOTA,14,31,503"
"38,,,,,"
