"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 22-LOUISIANA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,LA,LA Total Mig - US & For,31709,62720,1152568"
"97,LA,LA Total Mig - US,30090,60014,1121340"
"98,LA,LA Total Mig - Foreign,1619,2706,31229"
"22,LA,LA Non-Migrants,1329558,3020358,59237029"
"48,TX,TEXAS,7162,14773,278188"
"28,MS,MISSISSIPPI,3224,6501,108608"
"12,FL,FLORIDA,2313,4351,84087"
"06,CA,CALIFORNIA,1827,3514,71084"
"57,FR,Foreign,1619,2706,31229"
"13,GA,GEORGIA,1391,2965,61689"
"05,AR,ARKANSAS,1090,2228,33353"
"01,AL,ALABAMA,955,1957,37549"
"37,NC,NORTH CAROLINA,859,1768,29176"
"51,VA,VIRGINIA,845,1690,35739"
"47,TN,TENNESSEE,802,1586,28819"
"36,NY,NEW YORK,745,1326,27900"
"17,IL,ILLINOIS,585,1120,22941"
"39,OH,OHIO,560,1031,19609"
"29,MO,MISSOURI,559,1155,18321"
"40,OK,OKLAHOMA,514,1128,17421"
"26,MI,MICHIGAN,464,854,14701"
"08,CO,COLORADO,453,858,14683"
"53,WA,WASHINGTON,425,850,14395"
"42,PA,PENNSYLVANIA,402,726,14425"
"04,AZ,ARIZONA,365,721,12044"
"45,SC,SOUTH CAROLINA,362,698,13269"
"21,KY,KENTUCKY,340,709,12009"
"18,IN,INDIANA,336,663,12154"
"24,MD,MARYLAND,332,653,13974"
"20,KS,KANSAS,279,579,10350"
"34,NJ,NEW JERSEY,250,465,11880"
"32,NV,NEVADA,223,421,9091"
"55,WI,WISCONSIN,220,417,7565"
"25,MA,MASSACHUSETTS,189,308,7182"
"35,NM,NEW MEXICO,188,366,7237"
"15,HI,HAWAII,172,389,6071"
"27,MN,MINNESOTA,160,292,6281"
"02,AK,ALASKA,158,356,5899"
"41,OR,OREGON,145,263,4707"
"31,NE,NEBRASKA,133,282,4737"
"09,CT,CONNECTICUT,127,246,6764"
"19,IA,IOWA,122,222,4333"
"49,UT,UTAH,111,220,4039"
"54,WV,WEST VIRGINIA,103,229,3737"
"56,WY,WYOMING,79,175,5285"
"16,ID,IDAHO,70,137,2603"
"30,MT,MONTANA,67,120,2021"
"11,DC,DISTRICT OF COLUMBIA,60,99,2410"
"23,ME,MAINE,60,110,1996"
"44,RI,RHODE ISLAND,58,101,2620"
"38,ND,NORTH DAKOTA,48,102,1855"
"33,NH,NEW HAMPSHIRE,44,79,1915"
"10,DE,DELAWARE,42,82,1742"
"46,SD,SOUTH DAKOTA,41,74,1872"
"50,VT,VERMONT,31,55,1009"
"50,,,,,"
