"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 05-ARKANSAS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,AR,AR Total Mig - US & For,34930,74372,1359046"
"97,AR,AR Total Mig - US,33838,72526,1334787"
"98,AR,AR Total Mig - Foreign,1092,1846,24258"
"05,AR,AR Non-Migrants,892539,2014007,39990447"
"48,TX,TEXAS,5487,11619,237084"
"22,LA,LOUISIANA,2988,6788,88009"
"06,CA,CALIFORNIA,2902,6751,112595"
"40,OK,OKLAHOMA,2762,5998,91616"
"29,MO,MISSOURI,2742,5744,90183"
"12,FL,FLORIDA,1807,3625,70973"
"47,TN,TENNESSEE,1735,3560,70095"
"17,IL,ILLINOIS,1270,2646,52923"
"28,MS,MISSISSIPPI,1231,2704,42821"
"57,FR,Foreign,1092,1846,24258"
"20,KS,KANSAS,704,1472,28061"
"13,GA,GEORGIA,673,1517,29682"
"04,AZ,ARIZONA,649,1307,25664"
"26,MI,MICHIGAN,596,1257,19521"
"37,NC,NORTH CAROLINA,571,1178,24047"
"08,CO,COLORADO,537,1140,22964"
"39,OH,OHIO,504,1071,24115"
"55,WI,WISCONSIN,475,1048,27023"
"01,AL,ALABAMA,459,979,20362"
"51,VA,VIRGINIA,451,945,20835"
"36,NY,NEW YORK,411,812,18700"
"18,IN,INDIANA,409,823,14444"
"53,WA,WASHINGTON,364,806,14546"
"27,MN,MINNESOTA,345,780,18441"
"19,IA,IOWA,342,731,17254"
"32,NV,NEVADA,312,623,11418"
"42,PA,PENNSYLVANIA,302,624,19478"
"21,KY,KENTUCKY,301,710,12249"
"31,NE,NEBRASKA,239,481,11119"
"45,SC,SOUTH CAROLINA,227,486,10985"
"35,NM,NEW MEXICO,217,443,7850"
"24,MD,MARYLAND,186,378,8363"
"34,NJ,NEW JERSEY,186,402,11918"
"41,OR,OREGON,175,363,5027"
"02,AK,ALASKA,162,358,6990"
"49,UT,UTAH,137,317,5252"
"25,MA,MASSACHUSETTS,129,238,4903"
"15,HI,HAWAII,116,268,4610"
"09,CT,CONNECTICUT,95,194,5736"
"16,ID,IDAHO,88,193,3192"
"46,SD,SOUTH DAKOTA,75,167,3927"
"30,MT,MONTANA,73,164,1689"
"54,WV,WEST VIRGINIA,70,138,2534"
"33,NH,NEW HAMPSHIRE,61,128,2607"
"56,WY,WYOMING,61,134,4211"
"23,ME,MAINE,53,105,1888"
"10,DE,DELAWARE,37,82,1321"
"11,DC,DISTRICT OF COLUMBIA,32,44,1322"
"38,ND,NORTH DAKOTA,32,68,1337"
"44,RI,RHODE ISLAND,31,60,1681"
"50,VT,VERMONT,27,57,1222"
"50,,,,,"
