"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 53-WASHINGTON,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,WA,WA Total Mig - US & For,96045,183594,4745452"
"97,WA,WA Total Mig - US,89953,172428,4553870"
"98,WA,WA Total Mig - Foreign,6092,11166,191581"
"53,WA,WA Non-Migrants,2214189,4759949,132656455"
"06,CA,CALIFORNIA,19554,38989,1128622"
"41,OR,OREGON,11494,21577,536699"
"57,FR,Foreign,6092,11166,191581"
"48,TX,TEXAS,4757,9738,253513"
"16,ID,IDAHO,4004,7818,149138"
"04,AZ,ARIZONA,3571,6708,176391"
"12,FL,FLORIDA,3221,5975,146385"
"08,CO,COLORADO,2526,4689,125989"
"36,NY,NEW YORK,2260,3726,113599"
"32,NV,NEVADA,2229,4198,133848"
"17,IL,ILLINOIS,2040,3570,113995"
"02,AK,ALASKA,1972,3753,84330"
"30,MT,MONTANA,1905,3188,59561"
"15,HI,HAWAII,1886,4047,83249"
"51,VA,VIRGINIA,1828,3693,109887"
"13,GA,GEORGIA,1714,3613,103734"
"49,UT,UTAH,1546,3382,68818"
"37,NC,NORTH CAROLINA,1497,2941,67147"
"26,MI,MICHIGAN,1404,2448,67278"
"39,OH,OHIO,1344,2396,74680"
"42,PA,PENNSYLVANIA,1277,2166,64636"
"22,LA,LOUISIANA,1275,2839,41383"
"27,MN,MINNESOTA,1242,2144,58239"
"34,NJ,NEW JERSEY,1086,2027,111044"
"25,MA,MASSACHUSETTS,1080,1775,70501"
"29,MO,MISSOURI,1021,1947,50831"
"24,MD,MARYLAND,956,1855,54601"
"55,WI,WISCONSIN,941,1575,40563"
"20,KS,KANSAS,891,1930,46553"
"18,IN,INDIANA,806,1458,35503"
"47,TN,TENNESSEE,801,1553,36134"
"40,OK,OKLAHOMA,760,1565,25380"
"35,NM,NEW MEXICO,749,1394,31854"
"45,SC,SOUTH CAROLINA,692,1370,28339"
"09,CT,CONNECTICUT,670,1285,47049"
"19,IA,IOWA,548,961,22647"
"21,KY,KENTUCKY,520,1058,19109"
"56,WY,WYOMING,439,759,14631"
"01,AL,ALABAMA,428,856,17933"
"31,NE,NEBRASKA,419,803,17544"
"28,MS,MISSISSIPPI,377,781,12495"
"05,AR,ARKANSAS,362,750,24775"
"38,ND,NORTH DAKOTA,323,553,13839"
"46,SD,SOUTH DAKOTA,289,513,9209"
"23,ME,MAINE,255,440,9445"
"33,NH,NEW HAMPSHIRE,231,370,9290"
"11,DC,DISTRICT OF COLUMBIA,230,305,16378"
"44,RI,RHODE ISLAND,167,317,9313"
"50,VT,VERMONT,136,205,7669"
"54,WV,WEST VIRGINIA,124,227,4063"
"10,DE,DELAWARE,106,198,6061"
"10,,,,,"
