"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 36-NEWYORK,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NY,NY Total Mig - US & For,151399,235233,6965691"
"97,NY,NY Total Mig - US,134554,213603,6505753"
"98,NY,NY Total Mig - Foreign,16845,21630,459938"
"36,NY,NY Non-Migrants,6802459,14149736,410848815"
"34,NJ,NEW JERSEY,19964,32201,1258238"
"57,FR,Foreign,16845,21630,459938"
"12,FL,FLORIDA,15117,24874,543566"
"06,CA,CALIFORNIA,11394,16149,657353"
"42,PA,PENNSYLVANIA,10526,17317,461223"
"25,MA,MASSACHUSETTS,8284,11608,423420"
"09,CT,CONNECTICUT,7132,10861,496295"
"51,VA,VIRGINIA,5497,9449,251323"
"48,TX,TEXAS,4895,8157,222220"
"37,NC,NORTH CAROLINA,4775,8032,173038"
"24,MD,MARYLAND,3941,6162,176594"
"17,IL,ILLINOIS,3759,5636,261595"
"13,GA,GEORGIA,3601,6485,140412"
"39,OH,OHIO,3525,5397,144809"
"26,MI,MICHIGAN,2600,4288,123771"
"45,SC,SOUTH CAROLINA,1939,3240,55262"
"53,WA,WASHINGTON,1809,2634,72454"
"08,CO,COLORADO,1728,2582,69752"
"04,AZ,ARIZONA,1708,2855,70834"
"11,DC,DISTRICT OF COLUMBIA,1560,1868,102917"
"22,LA,LOUISIANA,1354,2211,44287"
"50,VT,VERMONT,1341,2087,48023"
"47,TN,TENNESSEE,1296,2187,49282"
"27,MN,MINNESOTA,1194,1725,55684"
"18,IN,INDIANA,1183,1876,46421"
"44,RI,RHODE ISLAND,1149,1800,43076"
"33,NH,NEW HAMPSHIRE,1117,1774,45336"
"29,MO,MISSOURI,1114,1765,44848"
"55,WI,WISCONSIN,1020,1524,42863"
"23,ME,MAINE,853,1289,33137"
"32,NV,NEVADA,844,1369,36187"
"21,KY,KENTUCKY,810,1401,39783"
"01,AL,ALABAMA,775,1408,28175"
"41,OR,OREGON,753,1053,25909"
"15,HI,HAWAII,623,1118,20316"
"10,DE,DELAWARE,581,977,28427"
"40,OK,OKLAHOMA,556,972,17455"
"20,KS,KANSAS,535,982,19689"
"49,UT,UTAH,518,930,18533"
"19,IA,IOWA,484,742,15482"
"35,NM,NEW MEXICO,437,693,15468"
"28,MS,MISSISSIPPI,384,676,15459"
"54,WV,WEST VIRGINIA,337,599,11701"
"02,AK,ALASKA,282,548,9226"
"31,NE,NEBRASKA,282,446,9845"
"05,AR,ARKANSAS,281,475,10451"
"30,MT,MONTANA,194,308,5550"
"16,ID,IDAHO,155,277,5263"
"46,SD,SOUTH DAKOTA,118,227,3576"
"38,ND,NORTH DAKOTA,115,192,3544"
"56,WY,WYOMING,115,177,7683"
"56,,,,,"
