"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 28-MISSISSIPPI,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MS,MS Total Mig - US & For,32456,68090,1167686"
"97,MS,MS Total Mig - US,31458,66421,1144992"
"98,MS,MS Total Mig - Foreign,998,1669,22694"
"28,MS,MS Non-Migrants,897498,2071650,36429464"
"22,LA,LOUISIANA,7386,16106,237525"
"47,TN,TENNESSEE,5244,11112,203693"
"12,FL,FLORIDA,2167,4361,78241"
"48,TX,TEXAS,2070,4454,77342"
"01,AL,ALABAMA,2064,4366,75083"
"13,GA,GEORGIA,1325,2780,49146"
"06,CA,CALIFORNIA,1178,2480,47372"
"17,IL,ILLINOIS,1053,2162,35071"
"57,FR,Foreign,998,1669,22694"
"05,AR,ARKANSAS,893,1938,28540"
"37,NC,NORTH CAROLINA,612,1311,21779"
"51,VA,VIRGINIA,612,1286,25646"
"26,MI,MICHIGAN,538,1156,15982"
"29,MO,MISSOURI,509,1041,16438"
"39,OH,OHIO,412,809,14498"
"45,SC,SOUTH CAROLINA,391,797,16131"
"18,IN,INDIANA,385,786,12188"
"36,NY,NEW YORK,361,703,13479"
"21,KY,KENTUCKY,322,652,11949"
"08,CO,COLORADO,317,606,13056"
"42,PA,PENNSYLVANIA,302,587,13954"
"55,WI,WISCONSIN,299,618,10091"
"40,OK,OKLAHOMA,273,629,10037"
"53,WA,WASHINGTON,248,545,9836"
"04,AZ,ARIZONA,236,513,9226"
"24,MD,MARYLAND,222,457,10129"
"32,NV,NEVADA,212,443,9227"
"34,NJ,NEW JERSEY,196,417,9553"
"20,KS,KANSAS,153,320,6594"
"27,MN,MINNESOTA,151,282,5015"
"25,MA,MASSACHUSETTS,127,233,5650"
"19,IA,IOWA,122,252,4690"
"35,NM,NEW MEXICO,102,200,3279"
"41,OR,OREGON,95,147,2493"
"15,HI,HAWAII,90,208,3190"
"31,NE,NEBRASKA,82,174,3122"
"02,AK,ALASKA,80,183,3160"
"49,UT,UTAH,73,165,2977"
"09,CT,CONNECTICUT,66,143,3454"
"16,ID,IDAHO,60,131,1936"
"54,WV,WEST VIRGINIA,56,118,8118"
"30,MT,MONTANA,50,86,1475"
"23,ME,MAINE,48,100,1414"
"33,NH,NEW HAMPSHIRE,48,90,1643"
"56,WY,WYOMING,44,94,1831"
"46,SD,SOUTH DAKOTA,40,92,1526"
"10,DE,DELAWARE,34,64,3892"
"44,RI,RHODE ISLAND,33,84,1521"
"11,DC,DISTRICT OF COLUMBIA,32,47,1263"
"38,ND,NORTH DAKOTA,28,59,982"
"50,VT,VERMONT,17,34,555"
"50,,,,,"
