"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 26-MICHIGAN,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MI,MI Total Mig - US & For,54531,102151,2515448"
"97,MI,MI Total Mig - US,50513,96424,2411233"
"98,MI,MI Total Mig - Foreign,4018,5727,104215"
"26,MI,MI Non-Migrants,3613338,7952447,198712968"
"12,FL,FLORIDA,5428,9374,211101"
"39,OH,OHIO,4838,9111,258902"
"17,IL,ILLINOIS,4117,7706,233150"
"57,FR,Foreign,4018,5727,104215"
"18,IN,INDIANA,3741,7592,175761"
"06,CA,CALIFORNIA,3558,6608,187133"
"48,TX,TEXAS,2465,5281,109652"
"36,NY,NEW YORK,1955,3640,99387"
"55,WI,WISCONSIN,1946,3675,84368"
"37,NC,NORTH CAROLINA,1410,2663,52460"
"47,TN,TENNESSEE,1382,2746,48133"
"13,GA,GEORGIA,1354,2713,56326"
"04,AZ,ARIZONA,1350,2442,56612"
"51,VA,VIRGINIA,1344,2652,67823"
"42,PA,PENNSYLVANIA,1300,2473,69469"
"08,CO,COLORADO,961,1751,54056"
"29,MO,MISSOURI,856,1774,46072"
"21,KY,KENTUCKY,846,1739,35653"
"34,NJ,NEW JERSEY,846,1734,54577"
"27,MN,MINNESOTA,799,1440,65447"
"53,WA,WASHINGTON,712,1375,37460"
"25,MA,MASSACHUSETTS,701,1170,37857"
"24,MD,MARYLAND,681,1288,34854"
"22,LA,LOUISIANA,680,1420,23097"
"45,SC,SOUTH CAROLINA,620,1208,24343"
"01,AL,ALABAMA,589,1178,22587"
"32,NV,NEVADA,543,923,23698"
"19,IA,IOWA,442,903,19828"
"28,MS,MISSISSIPPI,406,858,14129"
"20,KS,KANSAS,398,799,17357"
"40,OK,OKLAHOMA,392,815,13831"
"09,CT,CONNECTICUT,343,668,31603"
"05,AR,ARKANSAS,342,720,11679"
"41,OR,OREGON,333,623,12980"
"15,HI,HAWAII,273,487,8899"
"31,NE,NEBRASKA,265,548,12320"
"35,NM,NEW MEXICO,254,482,8464"
"49,UT,UTAH,241,517,9749"
"54,WV,WEST VIRGINIA,228,458,13338"
"02,AK,ALASKA,222,428,8276"
"23,ME,MAINE,177,308,7198"
"11,DC,DISTRICT OF COLUMBIA,176,228,7364"
"30,MT,MONTANA,161,267,5195"
"16,ID,IDAHO,137,294,4963"
"33,NH,NEW HAMPSHIRE,123,241,7076"
"38,ND,NORTH DAKOTA,114,231,4790"
"56,WY,WYOMING,114,187,3946"
"44,RI,RHODE ISLAND,108,213,5832"
"10,DE,DELAWARE,84,188,4313"
"46,SD,SOUTH DAKOTA,80,150,3649"
"50,VT,VERMONT,78,135,4477"
"50,,,,,"
