"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 51-VIRGINIA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,VA,VA Total Mig - US & For,132054,251465,6442947"
"97,VA,VA Total Mig - US,120271,228869,5995317"
"98,VA,VA Total Mig - Foreign,11783,22596,447630"
"51,VA,VA Non-Migrants,2711470,5818926,175169237"
"24,MD,MARYLAND,12812,22926,710153"
"57,FR,Foreign,11783,22596,447630"
"37,NC,NORTH CAROLINA,9761,18948,415213"
"12,FL,FLORIDA,9299,18117,453742"
"36,NY,NEW YORK,8839,15954,393439"
"06,CA,CALIFORNIA,7599,15819,439756"
"42,PA,PENNSYLVANIA,6834,11060,306446"
"48,TX,TEXAS,6124,12816,330141"
"34,NJ,NEW JERSEY,4355,8231,245205"
"11,DC,DISTRICT OF COLUMBIA,4266,6363,267192"
"13,GA,GEORGIA,4008,8183,204390"
"39,OH,OHIO,3603,6391,161272"
"45,SC,SOUTH CAROLINA,3036,5974,130399"
"47,TN,TENNESSEE,2932,5761,122428"
"54,WV,WEST VIRGINIA,2717,5044,104584"
"17,IL,ILLINOIS,2709,5084,154822"
"25,MA,MASSACHUSETTS,2448,4139,138815"
"26,MI,MICHIGAN,2137,3818,94995"
"22,LA,LOUISIANA,1940,4035,76592"
"53,WA,WASHINGTON,1854,4219,92739"
"09,CT,CONNECTICUT,1722,3244,106831"
"08,CO,COLORADO,1706,3336,97964"
"04,AZ,ARIZONA,1359,2756,71823"
"15,HI,HAWAII,1317,3279,65750"
"18,IN,INDIANA,1299,2308,63591"
"01,AL,ALABAMA,1238,2762,65085"
"29,MO,MISSOURI,1204,2259,55762"
"21,KY,KENTUCKY,1148,2293,45829"
"28,MS,MISSISSIPPI,1008,2226,39894"
"55,WI,WISCONSIN,856,1464,37616"
"27,MN,MINNESOTA,782,1438,53212"
"20,KS,KANSAS,755,1604,40373"
"40,OK,OKLAHOMA,743,1614,32360"
"10,DE,DELAWARE,680,1269,35548"
"23,ME,MAINE,652,1327,27279"
"49,UT,UTAH,652,1376,28146"
"32,NV,NEVADA,632,1248,31579"
"33,NH,NEW HAMPSHIRE,619,1054,29350"
"44,RI,RHODE ISLAND,548,1199,28787"
"35,NM,NEW MEXICO,533,1083,30138"
"41,OR,OREGON,509,856,23380"
"05,AR,ARKANSAS,486,945,20999"
"19,IA,IOWA,450,811,21211"
"31,NE,NEBRASKA,442,839,20679"
"02,AK,ALASKA,390,856,18570"
"16,ID,IDAHO,358,857,21970"
"50,VT,VERMONT,311,533,14615"
"30,MT,MONTANA,187,353,7486"
"38,ND,NORTH DAKOTA,149,297,6198"
"56,WY,WYOMING,132,237,5913"
"46,SD,SOUTH DAKOTA,131,264,5056"
"46,,,,,"
