"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 48-TEXAS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,TX,TX Total Mig - US & For,244675,525405,11060317"
"97,TX,TX Total Mig - US,228934,497625,10556998"
"98,TX,TX Total Mig - Foreign,15741,27780,503318"
"48,TX,TX Non-Migrants,7251328,16973312,380108187"
"22,LA,LOUISIANA,41609,94564,1168931"
"06,CA,CALIFORNIA,30591,72401,1592795"
"57,FR,Foreign,15741,27780,503318"
"12,FL,FLORIDA,14198,29246,652964"
"40,OK,OKLAHOMA,9537,19689,439080"
"17,IL,ILLINOIS,7449,16209,417124"
"36,NY,NEW YORK,6727,13336,340557"
"04,AZ,ARIZONA,6445,13865,314285"
"08,CO,COLORADO,6424,13459,326781"
"51,VA,VIRGINIA,6400,14098,398684"
"13,GA,GEORGIA,6067,13420,371168"
"35,NM,NEW MEXICO,5763,12364,234861"
"05,AR,ARKANSAS,5276,10997,183071"
"37,NC,NORTH CAROLINA,5167,11034,224723"
"39,OH,OHIO,4745,9552,264644"
"29,MO,MISSOURI,4476,9083,231835"
"26,MI,MICHIGAN,4446,9250,205273"
"20,KS,KANSAS,4206,9207,192611"
"47,TN,TENNESSEE,4012,8269,190377"
"53,WA,WASHINGTON,4009,8681,184421"
"28,MS,MISSISSIPPI,3816,8137,140553"
"42,PA,PENNSYLVANIA,3664,7405,206216"
"34,NJ,NEW JERSEY,3537,7699,284097"
"24,MD,MARYLAND,3465,7402,205793"
"18,IN,INDIANA,3186,6645,152713"
"32,NV,NEVADA,2965,6302,152653"
"01,AL,ALABAMA,2745,5923,121063"
"27,MN,MINNESOTA,2454,5270,127003"
"25,MA,MASSACHUSETTS,2380,4525,134066"
"21,KY,KENTUCKY,2161,4793,91023"
"55,WI,WISCONSIN,2115,4353,91881"
"45,SC,SOUTH CAROLINA,2029,4480,93364"
"15,HI,HAWAII,1805,4330,67329"
"19,IA,IOWA,1769,3477,65729"
"41,OR,OREGON,1662,3385,75799"
"31,NE,NEBRASKA,1655,3524,84480"
"49,UT,UTAH,1651,3902,67264"
"09,CT,CONNECTICUT,1337,2794,130915"
"02,AK,ALASKA,1039,2396,54042"
"16,ID,IDAHO,829,1812,31145"
"56,WY,WYOMING,655,1312,32801"
"30,MT,MONTANA,589,1187,22390"
"54,WV,WEST VIRGINIA,505,1076,22097"
"46,SD,SOUTH DAKOTA,503,1037,19958"
"33,NH,NEW HAMPSHIRE,479,1004,29373"
"11,DC,DISTRICT OF COLUMBIA,451,685,27735"
"44,RI,RHODE ISLAND,444,959,22281"
"10,DE,DELAWARE,442,936,28060"
"23,ME,MAINE,435,896,17010"
"38,ND,NORTH DAKOTA,432,932,15184"
"50,VT,VERMONT,188,323,8795"
"50,,,,,"
