"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 40-OKLAHOMA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,OK,OK Total Mig - US & For,41103,87875,1519293"
"97,OK,OK Total Mig - US,39150,84274,1472246"
"98,OK,OK Total Mig - Foreign,1953,3601,47047"
"40,OK,OK Non-Migrants,1127209,2548931,53262510"
"48,TX,TEXAS,9042,19352,360665"
"06,CA,CALIFORNIA,3681,8362,138506"
"05,AR,ARKANSAS,2742,6134,82936"
"20,KS,KANSAS,2702,5865,102824"
"29,MO,MISSOURI,1983,4176,65497"
"57,FR,Foreign,1953,3601,47047"
"12,FL,FLORIDA,1788,3550,66226"
"22,LA,LOUISIANA,1313,2972,43593"
"08,CO,COLORADO,1297,2705,53594"
"04,AZ,ARIZONA,1057,2213,40120"
"17,IL,ILLINOIS,844,1791,36737"
"35,NM,NEW MEXICO,681,1421,27309"
"13,GA,GEORGIA,658,1532,26137"
"37,NC,NORTH CAROLINA,657,1448,22423"
"51,VA,VIRGINIA,649,1409,29735"
"47,TN,TENNESSEE,627,1313,23504"
"39,OH,OHIO,624,1261,25323"
"53,WA,WASHINGTON,613,1305,21261"
"36,NY,NEW YORK,573,1103,20323"
"32,NV,NEVADA,549,1097,22055"
"26,MI,MICHIGAN,513,1057,18413"
"28,MS,MISSISSIPPI,481,1125,14367"
"18,IN,INDIANA,450,981,18699"
"42,PA,PENNSYLVANIA,429,867,18187"
"01,AL,ALABAMA,356,766,15276"
"27,MN,MINNESOTA,344,743,12545"
"19,IA,IOWA,335,688,10950"
"21,KY,KENTUCKY,333,724,12722"
"31,NE,NEBRASKA,303,621,10412"
"55,WI,WISCONSIN,303,616,11071"
"24,MD,MARYLAND,302,651,13083"
"45,SC,SOUTH CAROLINA,298,680,10740"
"41,OR,OREGON,290,596,7763"
"15,HI,HAWAII,261,675,9595"
"02,AK,ALASKA,255,648,10937"
"34,NJ,NEW JERSEY,226,455,9720"
"49,UT,UTAH,212,518,8514"
"25,MA,MASSACHUSETTS,175,322,6705"
"56,WY,WYOMING,171,382,6500"
"46,SD,SOUTH DAKOTA,158,311,4931"
"16,ID,IDAHO,150,345,3949"
"30,MT,MONTANA,133,280,4151"
"09,CT,CONNECTICUT,132,242,7989"
"38,ND,NORTH DAKOTA,93,197,3141"
"54,WV,WEST VIRGINIA,85,190,3034"
"33,NH,NEW HAMPSHIRE,66,127,2652"
"23,ME,MAINE,63,126,1746"
"10,DE,DELAWARE,61,152,2530"
"44,RI,RHODE ISLAND,40,84,1262"
"11,DC,DISTRICT OF COLUMBIA,33,61,1265"
"50,VT,VERMONT,19,35,627"
"50,,,,,"
