"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 18-INDIANA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,IN,IN Total Mig - US & For,60172,120618,2474657"
"97,IN,IN Total Mig - US,57599,117219,2440377"
"98,IN,IN Total Mig - Foreign,2573,3399,34279"
"18,IN,IN Non-Migrants,2283004,5074398,118805961"
"17,IL,ILLINOIS,11263,24045,484030"
"39,OH,OHIO,5306,10322,235122"
"21,KY,KENTUCKY,4805,9205,165748"
"12,FL,FLORIDA,4745,8774,185650"
"26,MI,MICHIGAN,4614,9138,186969"
"06,CA,CALIFORNIA,3031,6678,132770"
"57,FR,Foreign,2573,3399,34279"
"48,TX,TEXAS,2370,5071,100562"
"47,TN,TENNESSEE,1602,3291,55620"
"13,GA,GEORGIA,1297,2685,52581"
"37,NC,NORTH CAROLINA,1230,2545,51071"
"36,NY,NEW YORK,1197,2295,59265"
"51,VA,VIRGINIA,1162,2412,57360"
"04,AZ,ARIZONA,1126,2309,44890"
"29,MO,MISSOURI,1125,2273,53531"
"42,PA,PENNSYLVANIA,1084,2245,59972"
"55,WI,WISCONSIN,1020,2086,46138"
"08,CO,COLORADO,745,1477,31040"
"22,LA,LOUISIANA,721,1590,24084"
"34,NJ,NEW JERSEY,710,1559,41933"
"27,MN,MINNESOTA,599,1204,29888"
"24,MD,MARYLAND,553,1176,30828"
"45,SC,SOUTH CAROLINA,532,1074,22101"
"19,IA,IOWA,516,1075,24167"
"53,WA,WASHINGTON,510,1044,21881"
"01,AL,ALABAMA,506,1060,20087"
"28,MS,MISSISSIPPI,482,1057,12813"
"32,NV,NEVADA,440,824,16224"
"20,KS,KANSAS,425,932,22482"
"25,MA,MASSACHUSETTS,423,787,23224"
"40,OK,OKLAHOMA,403,876,14016"
"05,AR,ARKANSAS,386,802,12880"
"09,CT,CONNECTICUT,262,507,19156"
"54,WV,WEST VIRGINIA,258,500,20248"
"49,UT,UTAH,235,557,9281"
"41,OR,OREGON,222,428,7480"
"31,NE,NEBRASKA,213,451,10968"
"35,NM,NEW MEXICO,208,389,7952"
"15,HI,HAWAII,158,321,5571"
"02,AK,ALASKA,129,258,4894"
"30,MT,MONTANA,121,253,2974"
"16,ID,IDAHO,119,246,3840"
"23,ME,MAINE,105,205,4016"
"33,NH,NEW HAMPSHIRE,100,208,4889"
"46,SD,SOUTH DAKOTA,94,188,2948"
"10,DE,DELAWARE,88,188,4294"
"56,WY,WYOMING,86,170,3146"
"38,ND,NORTH DAKOTA,82,145,3082"
"44,RI,RHODE ISLAND,72,129,3206"
"11,DC,DISTRICT OF COLUMBIA,67,83,1915"
"50,VT,VERMONT,52,82,1592"
"50,,,,,"
