"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 42-PENNSYLVANIA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,PA,PA Total Mig - US & For,107871,204980,5497638"
"97,PA,PA Total Mig - US,102205,196892,5385047"
"98,PA,PA Total Mig - Foreign,5666,8088,112591"
"42,PA,PA Non-Migrants,4663846,9871859,259382152"
"34,NJ,NEW JERSEY,18081,34947,1059084"
"36,NY,NEW YORK,15982,32930,737388"
"24,MD,MARYLAND,10044,20493,554608"
"12,FL,FLORIDA,7551,13541,317089"
"57,FR,Foreign,5666,8088,112591"
"51,VA,VIRGINIA,5134,9998,278038"
"39,OH,OHIO,4871,8847,235147"
"06,CA,CALIFORNIA,4204,7609,260767"
"37,NC,NORTH CAROLINA,3263,6088,139665"
"10,DE,DELAWARE,2950,5573,191267"
"48,TX,TEXAS,2592,5236,145587"
"25,MA,MASSACHUSETTS,2311,4085,142389"
"17,IL,ILLINOIS,1905,3579,138360"
"13,GA,GEORGIA,1830,3650,99258"
"09,CT,CONNECTICUT,1633,3106,115888"
"26,MI,MICHIGAN,1490,2765,81297"
"54,WV,WEST VIRGINIA,1459,2718,59149"
"45,SC,SOUTH CAROLINA,1338,2526,51767"
"04,AZ,ARIZONA,1244,2264,62297"
"08,CO,COLORADO,1098,1952,51655"
"18,IN,INDIANA,996,1959,54438"
"47,TN,TENNESSEE,943,1825,46985"
"53,WA,WASHINGTON,836,1534,80452"
"22,LA,LOUISIANA,749,1448,28433"
"29,MO,MISSOURI,719,1364,38099"
"21,KY,KENTUCKY,658,1362,30592"
"55,WI,WISCONSIN,643,1150,34319"
"27,MN,MINNESOTA,587,1136,41336"
"11,DC,DISTRICT OF COLUMBIA,541,755,32098"
"32,NV,NEVADA,535,976,20762"
"01,AL,ALABAMA,458,898,20534"
"33,NH,NEW HAMPSHIRE,451,876,27295"
"23,ME,MAINE,435,801,20274"
"44,RI,RHODE ISLAND,407,765,18440"
"40,OK,OKLAHOMA,403,789,15360"
"20,KS,KANSAS,395,755,20505"
"49,UT,UTAH,379,849,15540"
"41,OR,OREGON,358,636,14411"
"28,MS,MISSISSIPPI,322,645,10675"
"19,IA,IOWA,319,608,14271"
"15,HI,HAWAII,314,583,11661"
"35,NM,NEW MEXICO,297,505,11944"
"50,VT,VERMONT,281,452,11048"
"31,NE,NEBRASKA,211,448,8730"
"05,AR,ARKANSAS,206,404,8796"
"02,AK,ALASKA,201,369,6917"
"16,ID,IDAHO,156,327,6002"
"30,MT,MONTANA,141,230,3365"
"56,WY,WYOMING,107,186,4008"
"38,ND,NORTH DAKOTA,96,176,3515"
"46,SD,SOUTH DAKOTA,81,174,3539"
"46,,,,,"
