"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 29-MISSOURI,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MO,MO Total Mig - US & For,65214,127815,2839599"
"97,MO,MO Total Mig - US,62772,123887,2788724"
"98,MO,MO Total Mig - Foreign,2442,3928,50875"
"29,MO,MO Non-Migrants,2048079,4466438,106673182"
"20,KS,KANSAS,9599,17673,385048"
"17,IL,ILLINOIS,7875,13924,326764"
"06,CA,CALIFORNIA,4374,9283,271204"
"48,TX,TEXAS,4125,8714,188542"
"12,FL,FLORIDA,3070,5746,133884"
"05,AR,ARKANSAS,2795,5774,89834"
"57,FR,Foreign,2442,3928,50875"
"40,OK,OKLAHOMA,1963,4201,70208"
"19,IA,IOWA,1923,3597,71208"
"08,CO,COLORADO,1531,2972,83792"
"22,LA,LOUISIANA,1510,3222,52631"
"04,AZ,ARIZONA,1475,2978,59206"
"47,TN,TENNESSEE,1449,2894,65071"
"18,IN,INDIANA,1339,2620,55433"
"39,OH,OHIO,1289,2524,67907"
"26,MI,MICHIGAN,1270,2598,57709"
"31,NE,NEBRASKA,1185,2200,47590"
"37,NC,NORTH CAROLINA,1109,2307,45519"
"13,GA,GEORGIA,1098,2346,50640"
"36,NY,NEW YORK,1091,2067,68056"
"51,VA,VIRGINIA,1078,2280,56877"
"55,WI,WISCONSIN,958,1955,43412"
"27,MN,MINNESOTA,832,1733,38849"
"53,WA,WASHINGTON,830,1797,33257"
"21,KY,KENTUCKY,825,1658,31935"
"42,PA,PENNSYLVANIA,755,1576,41980"
"28,MS,MISSISSIPPI,752,1577,24321"
"01,AL,ALABAMA,695,1455,36090"
"32,NV,NEVADA,664,1349,29197"
"24,MD,MARYLAND,538,1078,28401"
"34,NJ,NEW JERSEY,468,916,26018"
"41,OR,OREGON,440,895,15078"
"25,MA,MASSACHUSETTS,423,799,26660"
"45,SC,SOUTH CAROLINA,411,847,17673"
"49,UT,UTAH,372,928,13191"
"35,NM,NEW MEXICO,350,678,15450"
"15,HI,HAWAII,311,711,11068"
"09,CT,CONNECTICUT,255,516,41408"
"16,ID,IDAHO,226,498,7820"
"46,SD,SOUTH DAKOTA,218,429,8250"
"02,AK,ALASKA,186,437,7148"
"38,ND,NORTH DAKOTA,157,310,5213"
"56,WY,WYOMING,151,279,5727"
"30,MT,MONTANA,147,281,3942"
"33,NH,NEW HAMPSHIRE,127,233,4575"
"23,ME,MAINE,119,242,3802"
"54,WV,WEST VIRGINIA,110,219,4275"
"11,DC,DISTRICT OF COLUMBIA,107,147,6285"
"44,RI,RHODE ISLAND,84,184,4161"
"10,DE,DELAWARE,67,153,4475"
"50,VT,VERMONT,46,87,1937"
"50,,,,,"
