"2005-2006 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 16-IDAHO,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,ID,ID Total Mig - US & For,27582,60056,1227704"
"97,ID,ID Total Mig - US,26846,58687,1207767"
"98,ID,ID Total Mig - Foreign,736,1369,19937"
"16,ID,ID Non-Migrants,457782,1080781,22969574"
"06,CA,CALIFORNIA,6650,15679,356341"
"53,WA,WASHINGTON,4154,8310,165889"
"41,OR,OREGON,2295,4695,81274"
"49,UT,UTAH,2120,5259,79212"
"32,NV,NEVADA,1384,2998,66470"
"04,AZ,ARIZONA,1216,2774,55858"
"08,CO,COLORADO,890,1824,49398"
"30,MT,MONTANA,838,1622,28442"
"48,TX,TEXAS,825,1870,35633"
"57,FR,Foreign,736,1369,19937"
"56,WY,WYOMING,521,1039,19372"
"12,FL,FLORIDA,498,1046,21959"
"02,AK,ALASKA,446,931,18072"
"51,VA,VIRGINIA,308,703,15818"
"17,IL,ILLINOIS,263,549,13398"
"37,NC,NORTH CAROLINA,236,470,8837"
"42,PA,PENNSYLVANIA,222,416,9973"
"39,OH,OHIO,221,466,11541"
"35,NM,NEW MEXICO,219,454,9758"
"36,NY,NEW YORK,216,429,8745"
"26,MI,MICHIGAN,214,443,8079"
"29,MO,MISSOURI,211,448,8006"
"27,MN,MINNESOTA,204,385,13275"
"13,GA,GEORGIA,178,398,8540"
"15,HI,HAWAII,163,349,6959"
"55,WI,WISCONSIN,162,352,7227"
"20,KS,KANSAS,159,364,7078"
"40,OK,OKLAHOMA,149,343,5082"
"47,TN,TENNESSEE,146,326,5781"
"18,IN,INDIANA,135,307,6622"
"22,LA,LOUISIANA,130,264,4692"
"31,NE,NEBRASKA,127,294,6389"
"24,MD,MARYLAND,118,294,6209"
"46,SD,SOUTH DAKOTA,117,240,4134"
"19,IA,IOWA,115,256,4734"
"38,ND,NORTH DAKOTA,107,185,3797"
"05,AR,ARKANSAS,103,236,4451"
"34,NJ,NEW JERSEY,100,220,5321"
"45,SC,SOUTH CAROLINA,96,238,6996"
"25,MA,MASSACHUSETTS,93,174,7175"
"21,KY,KENTUCKY,83,168,2351"
"28,MS,MISSISSIPPI,81,172,2689"
"01,AL,ALABAMA,77,199,3691"
"33,NH,NEW HAMPSHIRE,61,128,3183"
"09,CT,CONNECTICUT,60,89,4357"
"23,ME,MAINE,35,66,1013"
"50,VT,VERMONT,33,59,1439"
"54,WV,WEST VIRGINIA,28,72,874"
"44,RI,RHODE ISLAND,19,45,571"
"10,DE,DELAWARE,13,26,607"
"11,DC,DISTRICT OF COLUMBIA,7,13,456"
"11,,,,,"
