"MAINE OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Maine (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"23.0","96.0","ME","ME Total Mig - US & For","14003.0","22496.0","556931.0"
"23.0","97.0","ME","ME Total Mig - US","13701.0","21953.0","543807.0"
"23.0","98.0","ME","ME Total Mig - Foreign","302.0","543.0","13124.0"
"23.0","23.0","ME","ME Non-Migrants","498948.0","1006995.0","25896943.0"
"23.0","12.0","FL","FLORIDA","2259.0","3394.0","81008.0"
"23.0","25.0","MA","MASSACHUSETTS","1786.0","2502.0","73029.0"
"23.0","33.0","NH","NEW HAMPSHIRE","1618.0","2468.0","63730.0"
"23.0","36.0","NY","NEW YORK","737.0","1095.0","26306.0"
"23.0","6.0","CA","CALIFORNIA","586.0","895.0","20479.0"
"23.0","37.0","NC","NORTH CAROLINA","500.0","937.0","20658.0"
"23.0","48.0","TX","TEXAS","484.0","920.0","19052.0"
"23.0","51.0","VA","VIRGINIA","483.0","942.0","20900.0"
"23.0","9.0","CT","CONNECTICUT","417.0","649.0","16397.0"
"23.0","42.0","PA","PENNSYLVANIA","373.0","621.0","14999.0"
"23.0","8.0","CO","COLORADO","310.0","481.0","10483.0"
"23.0","50.0","VT","VERMONT","304.0","466.0","17550.0"
"23.0","57.0","FR","Foreign","302.0","543.0","13124.0"
"23.0","13.0","GA","GEORGIA","296.0","500.0","12326.0"
"23.0","53.0","WA","WASHINGTON","255.0","444.0","9992.0"
"23.0","4.0","AZ","ARIZONA","244.0","414.0","9082.0"
"23.0","45.0","SC","SOUTH CAROLINA","220.0","369.0","12176.0"
"23.0","24.0","MD","MARYLAND","210.0","371.0","9882.0"
"23.0","34.0","NJ","NEW JERSEY","203.0","357.0","10491.0"
"23.0","44.0","RI","RHODE ISLAND","176.0","307.0","6494.0"
"23.0","47.0","TN","TENNESSEE","169.0","289.0","7801.0"
"23.0","39.0","OH","OHIO","168.0","322.0","7214.0"
"23.0","17.0","IL","ILLINOIS","157.0","249.0","7571.0"
"23.0","41.0","OR","OREGON","140.0","217.0","5622.0"
"23.0","26.0","MI","MICHIGAN","133.0","226.0","5465.0"
"23.0","55.0","WI","WISCONSIN","88.0","151.0","3681.0"
"23.0","2.0","AK","ALASKA","87.0","162.0","4025.0"
"23.0","27.0","MN","MINNESOTA","84.0","164.0","4447.0"
"23.0","29.0","MO","MISSOURI","82.0","157.0","2889.0"
"23.0","15.0","HI","HAWAII","79.0","149.0","2726.0"
"23.0","49.0","UT","UTAH","79.0","127.0","2842.0"
"23.0","18.0","IN","INDIANA","75.0","126.0","1993.0"
"23.0","35.0","NM","NEW MEXICO","73.0","111.0","2897.0"
"23.0","11.0","DC","DISTRICT OF COLUMBIA","72.0","89.0","2994.0"
"23.0","22.0","LA","LOUISIANA","72.0","106.0","2363.0"
"23.0","1.0","AL","ALABAMA","71.0","139.0","3145.0"
"23.0","21.0","KY","KENTUCKY","68.0","112.0","2078.0"
"23.0","32.0","NV","NEVADA","62.0","95.0","2279.0"
"23.0","40.0","OK","OKLAHOMA","56.0","82.0","1526.0"
"23.0","20.0","KS","KANSAS","49.0","93.0","1162.0"
"23.0","30.0","MT","MONTANA","47.0","68.0","1295.0"
"23.0","5.0","AR","ARKANSAS","45.0","72.0","1341.0"
"23.0","19.0","IA","IOWA","45.0","84.0","2199.0"
"23.0","16.0","ID","IDAHO","39.0","58.0","1582.0"
"23.0","28.0","MS","MISSISSIPPI","36.0","71.0","1179.0"
"23.0","10.0","DE","DELAWARE","33.0","63.0","1944.0"
"23.0","54.0","WV","WEST VIRGINIA","32.0","71.0","1140.0"
"23.0","56.0","WY","WYOMING","28.0","41.0","1050.0"
"23.0","31.0","NE","NEBRASKA","25.0","60.0","1063.0"
"23.0","38.0","ND","NORTH DAKOTA","23.0","32.0","435.0"
"23.0","46.0","SD","SOUTH DAKOTA","23.0","35.0","827.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
