"MINNESOTA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2010-2011","","","","","",""
"[Money amounts are in thousands of dollars]","","","","","",""
"Origin from Minnesota (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate adjusted gross income (AGI) "
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"27.0","96.0","MN","MN Total Mig - US & For","46156.0","79541.0","2339648.0"
"27.0","97.0","MN","MN Total Mig - US","45173.0","77893.0","2292396.0"
"27.0","98.0","MN","MN Total Mig - Foreign","983.0","1648.0","47252.0"
"27.0","27.0","MN","MN Non-Migrants","2055460.0","4408568.0","133102542.0"
"27.0","55.0","WI","WISCONSIN","5911.0","10047.0","255241.0"
"27.0","38.0","ND","NORTH DAKOTA","3917.0","6063.0","128518.0"
"27.0","6.0","CA","CALIFORNIA","3276.0","5376.0","191552.0"
"27.0","12.0","FL","FLORIDA","2800.0","4509.0","180307.0"
"27.0","48.0","TX","TEXAS","2784.0","5575.0","146275.0"
"27.0","17.0","IL","ILLINOIS","2384.0","4038.0","128937.0"
"27.0","19.0","IA","IOWA","2233.0","4040.0","93370.0"
"27.0","4.0","AZ","ARIZONA","1787.0","3150.0","110451.0"
"27.0","46.0","SD","SOUTH DAKOTA","1716.0","2907.0","64571.0"
"27.0","8.0","CO","COLORADO","1638.0","2609.0","79042.0"
"27.0","36.0","NY","NEW YORK","1241.0","1774.0","64028.0"
"27.0","53.0","WA","WASHINGTON","1148.0","2004.0","55675.0"
"27.0","57.0","FR","Foreign","983.0","1648.0","47252.0"
"27.0","13.0","GA","GEORGIA","934.0","1811.0","60432.0"
"27.0","26.0","MI","MICHIGAN","850.0","1494.0","41597.0"
"27.0","37.0","NC","NORTH CAROLINA","809.0","1564.0","50317.0"
"27.0","51.0","VA","VIRGINIA","766.0","1321.0","39187.0"
"27.0","29.0","MO","MISSOURI","746.0","1387.0","43680.0"
"27.0","39.0","OH","OHIO","676.0","1300.0","42610.0"
"27.0","42.0","PA","PENNSYLVANIA","618.0","1069.0","38854.0"
"27.0","41.0","OR","OREGON","595.0","958.0","27446.0"
"27.0","31.0","NE","NEBRASKA","555.0","1009.0","21864.0"
"27.0","25.0","MA","MASSACHUSETTS","550.0","854.0","42101.0"
"27.0","18.0","IN","INDIANA","542.0","1053.0","24130.0"
"27.0","47.0","TN","TENNESSEE","515.0","949.0","28922.0"
"27.0","24.0","MD","MARYLAND","470.0","781.0","22179.0"
"27.0","20.0","KS","KANSAS","458.0","948.0","23858.0"
"27.0","32.0","NV","NEVADA","456.0","750.0","30798.0"
"27.0","30.0","MT","MONTANA","436.0","705.0","15639.0"
"27.0","34.0","NJ","NEW JERSEY","345.0","621.0","25661.0"
"27.0","2.0","AK","ALASKA","327.0","530.0","12854.0"
"27.0","40.0","OK","OKLAHOMA","323.0","655.0","13133.0"
"27.0","45.0","SC","SOUTH CAROLINA","293.0","512.0","18693.0"
"27.0","49.0","UT","UTAH","263.0","550.0","14307.0"
"27.0","5.0","AR","ARKANSAS","261.0","538.0","14480.0"
"27.0","35.0","NM","NEW MEXICO","250.0","434.0","8919.0"
"27.0","11.0","DC","DISTRICT OF COLUMBIA","242.0","272.0","10767.0"
"27.0","22.0","LA","LOUISIANA","238.0","414.0","8862.0"
"27.0","21.0","KY","KENTUCKY","237.0","464.0","10332.0"
"27.0","9.0","CT","CONNECTICUT","220.0","422.0","37276.0"
"27.0","56.0","WY","WYOMING","217.0","374.0","10137.0"
"27.0","1.0","AL","ALABAMA","207.0","405.0","8717.0"
"27.0","15.0","HI","HAWAII","207.0","331.0","7757.0"
"27.0","16.0","ID","IDAHO","203.0","394.0","11645.0"
"27.0","28.0","MS","MISSISSIPPI","152.0","284.0","4763.0"
"27.0","23.0","ME","MAINE","84.0","148.0","4950.0"
"27.0","33.0","NH","NEW HAMPSHIRE","83.0","145.0","7519.0"
"27.0","44.0","RI","RHODE ISLAND","56.0","92.0","2917.0"
"27.0","10.0","DE","DELAWARE","55.0","95.0","2187.0"
"27.0","50.0","VT","VERMONT","53.0","94.0","2704.0"
"27.0","54.0","WV","WEST VIRGINIA","46.0","74.0","2234.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2011.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, February 2014","","","","","",""
