"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,12-Florida,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Florida,233566,454438,7486361"
"36,NY,New York,31139,59523,1037545"
"34,NJ,New Jersey,13611,25886,544886"
"06,Ca,California,13154,26901,421044"
"57,FR,Foreign,13137,26109,322313"
"13,Ga,Georgia,12842,25890,383205"
"48,Tx,Texas,10453,22733,318074"
"39,Oh,Ohio,10401,19019,352578"
"42,Pa,Pennsylvania,10250,18497,372679"
"17,Il,Illinois,9252,17426,357447"
"26,Mi,Michigan,9023,16290,318208"
"51,Va,Virginia,8858,18341,281908"
"25,Ma,Massachusetts,8524,15079,257040"
"37,NC,North Carolina,7271,14774,184817"
"09,Ct,Connecticut,6469,11821,262357"
"24,Md,Maryland,6447,12513,270825"
"18,In,Indiana,5325,9826,153216"
"01,Al,Alabama,5319,10961,127481"
"45,SC,South Carolina,4537,9776,114066"
"47,Tn,Tennessee,4465,8841,120467"
"22,La,Louisiana,3115,6517,79720"
"21,Ky,Kentucky,3085,6163,96478"
"08,Co,Colorado,2748,5314,76279"
"29,Mo,Missouri,2685,5175,113011"
"55,Wi,Wisconsin,2596,4529,88800"
"33,NH,New Hampshire,2070,3615,49536"
"04,Az,Arizona,2008,3958,54672"
"28,Ms,Mississippi,1967,4108,48797"
"23,Me,Maine,1951,3583,58740"
"53,Wa,Washington,1861,3830,55316"
"44,RI,Rhode Island,1857,3524,57284"
"27,Mn,Minnesota,1658,2948,76740"
"40,Ok,Oklahoma,1461,3022,35657"
"54,WV,West Virginia,1293,2463,33534"
"15,Hi,Hawaii,1244,2700,37838"
"20,Ks,Kansas,1209,2508,43299"
"32,Nv,Nevada,1188,2238,27900"
"05,Ar,Arkansas,1158,2477,28363"
"35,NM,New Mexico,1139,2535,28728"
"19,Ia,Iowa,1000,1714,32120"
"50,Vt,Vermont,856,1503,22167"
"10,De,Delaware,731,1351,23913"
"41,Or,Oregon,682,1244,14050"
"31,Ne,Nebraska,635,1351,19927"
"02,Ak,Alaska,628,1316,16746"
"11,DC,District of Columbia,566,941,23336"
"49,Ut,Utah,458,1011,12740"
"16,Id,Idaho,272,625,6020"
"38,ND,North Dakota,260,554,7609"
"46,SD,South Dakota,258,502,5905"
"30,Mt,Montana,249,497,5676"
"56,Wy,Wyoming,201,416,5304"
"12,Fl S,tate Non-Migrant,4783656,10041286,154898732"
