"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,36-NewYork,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,New York,111721,190365,3516873"
"34,NJ,New Jersey,16417,28180,680236"
"57,FR,Foreign,13675,20136,335339"
"12,Fl,Florida,10910,18608,242544"
"06,Ca,California,9513,15853,316316"
"42,Pa,Pennsylvania,7168,12764,211481"
"09,Ct,Connecticut,6242,10192,305883"
"25,Ma,Massachusetts,5884,8942,192608"
"51,Va,Virginia,3780,7183,112228"
"48,Tx,Texas,3424,6552,117685"
"37,NC,North Carolina,2685,5014,60826"
"17,Il,Illinois,2660,4487,116902"
"24,Md,Maryland,2624,4533,81312"
"39,Oh,Ohio,2462,4188,77695"
"13,Ga,Georgia,1998,3722,55833"
"26,Mi,Michigan,1875,3309,58206"
"45,SC,South Carolina,1296,2568,25190"
"08,Co,Colorado,1206,2041,33635"
"04,Az,Arizona,1140,1965,25975"
"53,Wa,Washington,1116,1989,28024"
"50,Vt,Vermont,983,1685,24949"
"11,DC,District of Columbia,968,1212,32920"
"33,NH,New Hampshire,926,1580,27142"
"18,In,Indiana,844,1515,24523"
"23,Me,Maine,813,1459,20064"
"44,RI,Rhode Island,812,1356,27294"
"47,Tn,Tennessee,803,1503,24323"
"29,Mo,Missouri,718,1285,23253"
"22,La,Louisiana,672,1232,15314"
"15,Hi,Hawaii,661,1404,16402"
"55,Wi,Wisconsin,657,1118,21681"
"27,Mn,Minnesota,645,1043,19958"
"01,Al,Alabama,568,1173,16227"
"21,Ky,Kentucky,524,1023,14282"
"20,Ks,Kansas,498,1005,12801"
"32,Nv,Nevada,483,867,10995"
"40,Ok,Oklahoma,468,928,9991"
"41,Or,Oregon,415,653,9107"
"35,NM,New Mexico,404,764,9051"
"10,De,Delaware,348,589,12287"
"19,Ia,Iowa,329,554,8853"
"02,Ak,Alaska,301,715,8735"
"28,Ms,Mississippi,275,507,4957"
"54,WV,West Virginia,268,508,7252"
"49,Ut,Utah,247,479,6220"
"31,Ne,Nebraska,236,473,12517"
"05,Ar,Arkansas,221,458,5368"
"16,Id,Idaho,133,267,3295"
"30,Mt,Montana,125,206,2111"
"38,ND,North Dakota,117,244,2821"
"56,Wy,Wyoming,93,162,2014"
"46,SD,South Dakota,91,172,2248"
"36,NY S,tate Non-Migrant,6226817,13319784,249754633"
