"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,42-Pennsylvania,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Pennsylvania,90384,176386,3037027"
"34,NJ,New Jersey,13955,26289,520644"
"36,NY,New York,10452,20982,415041"
"57,FR,Foreign,7486,11542,132291"
"24,Md,Maryland,6512,13106,221239"
"12,Fl,Florida,6406,12024,154449"
"06,Ca,California,5285,10594,193837"
"51,Va,Virginia,4570,9075,140408"
"39,Oh,Ohio,4522,8849,154563"
"48,Tx,Texas,2578,5671,96781"
"37,NC,North Carolina,2534,5356,72608"
"10,De,Delaware,2153,4218,81268"
"25,Ma,Massachusetts,2016,3678,83991"
"17,Il,Illinois,1798,3738,85199"
"09,Ct,Connecticut,1613,3085,79386"
"26,Mi,Michigan,1444,2920,58446"
"13,Ga,Georgia,1438,3076,46717"
"54,WV,West Virginia,1192,2391,36737"
"45,SC,South Carolina,1093,2243,27461"
"18,In,Indiana,931,2038,47143"
"08,Co,Colorado,911,1770,27441"
"04,Az,Arizona,882,1714,22524"
"47,Tn,Tennessee,827,1693,27458"
"53,Wa,Washington,731,1468,21490"
"29,Mo,Missouri,645,1362,25205"
"21,Ky,Kentucky,592,1352,19882"
"22,La,Louisiana,528,1196,16298"
"11,DC,District of Columbia,521,723,14477"
"55,Wi,Wisconsin,473,977,19612"
"01,Al,Alabama,444,990,14313"
"23,Me,Maine,432,914,13206"
"33,NH,New Hampshire,426,871,17241"
"20,Ks,Kansas,423,950,14159"
"27,Mn,Minnesota,419,845,17177"
"15,Hi,Hawaii,415,870,10528"
"40,Ok,Oklahoma,412,894,11397"
"32,Nv,Nevada,351,676,8161"
"44,RI,Rhode Island,340,660,10398"
"35,NM,New Mexico,314,615,8513"
"28,Ms,Mississippi,268,620,7020"
"19,Ia,Iowa,265,566,10186"
"41,Or,Oregon,246,488,7570"
"50,Vt,Vermont,229,432,6722"
"05,Ar,Arkansas,224,477,6621"
"49,Ut,Utah,198,452,5778"
"02,Ak,Alaska,197,473,5551"
"31,Ne,Nebraska,192,403,6488"
"16,Id,Idaho,113,248,3407"
"56,Wy,Wyoming,108,223,2604"
"30,Mt,Montana,98,186,2108"
"38,ND,North Dakota,94,212,2856"
"46,SD,South Dakota,88,191,2427"
"42,Pa S,tate Non-Migrant,4409247,9554677,154786166"
