"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,46-SouthDakota,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,South Dakota,11576,23832,290730"
"27,Mn,Minnesota,1504,2775,40424"
"19,Ia,Iowa,1062,1942,33475"
"06,Ca,California,987,2126,27808"
"31,Ne,Nebraska,795,1617,20949"
"57,FR,Foreign,708,1322,11472"
"38,ND,North Dakota,672,1438,15647"
"08,Co,Colorado,518,1055,11302"
"48,Tx,Texas,464,1106,12576"
"56,Wy,Wyoming,443,956,8652"
"04,Az,Arizona,342,681,7702"
"53,Wa,Washington,272,555,5701"
"30,Mt,Montana,269,593,5955"
"17,Il,Illinois,248,560,8552"
"12,Fl,Florida,239,510,5839"
"55,Wi,Wisconsin,238,447,6544"
"20,Ks,Kansas,226,491,5455"
"29,Mo,Missouri,176,413,4418"
"32,Nv,Nevada,153,342,3486"
"26,Mi,Michigan,144,313,4219"
"36,NY,New York,135,232,2643"
"39,Oh,Ohio,124,249,3466"
"51,Va,Virginia,119,254,3307"
"41,Or,Oregon,118,254,2605"
"40,Ok,Oklahoma,118,241,2210"
"37,NC,North Carolina,117,249,2596"
"35,NM,New Mexico,117,247,2834"
"42,Pa,Pennsylvania,100,207,2338"
"02,Ak,Alaska,99,268,2647"
"49,Ut,Utah,82,204,1750"
"18,In,Indiana,82,204,2086"
"22,La,Louisiana,78,209,1666"
"13,Ga,Georgia,78,167,1893"
"16,Id,Idaho,72,153,1824"
"05,Ar,Arkansas,67,160,1258"
"25,Ma,Massachusetts,62,125,1686"
"45,SC,South Carolina,59,150,1276"
"47,Tn,Tennessee,58,120,1534"
"21,Ky,Kentucky,56,129,1244"
"01,Al,Alabama,55,137,1552"
"34,NJ,New Jersey,52,96,1540"
"24,Md,Maryland,51,110,1458"
"15,Hi,Hawaii,48,96,1048"
"09,Ct,Connecticut,34,58,916"
"23,Me,Maine,30,70,810"
"33,NH,New Hampshire,27,49,605"
"28,Ms,Mississippi,23,51,436"
"54,WV,West Virginia,16,41,411"
"10,De,Delaware,11,19,196"
"11,DC,District of Columbia,11,12,379"
"44,RI,Rhode Island,9,15,124"
"50,Vt,Vermont,8,14,216"
"46,SD S,tate Non-Migrant,248586,581602,7130068"
