"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,10-Delaware,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Delaware,12238,23854,398870"
"42,Pa,Pennsylvania,3110,5665,100438"
"24,Md,Maryland,2078,3911,58167"
"34,NJ,New Jersey,1164,2057,36411"
"36,NY,New York,696,1403,29775"
"12,Fl,Florida,688,1446,18337"
"57,FR,Foreign,544,1112,17288"
"51,Va,Virginia,542,1016,16711"
"06,Ca,California,397,859,13079"
"48,Tx,Texas,352,809,13604"
"37,NC,North Carolina,282,575,9841"
"39,Oh,Ohio,189,355,6046"
"26,Mi,Michigan,159,357,6192"
"13,Ga,Georgia,149,309,4447"
"45,SC,South Carolina,148,341,4717"
"25,Ma,Massachusetts,134,262,5170"
"17,Il,Illinois,124,273,5738"
"09,Ct,Connecticut,111,213,4429"
"47,Tn,Tennessee,83,162,2583"
"22,La,Louisiana,81,189,3072"
"40,Ok,Oklahoma,80,188,2580"
"11,DC,District of Columbia,76,107,6814"
"29,Mo,Missouri,73,186,4117"
"54,WV,West Virginia,72,139,2389"
"08,Co,Colorado,67,135,2048"
"04,Az,Arizona,64,130,2101"
"53,Wa,Washington,61,135,1748"
"18,In,Indiana,60,125,1666"
"01,Al,Alabama,59,129,2086"
"28,Ms,Mississippi,54,101,1214"
"21,Ky,Kentucky,44,84,1450"
"55,Wi,Wisconsin,44,99,1875"
"32,Nv,Nevada,41,99,1001"
"05,Ar,Arkansas,40,91,1195"
"15,Hi,Hawaii,38,81,1057"
"23,Me,Maine,38,76,917"
"20,Ks,Kansas,31,61,855"
"33,NH,New Hampshire,30,66,1169"
"44,RI,Rhode Island,29,48,510"
"27,Mn,Minnesota,27,41,782"
"02,Ak,Alaska,25,80,692"
"35,NM,New Mexico,23,56,722"
"49,Ut,Utah,21,44,545"
"19,Ia,Iowa,21,35,840"
"31,Ne,Nebraska,19,47,474"
"50,Vt,Vermont,18,35,784"
"41,Or,Oregon,13,25,332"
"38,ND,North Dakota,10,24,224"
"46,SD,South Dakota,10,19,162"
"16,Id,Idaho,8,25,148"
"56,Wy,Wyoming,7,18,177"
"30,Mt,Montana,4,11,151"
"10,De S,tate Non-Migrant,255924,558120,9647193"
