"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,26-Michigan,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Michigan,57931,115205,1716560"
"39,Oh,Ohio,5253,10541,187922"
"57,FR,Foreign,5165,8342,109591"
"06,Ca,California,5159,10136,153709"
"12,Fl,Florida,5104,9308,105417"
"17,Il,Illinois,4098,7926,149329"
"18,In,Indiana,3739,7783,115222"
"48,Tx,Texas,3016,6624,84908"
"36,NY,New York,1974,3908,71181"
"55,Wi,Wisconsin,1779,3630,51942"
"51,Va,Virginia,1466,3165,45244"
"42,Pa,Pennsylvania,1463,3112,58105"
"37,NC,North Carolina,1440,2993,35461"
"13,Ga,Georgia,1242,2605,33278"
"04,Az,Arizona,1224,2382,28622"
"47,Tn,Tennessee,1132,2396,33972"
"08,Co,Colorado,1005,2019,26601"
"29,Mo,Missouri,934,1900,30897"
"27,Mn,Minnesota,836,1651,28119"
"34,NJ,New Jersey,818,1750,41803"
"21,Ky,Kentucky,818,1816,21524"
"53,Wa,Washington,795,1619,20947"
"25,Ma,Massachusetts,738,1305,31736"
"24,Md,Maryland,703,1388,24379"
"45,SC,South Carolina,666,1425,17926"
"01,Al,Alabama,515,1100,10077"
"22,La,Louisiana,514,1152,16503"
"09,Ct,Connecticut,503,1026,29552"
"19,Ia,Iowa,479,998,12980"
"20,Ks,Kansas,473,1053,15857"
"40,Ok,Oklahoma,471,1021,12403"
"05,Ar,Arkansas,415,929,7177"
"15,Hi,Hawaii,415,817,9247"
"32,Nv,Nevada,385,737,8775"
"28,Ms,Mississippi,345,726,5979"
"02,Ak,Alaska,280,630,7030"
"41,Or,Oregon,268,509,7739"
"35,NM,New Mexico,265,525,6172"
"31,Ne,Nebraska,237,518,8736"
"54,WV,West Virginia,220,431,5653"
"49,Ut,Utah,203,503,5908"
"33,NH,New Hampshire,184,365,6444"
"23,Me,Maine,173,351,4687"
"11,DC,District of Columbia,150,208,3411"
"30,Mt,Montana,135,288,2979"
"38,ND,North Dakota,128,279,3118"
"46,SD,South Dakota,123,271,2819"
"56,Wy,Wyoming,110,229,2586"
"16,Id,Idaho,103,261,2577"
"44,RI,Rhode Island,102,218,3355"
"10,De,Delaware,101,207,4792"
"50,Vt,Vermont,67,129,2169"
"26,Mi S,tate Non-Migrant,3252015,7279537,120090366"
