"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,11-DistrictofColumbia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,District of Columbia,22411,34567,602086"
"24,Md,Maryland,6724,12428,169865"
"51,Va,Virginia,3630,5682,112867"
"57,FR,Foreign,2180,3224,54943"
"36,NY,New York,1266,1609,43852"
"06,Ca,California,1171,1592,34246"
"25,Ma,Massachusetts,720,838,18906"
"42,Pa,Pennsylvania,689,812,15794"
"12,Fl,Florida,574,815,15333"
"34,NJ,New Jersey,521,657,14498"
"37,NC,North Carolina,467,758,8834"
"48,Tx,Texas,457,728,12096"
"17,Il,Illinois,402,518,14552"
"09,Ct,Connecticut,303,370,7505"
"13,Ga,Georgia,263,367,6138"
"26,Mi,Michigan,256,308,5529"
"39,Oh,Ohio,250,306,5127"
"45,SC,South Carolina,188,328,3859"
"55,Wi,Wisconsin,182,193,2871"
"53,Wa,Washington,161,229,4276"
"08,Co,Colorado,152,215,4081"
"29,Mo,Missouri,127,172,3107"
"27,Mn,Minnesota,120,137,3120"
"22,La,Louisiana,110,174,3222"
"41,Or,Oregon,102,128,2180"
"47,Tn,Tennessee,101,142,2522"
"04,Az,Arizona,92,130,3864"
"18,In,Indiana,86,102,1500"
"23,Me,Maine,80,88,1790"
"01,Al,Alabama,78,120,1854"
"33,NH,New Hampshire,73,96,2527"
"44,RI,Rhode Island,72,84,1205"
"40,Ok,Oklahoma,69,121,1693"
"10,De,Delaware,66,94,1519"
"15,Hi,Hawaii,62,128,2050"
"21,Ky,Kentucky,56,64,1241"
"20,Ks,Kansas,55,85,1500"
"35,NM,New Mexico,55,74,1276"
"49,Ut,Utah,51,69,962"
"50,Vt,Vermont,51,73,1431"
"19,Ia,Iowa,50,69,949"
"28,Ms,Mississippi,49,69,893"
"54,WV,West Virginia,45,52,1169"
"32,Nv,Nevada,42,65,1146"
"05,Ar,Arkansas,39,60,1238"
"31,Ne,Nebraska,32,54,628"
"02,Ak,Alaska,26,52,910"
"16,Id,Idaho,16,23,241"
"46,SD,South Dakota,14,19,379"
"30,Mt,Montana,13,14,252"
"38,ND,North Dakota,13,20,318"
"56,Wy,Wyoming,10,12,228"
"11,DC S,tate Non-Migrant,216308,401167,7813084"
