"1992 - 1993  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"TO:,56-Wyoming,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"63,XX,Wyoming,11258,23842,332856"
"08,Co,Colorado,1470,3022,51754"
"06,Ca,California,1218,2616,35032"
"30,Mt,Montana,701,1513,15917"
"48,Tx,Texas,572,1335,22028"
"49,Ut,Utah,558,1306,16042"
"31,Ne,Nebraska,480,1086,10937"
"57,FR,Foreign,468,957,9244"
"04,Az,Arizona,410,841,8537"
"46,SD,South Dakota,341,753,7147"
"53,Wa,Washington,339,731,7737"
"16,Id,Idaho,295,684,7383"
"32,Nv,Nevada,285,618,6442"
"12,Fl,Florida,280,554,10680"
"41,Or,Oregon,216,432,4699"
"17,Il,Illinois,212,452,6274"
"35,NM,New Mexico,188,461,5455"
"27,Mn,Minnesota,183,333,5329"
"42,Pa,Pennsylvania,176,315,24009"
"38,ND,North Dakota,176,413,4726"
"29,Mo,Missouri,175,376,3863"
"39,Oh,Ohio,163,316,6746"
"20,Ks,Kansas,162,361,4071"
"40,Ok,Oklahoma,154,358,4326"
"26,Mi,Michigan,152,305,3382"
"36,NY,New York,151,276,5319"
"37,NC,North Carolina,141,287,3139"
"55,Wi,Wisconsin,124,251,3342"
"51,Va,Virginia,124,231,3428"
"19,Ia,Iowa,116,226,3814"
"02,Ak,Alaska,112,271,5549"
"18,In,Indiana,93,214,1973"
"13,Ga,Georgia,86,163,1485"
"22,La,Louisiana,86,200,2607"
"25,Ma,Massachusetts,83,112,1666"
"47,Tn,Tennessee,74,143,1587"
"24,Md,Maryland,73,128,1722"
"34,NJ,New Jersey,71,99,1692"
"05,Ar,Arkansas,63,143,1163"
"21,Ky,Kentucky,60,113,1639"
"09,Ct,Connecticut,58,100,1997"
"45,SC,South Carolina,55,126,1231"
"15,Hi,Hawaii,54,114,1232"
"01,Al,Alabama,45,102,1159"
"23,Me,Maine,43,84,856"
"50,Vt,Vermont,36,57,741"
"28,Ms,Mississippi,36,74,601"
"33,NH,New Hampshire,32,59,1305"
"54,WV,West Virginia,25,54,724"
"10,De,Delaware,15,25,296"
"44,RI,Rhode Island,14,29,324"
"11,DC,District of Columbia,14,23,505"
"56,Wy S,tate Non-Migrant,159022,380144,5309739"
